,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.025999999999999995,0.21920310216782973,2.0,0.0,0.181,1.0,-0.129,,,,
1,set1__Glucose carbon source (20mM),-0.6154999999999999,0.5239661248592317,2.0,2.0,-0.245,3.0,-0.986,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.441,0.038183766184073605,2.0,4.0,0.414,5.0,0.468,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.022,0.08061017305526642,2.0,6.0,0.035,7.0,-0.079,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.558,0.5091168824543142,2.0,8.0,0.918,9.0,0.198,,,,
5,set5__D-Glucose carbon source,-0.334,0.28425692603699215,2.0,10.0,-0.133,11.0,-0.535,,,,
6,set5__Levulinic Acid carbon source,-0.7355,1.2394188154130952,4.0,12.0,-1.799,13.0,-1.814,14.0,0.235,15.0,0.436
7,set5__Vanillin carbon source,-5.62,0.03676955262170019,2.0,16.0,-5.646,17.0,-5.594,,,,
8,set5__p-Coumaric acid carbon source,-0.22549999999999998,0.8478210306426703,2.0,18.0,0.374,19.0,-0.825,,,,
9,set6__D-Glucose carbon source,-1.92,,1.0,20.0,-1.92,,,,,,
10,set6__Ferulic Acid carbon source,-2.995,,1.0,21.0,-2.995,,,,,,
11,set6__benzoic acid carbon source,-0.829,,1.0,22.0,-0.829,,,,,,
12,set6__Valerolactam carbon source,0.344,,1.0,23.0,0.344,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.258,,1.0,24.0,0.258,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.285,,1.0,25.0,0.285,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.024500000000000077,1.8490842328028219,2.0,26.0,-1.283,30.0,1.332,,,,
16,set7__Valerolactam 10 mM carbon source,-0.061,,1.0,27.0,-0.061,,,,,,
17,set7__L-Lysine 10 mM carbon source,1.127,,1.0,28.0,1.127,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.9964999999999999,0.498510280736516,2.0,29.0,0.644,31.0,1.349,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-4.082,,1.0,32.0,-4.082,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-1.263,,1.0,33.0,-1.263,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.293,,1.0,34.0,-1.293,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.27549999999999997,1.9551502499808038,2.0,35.0,-1.658,47.0,1.107,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,1.496,0.5586143571373726,2.0,36.0,1.101,49.0,1.891,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.151,,1.0,37.0,0.151,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.887,,1.0,38.0,0.887,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.868,,1.0,39.0,0.868,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.234,,1.0,40.0,-0.234,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.841,,1.0,41.0,0.841,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.284,,1.0,42.0,0.284,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.975,,1.0,43.0,0.975,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.48,,1.0,44.0,-0.48,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.022,,1.0,45.0,0.022,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.299,,1.0,46.0,-0.299,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.79,,1.0,48.0,0.79,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.701,,1.0,50.0,-0.701,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.11,,1.0,51.0,-0.11,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.507,,1.0,52.0,0.507,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.246,,1.0,53.0,0.246,,,,,,
39,set10__L-Arginine carbon source,0.964,,1.0,54.0,0.964,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-2.054,,1.0,55.0,-2.054,,,,,,
41,set10__L-Histidine carbon source,0.465,,1.0,56.0,0.465,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.203,,1.0,57.0,0.203,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.145,,1.0,58.0,-0.145,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,0.244,,1.0,59.0,0.244,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,0.712,,1.0,60.0,0.712,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,-1.547,,1.0,61.0,-1.547,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,0.101,,1.0,62.0,0.101,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,0.013,,1.0,63.0,0.013,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.327,,1.0,64.0,-0.327,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-0.626,,1.0,65.0,-0.626,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.405,,1.0,66.0,-0.405,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.743,,1.0,67.0,0.743,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,0.032,,1.0,68.0,0.032,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.234,,1.0,69.0,-0.234,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,-0.072,,1.0,70.0,-0.072,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.704,,1.0,71.0,-0.704,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,0.061,,1.0,72.0,0.061,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,-0.35,,1.0,73.0,-0.35,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,0.067,,1.0,74.0,0.067,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,0.316,,1.0,75.0,0.316,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,-0.029,,1.0,76.0,-0.029,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,-0.034,,1.0,77.0,-0.034,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,0.384,,1.0,78.0,0.384,,,,,,
