,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.1575,0.1887975105768082,2.0,0.0,-0.291,1.0,-0.024,,,,
1,set1__Glucose carbon source (20mM),-0.3815,0.060104076400856514,2.0,2.0,-0.339,3.0,-0.424,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.0925,0.23122391744800103,2.0,4.0,0.071,5.0,-0.256,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.172,0.025455844122715714,2.0,6.0,0.154,7.0,0.19,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.1305,0.027577164466275346,2.0,8.0,0.111,9.0,0.15,,,,
5,set5__D-Glucose carbon source,-0.1565,0.07990306627407986,2.0,10.0,-0.1,11.0,-0.213,,,,
6,set5__Levulinic Acid carbon source,0.0275,0.1216072914480597,4.0,12.0,-0.092,13.0,-0.033,14.0,0.046,15.0,0.189
7,set5__Vanillin carbon source,0.118,0.055154328932550706,2.0,16.0,0.079,17.0,0.157,,,,
8,set5__p-Coumaric acid carbon source,-0.162,0.13859292911256332,2.0,18.0,-0.064,19.0,-0.26,,,,
9,set6__D-Glucose carbon source,0.041,,1.0,20.0,0.041,,,,,,
10,set6__Ferulic Acid carbon source,0.179,,1.0,21.0,0.179,,,,,,
11,set6__benzoic acid carbon source,-0.079,,1.0,22.0,-0.079,,,,,,
12,set6__Valerolactam carbon source,0.037,,1.0,23.0,0.037,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.122,,1.0,24.0,-0.122,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.123,,1.0,25.0,0.123,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.294,0.08909545442950498,2.0,26.0,0.231,30.0,0.357,,,,
16,set7__Valerolactam 10 mM carbon source,0.213,,1.0,27.0,0.213,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.709,,1.0,28.0,-0.709,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.037000000000000005,0.042426406871192854,2.0,29.0,-0.067,31.0,-0.007,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.126,,1.0,32.0,0.126,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.097,,1.0,33.0,-0.097,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.095,,1.0,34.0,0.095,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.3135,0.17041273426595793,2.0,35.0,0.434,47.0,0.193,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0295,0.11242997820866106,2.0,36.0,-0.05,49.0,0.109,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.096,,1.0,37.0,0.096,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.144,,1.0,38.0,0.144,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.071,,1.0,39.0,0.071,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.217,,1.0,40.0,0.217,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.275,,1.0,41.0,0.275,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.011,,1.0,42.0,0.011,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.25,,1.0,43.0,0.25,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.249,,1.0,44.0,0.249,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.097,,1.0,45.0,-0.097,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.028,,1.0,46.0,-0.028,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.008,,1.0,48.0,-0.008,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.077,,1.0,50.0,-0.077,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.323,,1.0,51.0,0.323,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.197,,1.0,52.0,0.197,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.161,,1.0,53.0,-0.161,,,,,,
39,set10__L-Arginine carbon source,-0.389,,1.0,54.0,-0.389,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.085,,1.0,55.0,-0.085,,,,,,
41,set10__L-Histidine carbon source,0.125,,1.0,56.0,0.125,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.098,,1.0,57.0,-0.098,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.129,,1.0,58.0,-0.129,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.187,,1.0,59.0,-0.187,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.112,,1.0,60.0,-0.112,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,-0.325,,1.0,61.0,-0.325,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.42,,1.0,62.0,-0.42,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.429,,1.0,63.0,-0.429,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.427,,1.0,64.0,-0.427,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-0.625,,1.0,65.0,-0.625,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.272,,1.0,66.0,-0.272,,,,,,
