,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.0175,0.033234018715767734,2.0,0.0,0.006,1.0,-0.041,,,,
1,set1__Glucose carbon source (20mM),-0.0935,0.055861435713737265,2.0,2.0,-0.133,3.0,-0.054,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.21350000000000002,0.09121677477306465,2.0,4.0,0.149,5.0,0.278,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.0445,0.027577164466275353,2.0,6.0,0.064,7.0,0.025,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.051500000000000004,0.01626345596729059,2.0,8.0,-0.04,9.0,-0.063,,,,
5,set5__D-Glucose carbon source,-0.0515,0.17606958851545035,2.0,10.0,0.073,11.0,-0.176,,,,
6,set5__Levulinic Acid carbon source,-0.1875,0.15806433289434188,4.0,12.0,-0.287,13.0,-0.35,14.0,-0.103,15.0,-0.01
7,set5__Vanillin carbon source,-0.1005,0.0714177848998413,2.0,16.0,-0.151,17.0,-0.05,,,,
8,set5__p-Coumaric acid carbon source,-0.08199999999999999,0.12869343417595164,2.0,18.0,0.009,19.0,-0.173,,,,
9,set6__D-Glucose carbon source,-0.07,,1.0,20.0,-0.07,,,,,,
10,set6__Ferulic Acid carbon source,0.025,,1.0,21.0,0.025,,,,,,
11,set6__benzoic acid carbon source,0.067,,1.0,22.0,0.067,,,,,,
12,set6__Valerolactam carbon source,-0.252,,1.0,23.0,-0.252,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.017,,1.0,24.0,-0.017,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.316,,1.0,25.0,-0.316,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.382,0.12445079348883235,2.0,26.0,-0.294,30.0,-0.47,,,,
16,set7__Valerolactam 10 mM carbon source,-0.294,,1.0,27.0,-0.294,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.18,,1.0,28.0,-0.18,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.3135,0.06151828996322961,2.0,29.0,-0.357,31.0,-0.27,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.123,,1.0,32.0,-0.123,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.046,,1.0,33.0,0.046,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.047,,1.0,34.0,-0.047,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.112,0.18526197667087546,2.0,35.0,-0.243,47.0,0.019,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.0885,0.07990306627407986,2.0,36.0,-0.032,49.0,-0.145,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.095,,1.0,37.0,0.095,,,,,,
