,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.087,0.13859292911256332,2.0,0.0,-0.011,1.0,0.185,,,,
1,set1__Glucose carbon source (20mM),0.063,0.3337544007200504,2.0,2.0,0.299,3.0,-0.173,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.0285,0.07141778489984131,2.0,4.0,0.022,5.0,-0.079,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.025,0.12727922061357855,2.0,6.0,0.115,7.0,-0.065,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.379,0.01555634918610406,2.0,8.0,0.39,9.0,0.368,,,,
5,set5__D-Glucose carbon source,0.1535,0.03464823227814082,2.0,10.0,0.178,11.0,0.129,,,,
6,set5__Levulinic Acid carbon source,0.1615,0.20941585422312228,4.0,12.0,0.305,13.0,0.271,14.0,-0.148,15.0,0.218
7,set5__Vanillin carbon source,0.0915,0.02333452377915607,2.0,16.0,0.075,17.0,0.108,,,,
8,set5__p-Coumaric acid carbon source,0.1165,0.19869700551341987,2.0,18.0,0.257,19.0,-0.024,,,,
9,set6__D-Glucose carbon source,0.173,,1.0,20.0,0.173,,,,,,
10,set6__Ferulic Acid carbon source,0.369,,1.0,21.0,0.369,,,,,,
11,set6__benzoic acid carbon source,0.46,,1.0,22.0,0.46,,,,,,
12,set6__Valerolactam carbon source,0.349,,1.0,23.0,0.349,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.007,,1.0,24.0,-0.007,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.173,,1.0,25.0,-0.173,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.045,0.13576450198781712,2.0,26.0,0.141,30.0,-0.051,,,,
16,set7__Valerolactam 10 mM carbon source,-0.555,,1.0,27.0,-0.555,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.244,,1.0,28.0,-0.244,,,,,,
