,PP_4100
set1IT078,0.096
set1IT079,0.28
set1IT080,0.291
set1IT081,0.379
set1IT082,1.494
set1IT083,1.471
set1IT084,0.915
set1IT085,0.784
set1IT086,0.732
set1IT087,0.702
set5IT075,0.199
set5IT076,0.286
set5IT081,0.741
set5IT082,0.61
set5IT083,0.661
set5IT084,0.598
set5IT085,0.652
set5IT086,0.719
set5IT087,0.608
set5IT088,0.69
set6IT057,0.297
set6IT059,0.466
set6IT061,0.122
set6IT064,0.393
set6IT065,0.46
set7IT042,0.68
set7IT044,0.3
set7IT045,0.382
set7IT055,0.306
set7IT056,0.071
set7IT057,0.32
set7IT062,-0.157
set8IT058,0.272
set8IT059,0.529
set8IT060,0.657
set8IT062,0.731
set8IT064,0.825
set8IT070,-0.067
set8IT073,0.74
set8IT080,0.224
set8IT081,0.17
set8IT082,0.496
set8IT084,0.302
set8IT085,0.716
set8IT089,0.073
set8IT090,0.303
set8IT092,0.727
set8IT093,0.716
set8IT094,0.797
set8IT095,0.945
set8IT096,0.863
set9IT020,0.221
set9IT022,0.393
set9IT025,0.496
set10IT006,0.373
set10IT008,0.817
set10IT010,0.18
set10IT017,0.128
set10IT018,0.104
set10IT019,0.141
set10IT020,0.219
set10IT021,0.132
set10IT022,0.143
set10IT023,0.052
set10IT024,0.271
set10IT025,0.112
set10IT026,0.067
set10IT027,0.011
set10IT028,0.368
set10IT029,0.213
set10IT031,0.108
set10IT032,0.232
set10IT033,0.133
set10IT034,-0.188
set10IT035,0.211
set10IT036,0.116
set10IT037,0.257
set10IT043,-0.059
set10IT044,-0.087
set10IT053,1.067
set12IT001,0.452
set12IT002,0.237
set12IT004,0.422
set12IT007,0.068
set12IT008,0.427
set12IT009,0.067
set12IT014,0.643
set12IT015,0.607
set12IT016,0.481
set12IT017,0.386
set12IT023,0.09
set12IT024,0.172
set12IT025,0.475
set12IT026,0.41
set12IT027,0.225
set12IT028,0.285
set12IT029,0.724
set12IT031,0.537
set12IT032,0.107
set12IT034,0.225
set12IT037,-0.081
set12IT038,0.489
set12IT039,0.296
set12IT044,0.441
set12IT046,0.574
set12IT053,0.12
set12IT054,0.274
set12IT055,0.34
set12IT056,0.461
set12IT057,0.326
set12IT058,0.39
set12IT059,0.729
set15IT054,-0.022
set15IT057,0.625
set15IT058,0.414
set15IT059,0.286
set15IT060,0.228
set15IT061,0.121
set15IT062,0.268
set15IT063,0.19
set15IT064,0.801
set15IT065,0.946
set15IT066,0.497
set15IT067,0.31
set15IT068,0.127
set15IT071,0.283
set15IT072,0.517
set15IT073,0.435
set15IT074,0.234
set15IT075,0.408
set15IT076,0.402
set15IT077,0.097
set15IT078,0.617
set15IT079,0.586
set15IT080,0.384
set15IT081,0.331
set16IT004,0.211
set16IT005,0.189
set16IT006,0.362
set16IT007,0.283
set16IT008,0.326
set16IT009,0.244
set16IT010,0.57
set16IT011,0.578
set16IT012,0.256
set16IT013,0.214
set16IT014,0.075
set16IT015,0.258
set27IT004,0.045
set27IT005,0.103
set27IT006,0.312
