,0
gene_id,PP_2144
name,PP_2144
operon,Op1378
gene_product,Transcriptional regulator%2C TetR family
cog,Transcription
regulator,PsrA
link,"<a href=""https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2144&e1=1&assembly=complete"">External Database</a>"
