,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.017999999999999988,0.5557859300126263,2.0,0.0,-0.375,1.0,0.411,,,,
1,set1__Glucose carbon source (20mM),0.029,0.09192388155425119,2.0,2.0,0.094,3.0,-0.036,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.16899999999999998,0.17111984104714448,2.0,4.0,-0.29,5.0,-0.048,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.2055,0.11808683245815342,2.0,6.0,-0.289,7.0,-0.122,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.34,0.43982041789803256,2.0,8.0,-0.651,9.0,-0.029,,,,
5,set5__D-Glucose carbon source,0.040999999999999995,0.23617366491630684,2.0,10.0,0.208,11.0,-0.126,,,,
6,set5__Levulinic Acid carbon source,0.20024999999999998,0.13656591814944166,4.0,12.0,0.309,13.0,0.27,14.0,0.219,15.0,0.003
7,set5__Vanillin carbon source,-0.367,0.3379970414071697,2.0,16.0,-0.606,17.0,-0.128,,,,
8,set5__p-Coumaric acid carbon source,-0.1505,0.12940054095713818,2.0,18.0,-0.059,19.0,-0.242,,,,
9,set6__D-Glucose carbon source,-0.354,,1.0,20.0,-0.354,,,,,,
10,set6__Ferulic Acid carbon source,0.189,,1.0,21.0,0.189,,,,,,
11,set6__benzoic acid carbon source,0.3,,1.0,22.0,0.3,,,,,,
12,set6__Valerolactam carbon source,-0.459,,1.0,23.0,-0.459,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.176,,1.0,24.0,0.176,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.063,,1.0,25.0,-0.063,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.48450000000000004,0.2807213921310594,2.0,26.0,-0.683,30.0,-0.286,,,,
16,set7__Valerolactam 10 mM carbon source,-0.201,,1.0,27.0,-0.201,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.154,,1.0,28.0,-0.154,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.0675,0.5253803384216048,2.0,29.0,-0.304,31.0,0.439,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.236,,1.0,32.0,-0.236,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.094,,1.0,33.0,-0.094,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.799,,1.0,34.0,-0.799,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.168,0.21354624791833737,2.0,35.0,-0.319,47.0,-0.017,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.3225,0.33304729393886395,2.0,36.0,-0.558,49.0,-0.087,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.189,,1.0,37.0,-0.189,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.699,,1.0,38.0,-0.699,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.1,,1.0,39.0,0.1,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.469,,1.0,40.0,-0.469,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.02,,1.0,41.0,-0.02,,,,,,
