,56
set1IT078,-9.96589622206572
set1IT079,-8.92413888082088
set1IT080,-9.737567065943155
set1IT081,-9.199890922144064
set1IT082,-7.564252105646823
set1IT083,-8.106552632059497
set1IT084,-8.400834784311678
set1IT085,-7.969907432987141
set1IT086,-5.393186876634569
set1IT087,-5.234951182895749
set5IT075,-10.289381691149206
set5IT076,-10.085702855774894
set5IT081,-11.104427050918677
set5IT082,-8.522127304351026
set5IT083,-9.954302225909895
set5IT084,-10.006997794362132
set5IT085,-9.680173335796022
set5IT086,-9.468622582784686
set5IT087,-10.28404247579418
set5IT088,-10.568067971205004
set6IT057,-4.539493421231053
set6IT059,-6.564135756694811
set6IT061,-3.6309759705863502
set6IT064,-5.377472858003177
set6IT065,-5.703198161644174
set7IT042,-7.492965164663636
set7IT044,-7.118601787774307
set7IT045,-7.718816520144558
set7IT055,-6.037760796658145
set7IT056,-7.056131004980199
set7IT057,-10.104282140156696
set7IT062,-9.265279597769652
set8IT058,-1.8117303262893905
set8IT059,-6.484449102495469
set8IT060,-7.767010940361737
set8IT062,-9.025641534105194
set8IT064,-8.252433827072691
set8IT070,-4.185862593113334
set8IT073,-5.989148920385508
set8IT080,-3.4823574386923
set8IT081,-6.188605534104169
set8IT082,-6.762106370174511
set8IT084,-8.015756514679824
set8IT085,-6.46430451268141
set8IT089,-5.50302464694807
set8IT090,-10.97975548579253
set8IT092,-7.82069986746086
set8IT093,-7.421224868999088
set8IT094,-9.458647584790336
set8IT095,-6.756989871468484
set8IT096,-9.391930642601718
set9IT020,3.2641498957431825
set9IT022,2.6121165932424355
set9IT025,4.688779375415544
set10IT006,-8.823120865062856
set10IT008,-8.104313987524192
set10IT010,-12.193905382144449
set10IT017,-0.0379103136105026
set10IT018,-0.3286958500015704
set10IT019,0.1728638928262269
set10IT020,-0.2044834847490242
set10IT021,0.2686442013131382
set10IT022,-0.3170672058734715
set10IT023,0.1571457474761356
set10IT024,-0.3511404603486945
set10IT025,-0.0643710407984951
set10IT026,-6.464411087098871
set10IT027,-5.543740061694037
set10IT028,-0.2841354406141679
set10IT029,0.3997916101490903
set10IT031,0.0382974689618512
set10IT032,0.2100928447831628
set10IT033,0.6260094871981806
set10IT034,0.2032966513955152
set10IT035,0.0329873828198291
set10IT036,-9.906058065868912
set10IT037,0.0277637659046668
set10IT043,-7.301538711459695
set10IT044,-5.22786485615181
set10IT053,-6.829323266992269
set12IT001,-10.436668358237192
set12IT002,-10.216623349045204
set12IT004,-7.661595432438149
set12IT007,-7.59534681461918
set12IT008,-9.573185030847188
set12IT009,-11.484352251310336
set12IT014,-10.259138548187854
set12IT015,-10.114773030561205
set12IT016,-12.83346165316987
set12IT017,-11.153255884683103
set12IT023,-12.469861380528148
set12IT024,-10.776127032541472
set12IT025,-11.563318391295937
set12IT026,-12.9844789566015
set12IT027,-10.730634813412548
set12IT028,-11.315057845192872
set12IT029,-13.072082004232875
set12IT031,-11.340509435889375
set12IT032,-10.444765067173154
set12IT034,-10.222219045508734
set12IT037,-9.022208942036434
set12IT038,-12.03895785607729
set12IT039,-12.69945719258675
set12IT044,-10.95647713595597
set12IT046,-10.92129697032235
set12IT053,-12.932419737152763
set12IT054,-12.25008770659952
set12IT055,-12.835501212348854
set12IT056,-12.707339161962286
set12IT057,-9.943551820368532
set12IT058,-10.781367668667803
set12IT059,-11.89908226751368
set15IT054,-3.541219851770021
set15IT057,-8.64435046193196
set15IT058,-8.492598897289751
set15IT059,-10.463856853529894
set15IT060,-6.4418098892513775
set15IT061,-7.835548446604339
set15IT062,-11.331974735788156
set15IT063,-6.758865571331931
set15IT064,-9.255111570190213
set15IT065,-6.907982946443704
set15IT066,-11.85136942050169
set15IT067,-10.431788113408352
set15IT068,-7.750031314606633
set15IT071,-8.67900053307456
set15IT072,-9.730965530593476
set15IT073,-9.27880132174539
set15IT074,-10.580624009588014
set15IT075,-9.667071896598886
set15IT076,-9.549128449631766
set15IT077,-6.534597859207814
set15IT078,-10.445237059480885
set15IT079,-6.970897127613398
set15IT080,-10.700330478246787
set15IT081,-8.842908313432753
set16IT004,-8.281267129361076
set16IT005,-8.639504001547602
set16IT006,-9.363202589851449
set16IT007,-6.878494290547452
set16IT008,-7.313523133941109
set16IT009,-8.361141384884931
set16IT010,-8.08232301403236
set16IT011,-10.248272932652478
set16IT012,-8.068125134703497
set16IT013,-6.404706982591486
set16IT014,-8.58360138329563
set16IT015,-8.483522589991926
set27IT004,-9.78110316526827
set27IT005,-10.131265344749457
set27IT006,-2.9058750080747875
set27IT007,-2.644112900750118
set27IT008,-10.627143230797095
set27IT009,-10.182920242763196
set27IT010,-9.60678279621555
set27IT011,-9.72953980166363
set27IT012,-11.487513390988823
set27IT013,-11.034039086663068
set27IT014,-9.913953931878169
set27IT015,-9.761944389679888
set27IT016,-10.15611242757522
set27IT017,-10.235523587756166
set27IT018,-10.373428603472334
set27IT019,-10.03797174242893
set27IT020,-6.852324186177557
set27IT021,-6.363426252779686
set27IT024,-2.8679277410614987
set27IT025,-1.3455775533733143
set27IT028,-7.97989014654155
set27IT029,-7.781351848740671
set27IT030,-6.842189426007134
set27IT031,-6.954128767205032
set27IT032,-11.71763712115457
set27IT033,-11.946557462417523
set27IT034,-10.333086191222645
set27IT035,-9.54733771191629
set27IT036,-11.787079417981648
set27IT037,-12.088262874411503
set27IT038,-6.722257744988944
set27IT039,-6.814761338996883
set27IT040,-10.79763124464916
set27IT041,-10.62350749965326
set27IT042,-12.33326887491023
set27IT043,-11.469127002525504
set27IT044,-8.621212198922324
set27IT045,-8.64730955941316
set27IT046,-9.453081452902236
set27IT047,-9.607308900842291
set27IT048,-2.1622763486088075
set27IT049,-2.33129583135582
set27IT050,-11.582889624510992
set27IT051,-11.859265051651246
