k,name,in_iM,gene_weight,regulator,function,category
69,fModule_70,False,-0.0619713464304971,,,
68,fModule_69,False,-0.0579562879438768,,,
80,fModule_81,False,0.0504949604971767,,,
46,fModule_47,False,0.0486914814481548,,,
57,fModule_58,False,0.0421181947989207,PrpR,,
56,fModule_57,False,0.0376519039155044,,,
27,fModule_28,False,-0.0365608387092374,VanR,,
78,fModule_79,False,-0.0359392035645796,,,
33,fModule_34,False,-0.0353418391394416,,,
74,fModule_75,False,0.0350908271795099,,,
49,fModule_50,False,0.031368705895917,PP_2046,,
75,fModule_76,False,0.0312850424949844,,,
2,fModule_3,False,-0.0312485979705979,,,
60,fModule_61,False,-0.0311584814513094,,,
72,fModule_73,False,-0.0296738023198567,RpoD,,
38,fModule_39,False,-0.0294256934207558,,,
20,fModule_21,False,0.0282726416025945,,,
64,fModule_65,False,-0.0277283313383002,DctD-II,,
4,fModule_5,False,-0.0267597778760719,BenR,,
79,fModule_80,False,-0.0266421915362925,,,
5,fModule_6,False,0.0265428782336968,GcsR,,
59,fModule_60,False,0.0257433136671607,,,
14,fModule_15,False,-0.0256835596545194,,,
81,fModule_82,False,-0.0246580743847907,,,
10,fModule_11,False,-0.0230006564039066,PrpR,,
24,fModule_25,False,-0.0226258493708145,PrpR,,
30,fModule_31,False,0.0223872460491871,,,
54,fModule_55,False,-0.0221776832870348,,,
34,fModule_35,False,-0.020349056997062,,,
19,fModule_20,False,-0.0197084047747219,,,
73,fModule_74,False,-0.0193836162828749,,,
63,fModule_64,False,0.0192275827557764,,,
83,fModule_84,False,0.0188854874895487,,,
9,fModule_10,False,-0.0185586872104837,,,
66,fModule_67,False,-0.0184847442366296,,,
55,fModule_56,False,-0.0182916839623701,PydR,,
18,fModule_19,False,0.0179326863521756,,,
53,fModule_54,False,-0.0167250223893438,,,
65,fModule_66,False,0.0167217517294171,,,
58,fModule_59,False,-0.0165089024202197,,,
25,fModule_26,False,-0.0164978405005831,,,
45,fModule_46,False,-0.0164288626481412,,,
61,fModule_62,False,0.0164098598579271,PP_3603,,
32,fModule_33,False,0.0163713938343706,BirA,,
37,fModule_38,False,0.0157505383382618,,,
51,fModule_52,False,0.0156023593030997,FleQ,,
82,fModule_83,False,0.0144453804825672,,,
76,fModule_77,False,0.0144307001827715,PsrA,,
1,fModule_2,False,0.0139477427639071,,,
28,fModule_29,False,0.0137761073133229,,,
67,fModule_68,False,-0.0116100957811693,,,
13,fModule_14,False,0.0113040644923283,PP_3359,,
16,fModule_17,False,-0.0108134736356392,PedR1,,
31,fModule_32,False,0.0105779812740307,,,
17,fModule_18,False,0.010244411185864,,,
29,fModule_30,False,0.0101058474018366,HutC,,
71,fModule_72,False,-0.0099659806914876,,,
44,fModule_45,False,0.0094256479517869,,,
11,fModule_12,False,-0.0092943544636458,BirA,,
42,fModule_43,False,-0.0091083053868026,PhhR,,
62,fModule_63,False,-0.0088472537977748,,,
41,fModule_42,False,0.0086388558918544,,,
26,fModule_27,False,0.0080073313243748,,,
36,fModule_37,False,0.0079303021629673,,,
15,fModule_16,False,-0.0075761158248026,PcaR,,
52,fModule_53,False,-0.0062215341679132,PP_5350,,
6,fModule_7,False,-0.0061069943594583,GbdR,,
39,fModule_40,False,-0.005777258192878,,,
48,fModule_49,False,0.0052016933864956,,,
0,fModule_1,False,-0.0047279069679826,,,
40,fModule_41,False,-0.0037770027004548,,,
43,fModule_44,False,-0.0035607416778857,,,
70,fModule_71,False,-0.0034755566414024,,,
3,fModule_4,False,-0.0030322007092151,,,
47,fModule_48,False,0.0030170418769737,,,
23,fModule_24,False,0.002592003124562,,,
35,fModule_36,False,-0.0023432204928587,,,
8,fModule_9,False,0.0022497061912643,,,
22,fModule_23,False,0.0014888123996068,,,
7,fModule_8,False,-0.0009725958449902,GltR-II,,
50,fModule_51,False,0.000903842905517,,,
21,fModule_22,False,0.0008816224960683,,,
77,fModule_78,False,0.0004733863766103,,,
12,fModule_13,False,-0.0003829800125478,ModR,,
