,0
gene_id,PP_3098
name,PP_3098
operon,Op2007
gene_product,conserved protein of unknown function
cog,Function unknown
regulator,GacA
link,"<a href=""https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3098&e1=1&assembly=complete"">External Database</a>"
