,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-7.088479104779844,0.1392831233847149,2.0,0.0,-6.989991063729669,1.0,-7.186967145830018,,,,
1,set1__Glucose carbon source (20mM),-7.885635604466804,0.947614476884142,2.0,2.0,-8.555700227022124,3.0,-7.215570981911484,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-5.602604448959903,1.2341673122772605,2.0,4.0,-6.475292524589929,5.0,-4.729916373329877,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-7.158683298037522,0.5195428389760043,2.0,6.0,-6.791311033480678,7.0,-7.526055562594364,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-5.295553437789706,0.37514255233103916,2.0,8.0,-5.560819280454613,9.0,-5.030287595124799,,,,
5,set5__D-Glucose carbon source,-7.458858890478634,0.3265317744847341,2.0,10.0,-7.227966058467602,11.0,-7.689751722489666,,,,
6,set5__Levulinic Acid carbon source,-7.016192130944482,0.9013836996470264,4.0,12.0,-7.993506600563937,13.0,-5.908032418632241,14.0,-6.731075194836292,15.0,-7.432154309745457
7,set5__Vanillin carbon source,-7.838020901699799,0.3683922389829362,2.0,16.0,-7.577528251378469,17.0,-8.098513552021128,,,,
8,set5__p-Coumaric acid carbon source,-7.066960248359292,0.17913785115109274,2.0,18.0,-7.193629837675417,19.0,-6.9402906590431686,,,,
9,set6__D-Glucose carbon source,-3.848291265119858,,1.0,20.0,-3.848291265119858,,,,,,
10,set6__Ferulic Acid carbon source,-2.979583415788298,,1.0,21.0,-2.979583415788298,,,,,,
11,set6__benzoic acid carbon source,-2.4139990073186395,,1.0,22.0,-2.4139990073186395,,,,,,
12,set6__Valerolactam carbon source,-3.66274338341883,,1.0,23.0,-3.66274338341883,,,,,,
13,set6__D-Glucuronic Acid carbon source,-4.410389884651364,,1.0,24.0,-4.410389884651364,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-4.842334898636294,,1.0,25.0,-4.842334898636294,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-4.886309464464708,0.57287733207234,2.0,26.0,-5.291394910761118,30.0,-4.481224018168299,,,,
16,set7__Valerolactam 10 mM carbon source,-5.316679787941098,,1.0,27.0,-5.316679787941098,,,,,,
17,set7__L-Lysine 10 mM carbon source,-4.115920872975563,,1.0,28.0,-4.115920872975563,,,,,,
18,set7__D-Lysine 10 mM carbon source,-4.723952381912592,0.57887205252222,2.0,29.0,-4.314628028134755,31.0,-5.133276735690429,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-2.397979816414004,,1.0,32.0,-2.397979816414004,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-5.045449674471062,,1.0,33.0,-5.045449674471062,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-4.616578533252464,,1.0,34.0,-4.616578533252464,,,,,,
