,PP_3036
set1IT078,-0.251
set1IT079,-0.414
set1IT080,-0.695
set1IT081,-0.473
set1IT082,-0.332
set1IT083,-0.385
set1IT084,0.063
set1IT085,-0.086
set1IT086,-0.479
set1IT087,0.019
set5IT075,-0.417
set5IT076,-0.311
set5IT081,0.13
set5IT082,-0.205
set5IT083,-0.528
set5IT084,-0.292
set5IT085,-0.322
set5IT086,0.18
set5IT087,-0.29
set5IT088,-0.022
set6IT057,-0.047
set6IT059,0.345
set6IT061,0.387
set6IT064,0.139
set6IT065,0.075
set7IT042,-0.564
set7IT044,-0.22
set7IT045,-0.009
set7IT055,-0.425
set7IT056,-0.441
set7IT057,-0.044
set7IT062,-0.181
set8IT058,0.001
set8IT059,0.039
set8IT060,0.894
set8IT062,-0.733
set8IT064,0.191
set8IT070,0.248
set8IT073,0.337
set8IT080,0.033
set8IT081,-0.179
set8IT082,0.38
set8IT084,0.068
set8IT085,-0.261
set8IT089,0.119
set8IT090,-0.524
set8IT092,0.337
set8IT093,0.451
set8IT094,0.051
set8IT095,-0.344
set8IT096,-0.158
set9IT020,0.211
set9IT022,0.206
set9IT025,0.291
set10IT006,-0.15
set10IT008,0.098
set10IT010,-0.199
set10IT017,-0.355
set10IT018,-0.11
set10IT019,-0.301
set10IT020,-0.227
set10IT021,-0.388
set10IT022,-0.216
set10IT023,-0.553
set10IT024,-0.138
set10IT025,0.076
set10IT026,-0.137
set10IT027,-0.144
set10IT028,-0.064
set10IT029,0.043
set10IT031,-0.017
set10IT032,-0.214
set10IT033,-0.428
set10IT034,-0.301
set10IT035,-0.46
set10IT036,-0.039
set10IT037,-0.276
set10IT043,-0.289
set10IT044,-0.582
set10IT053,-0.516
set12IT001,-0.208
set12IT002,-0.046
set12IT004,-0.347
set12IT007,-0.188
set12IT008,-0.052
set12IT009,-0.096
set12IT014,-0.629
set12IT015,-0.024
set12IT016,-0.181
set12IT017,-0.298
set12IT023,-0.12
set12IT024,-0.273
set12IT025,-0.679
set12IT026,-0.481
set12IT027,-0.167
set12IT028,-0.114
set12IT029,-0.14
set12IT031,-0.574
set12IT032,-0.197
set12IT034,-0.852
set12IT037,-0.379
set12IT038,-0.263
set12IT039,-0.182
set12IT044,-0.435
set12IT046,-0.239
set12IT053,-0.466
set12IT054,-0.002
set12IT055,0.183
set12IT056,-0.038
set12IT057,-0.189
set12IT058,-0.221
set12IT059,-0.07
set15IT054,0.116
set15IT057,0.267
set15IT058,-0.315
set15IT059,0.129
set15IT060,-0.427
set15IT061,-0.431
set15IT062,0.017
set15IT063,-0.199
set15IT064,-0.692
set15IT065,0.318
set15IT066,-0.185
set15IT067,0.001
set15IT068,-0.096
set15IT071,-0.232
set15IT072,-0.002
set15IT073,-0.038
set15IT074,-0.806
set15IT075,-0.006
set15IT076,-0.005
set15IT077,-0.187
set15IT078,0.374
set15IT079,0.301
set15IT080,0.104
set15IT081,0.051
set16IT004,-0.203
set16IT005,-0.077
set16IT006,0.084
set16IT007,-0.344
set16IT008,-0.248
set16IT009,-0.439
set16IT010,-0.308
set16IT011,-0.068
set16IT012,-0.346
set16IT013,-0.396
set16IT014,-0.331
set16IT015,0.046
set27IT004,-0.367
set27IT005,-0.332
