,PP_0290
set1IT078,-4.977
set1IT079,-5.525
set1IT080,-4.998
set1IT081,-5.561
set1IT082,-3.485
set1IT083,-3.278
set1IT084,-4.522
set1IT085,-4.305
set1IT086,-3.514
set1IT087,-2.96
set5IT075,-6.296
set5IT076,-5.765
set5IT081,-6.183
set5IT082,-4.458
set5IT083,-5.689
set5IT084,-5.343
set5IT085,-5.842
set5IT086,-4.979
set5IT087,-6.702
set5IT088,-6.451
set6IT057,-3.892
set6IT059,-3.721
set6IT061,-4.062
set6IT064,-3.638
set6IT065,-4.484
set7IT042,-3.842
set7IT044,-3.147
set7IT045,-4.21
set7IT055,-4.737
set7IT056,-3.673
set7IT057,-4.749
set7IT062,-5.103
set8IT058,-2.506
set8IT059,-4.837
set8IT060,-4.192
set8IT062,-4.819
set8IT064,-4.527
set8IT070,-3.634
set8IT073,-3.292
set8IT080,-3.19
set8IT081,-5.269
set8IT082,-3.517
set8IT084,-4.746
set8IT085,-3.96
set8IT089,-3.94
set8IT090,-5.13
set8IT092,-3.799
set8IT093,-3.66
set8IT094,-4.24
set8IT095,-3.733
set8IT096,-4.361
set9IT020,1.412
set9IT022,1.182
set9IT025,2.623
set10IT006,-4.367
set10IT008,-3.131
set10IT010,-0.232
set10IT017,-0.495
set10IT018,-0.773
set10IT019,-0.461
set10IT020,-0.837
set10IT021,-0.14
set10IT022,-0.461
set10IT023,-0.869
set10IT024,-0.667
set10IT025,-5.728
set10IT026,-0.836
set10IT027,-0.338
set10IT028,-0.537
set10IT029,-0.473
set10IT031,-0.426
set10IT032,-0.973
set10IT033,0.232
set10IT034,-0.803
set10IT035,-0.19
set10IT036,-0.689
set10IT037,-0.249
set10IT043,-3.943
set10IT044,-2.175
set10IT053,-3.425
set12IT001,-6.064
set12IT002,-4.856
set12IT004,-5.68
set12IT007,-5.062
set12IT008,-4.997
set12IT009,-4.616
set12IT014,-5.277
set12IT015,-6.409
set12IT016,-6.437
set12IT017,-6.098
set12IT023,-4.194
set12IT024,-6.299
set12IT025,-6.337
set12IT026,-6.431
set12IT027,-4.73
set12IT028,-6.114
set12IT029,-6.326
set12IT031,-6.464
set12IT032,-6.188
set12IT034,-4.869
set12IT037,-5.668
set12IT038,-3.667
set12IT039,-5.309
set12IT044,-5.932
set12IT046,-5.951
set12IT053,-5.18
set12IT054,-5.702
set12IT055,-5.598
set12IT056,-6.316
set12IT057,-5.174
set12IT058,-5.009
set12IT059,-5.923
set15IT054,-1.889
set15IT057,-5.472
set15IT058,-6.135
set15IT059,-6.049
set15IT060,-3.99
set15IT061,-5.595
set15IT062,-5.479
set15IT063,-4.549
set15IT064,-6.009
set15IT065,-2.777
set15IT066,-4.601
set15IT067,-5.294
set15IT068,-4.521
set15IT071,-5.496
set15IT072,-5.811
set15IT073,-5.424
set15IT074,-5.825
set15IT075,-5.343
set15IT076,-6.064
set15IT077,-2.634
set15IT078,-5.178
set15IT079,-4.239
set15IT080,-5.756
set15IT081,-6.398
set16IT004,-5.231
set16IT005,-6.055
set16IT006,-6.03
set16IT007,-3.901
set16IT008,-4.912
set16IT009,-4.512
set16IT010,-4.511
set16IT011,-5.687
set16IT012,-4.865
set16IT013,-4.159
set16IT014,-4.469
set16IT015,-4.706
set27IT004,-7.211
set27IT005,-5.675
set27IT006,-1.584
set27IT007,-2.21
set27IT008,-4.836
set27IT009,-5.44
set27IT010,-6.332
set27IT011,-5.738
set27IT012,-6.112
set27IT013,-5.498
set27IT014,-6.21
set27IT015,-5.334
set27IT016,-6.292
set27IT017,-5.656
set27IT018,-6.339
set27IT019,-5.388
set27IT020,-3.855
set27IT021,-3.501
set27IT024,-2.374
