,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.054000000000000006,0.11030865786510143,2.0,0.0,-0.024,1.0,0.132,,,,
1,set1__Glucose carbon source (20mM),0.127,0.12586500705120546,2.0,2.0,0.216,3.0,0.038,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.08499999999999999,0.08909545442950499,2.0,4.0,0.022,5.0,0.148,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.096,0.04101219330881975,2.0,6.0,0.125,7.0,0.067,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.07,0.06222539674441619,2.0,8.0,0.114,9.0,0.026,,,,
5,set5__D-Glucose carbon source,-0.0475,0.050204581464244884,2.0,10.0,-0.083,11.0,-0.012,,,,
6,set5__Levulinic Acid carbon source,-0.013000000000000001,0.0447064499447973,4.0,12.0,0.0,13.0,-0.056,14.0,-0.04,15.0,0.044
7,set5__Vanillin carbon source,-0.0395,0.05727564927611035,2.0,16.0,0.001,17.0,-0.08,,,,
8,set5__p-Coumaric acid carbon source,-0.04,0.08202438661763951,2.0,18.0,0.018,19.0,-0.098,,,,
9,set6__D-Glucose carbon source,0.063,,1.0,20.0,0.063,,,,,,
10,set6__Ferulic Acid carbon source,-0.048,,1.0,21.0,-0.048,,,,,,
11,set6__benzoic acid carbon source,0.038,,1.0,22.0,0.038,,,,,,
12,set6__Valerolactam carbon source,-0.091,,1.0,23.0,-0.091,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.249,,1.0,24.0,-0.249,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.176,,1.0,25.0,0.176,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.218,0.16404877323527906,2.0,26.0,-0.102,30.0,-0.334,,,,
16,set7__Valerolactam 10 mM carbon source,-0.239,,1.0,27.0,-0.239,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.085,,1.0,28.0,-0.085,,,,,,
