,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.043,0.24748737341529162,2.0,0.0,0.218,1.0,-0.132,,,,
1,set1__Glucose carbon source (20mM),0.033,0.009899494936611667,2.0,2.0,0.04,3.0,0.026,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.041999999999999996,0.253144227664784,2.0,4.0,0.221,5.0,-0.137,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.0445,0.04737615433949869,2.0,6.0,0.078,7.0,0.011,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.031,0.008485281374238568,2.0,8.0,0.037,9.0,0.025,,,,
5,set5__D-Glucose carbon source,-0.1915,0.11525840533340725,2.0,10.0,-0.11,11.0,-0.273,,,,
6,set5__Levulinic Acid carbon source,-0.08449999999999999,0.0300721354967241,4.0,12.0,-0.06,13.0,-0.109,14.0,-0.112,15.0,-0.057
7,set5__Vanillin carbon source,-0.1855,0.1619274528917194,2.0,16.0,-0.3,17.0,-0.071,,,,
8,set5__p-Coumaric acid carbon source,-0.28800000000000003,0.031112698372208078,2.0,18.0,-0.31,19.0,-0.266,,,,
9,set6__D-Glucose carbon source,0.07,,1.0,20.0,0.07,,,,,,
10,set6__Ferulic Acid carbon source,-0.079,,1.0,21.0,-0.079,,,,,,
11,set6__benzoic acid carbon source,-0.069,,1.0,22.0,-0.069,,,,,,
12,set6__Valerolactam carbon source,-0.001,,1.0,23.0,-0.001,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.019,,1.0,24.0,0.019,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.128,,1.0,25.0,0.128,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.19799999999999998,0.29698484809834996,2.0,26.0,0.408,30.0,-0.012,,,,
16,set7__Valerolactam 10 mM carbon source,0.239,,1.0,27.0,0.239,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.097,,1.0,28.0,0.097,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.3065,0.0035355339059327407,2.0,29.0,0.304,31.0,0.309,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.068,,1.0,32.0,0.068,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.098,,1.0,33.0,0.098,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.191,,1.0,34.0,0.191,,,,,,
