,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.1995,0.36698841943581817,2.0,0.0,-0.459,1.0,0.06,,,,
1,set1__Glucose carbon source (20mM),-0.8585,0.009192388155425127,2.0,2.0,-0.852,3.0,-0.865,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.01150000000000001,0.4546696603029501,2.0,4.0,-0.31,5.0,0.333,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.5125,0.2580939751330898,2.0,6.0,-0.695,7.0,-0.33,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.10699999999999998,0.2489015869776647,2.0,8.0,-0.283,9.0,0.069,,,,
5,set5__D-Glucose carbon source,-0.7055,0.05727564927611032,2.0,10.0,-0.746,11.0,-0.665,,,,
6,set5__Levulinic Acid carbon source,-0.21050000000000002,0.409025264093389,4.0,12.0,0.096,13.0,-0.545,14.0,0.188,15.0,-0.581
7,set5__Vanillin carbon source,-0.312,0.3196122650963195,2.0,16.0,-0.538,17.0,-0.086,,,,
8,set5__p-Coumaric acid carbon source,-0.215,0.40163665171395907,2.0,18.0,-0.499,19.0,0.069,,,,
9,set6__D-Glucose carbon source,-0.562,,1.0,20.0,-0.562,,,,,,
10,set6__Ferulic Acid carbon source,-0.335,,1.0,21.0,-0.335,,,,,,
11,set6__benzoic acid carbon source,-0.35,,1.0,22.0,-0.35,,,,,,
12,set6__Valerolactam carbon source,0.129,,1.0,23.0,0.129,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.001,,1.0,24.0,-0.001,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.237,,1.0,25.0,-0.237,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.262,0.24041630560342617,2.0,26.0,-0.432,30.0,-0.092,,,,
16,set7__Valerolactam 10 mM carbon source,-0.455,,1.0,27.0,-0.455,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.144,,1.0,28.0,-0.144,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.757,0.4751757569573599,2.0,29.0,-1.093,31.0,-0.421,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.265,,1.0,32.0,0.265,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.395,,1.0,33.0,0.395,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.387,,1.0,34.0,-0.387,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.015,0.2107178207935912,2.0,35.0,0.164,47.0,-0.134,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.037500000000000006,0.5550788232314398,2.0,36.0,0.355,49.0,-0.43,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.546,,1.0,37.0,0.546,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.809,,1.0,38.0,-0.809,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.327,,1.0,39.0,-0.327,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.486,,1.0,40.0,0.486,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.959,,1.0,41.0,-0.959,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.835,,1.0,42.0,-0.835,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.946,,1.0,43.0,-0.946,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.263,,1.0,44.0,-0.263,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.819,,1.0,45.0,-0.819,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.3,,1.0,46.0,-0.3,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.109,,1.0,48.0,0.109,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.068,,1.0,50.0,-0.068,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.408,,1.0,51.0,-0.408,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.362,,1.0,52.0,-0.362,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.911,,1.0,53.0,-0.911,,,,,,
39,set10__L-Arginine carbon source,0.633,,1.0,54.0,0.633,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.13,,1.0,55.0,-0.13,,,,,,
41,set10__L-Histidine carbon source,-0.119,,1.0,56.0,-0.119,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.038,,1.0,57.0,0.038,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.087,,1.0,58.0,-0.087,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.668,,1.0,59.0,-0.668,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.743,,1.0,60.0,-0.743,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.044,,1.0,61.0,0.044,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,0.283,,1.0,62.0,0.283,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.816,,1.0,63.0,-0.816,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.117,,1.0,64.0,-0.117,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.054,,1.0,65.0,0.054,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.301,,1.0,66.0,-0.301,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.259,,1.0,67.0,0.259,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,0.24,,1.0,68.0,0.24,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.845,,1.0,69.0,-0.845,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,0.044,,1.0,70.0,0.044,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.695,,1.0,71.0,-0.695,,,,,,
