,PP_5083
set1IT078,0.143
set1IT079,0.435
set1IT080,-0.43
set1IT081,0.072
set1IT082,-0.511
set1IT083,0.48
set1IT084,0.022
set1IT085,-0.155
set1IT086,0.624
set1IT087,-0.025
set5IT075,-0.317
set5IT076,0.145
set5IT081,0.2
set5IT082,0.625
set5IT083,0.018
set5IT084,-0.117
set5IT085,0.241
set5IT086,0.057
set5IT087,0.122
set5IT088,-0.34
set6IT057,0.166
set6IT059,-0.388
set6IT061,-0.029
set6IT064,-0.201
set6IT065,-0.09
set7IT042,0.54
set7IT044,0.207
set7IT045,-0.254
set7IT055,0.16
set7IT056,0.539
set7IT057,0.027
set7IT062,0.001
set8IT058,-0.023
set8IT059,0.283
set8IT060,-1.268
set8IT062,0.074
set8IT064,-0.914
set8IT070,0.214
set8IT073,-0.279
set8IT080,0.4
set8IT081,-0.15
set8IT082,-0.638
set8IT084,-0.057
set8IT085,-0.743
set8IT089,0.13
set8IT090,-0.186
set8IT092,-0.558
set8IT093,-0.002
set8IT094,-0.686
set8IT095,0.085
set8IT096,0.132
set9IT020,-0.152
set9IT022,-0.246
set9IT025,-1.011
set10IT006,-0.082
set10IT008,0.084
set10IT010,0.033
set10IT017,-0.293
set10IT018,-0.325
set10IT019,-0.023
set10IT020,-0.19
set10IT021,0.148
set10IT022,-0.087
set10IT023,-0.239
set10IT024,-0.087
set10IT025,0.08
set10IT026,-0.119
set10IT027,-0.619
set10IT028,0.148
set10IT029,-0.267
set10IT031,-0.253
set10IT032,-0.305
set10IT033,-0.303
set10IT034,-0.393
set10IT035,-0.212
set10IT036,-0.043
set10IT037,0.071
set10IT043,0.418
set10IT044,0.205
set10IT053,-0.186
set12IT001,-0.756
set12IT002,-0.39
set12IT004,-0.29
set12IT007,0.665
set12IT008,0.449
set12IT009,-0.215
set12IT014,-0.417
set12IT015,0.401
set12IT016,-0.078
set12IT017,0.126
set12IT023,0.014
set12IT024,0.095
set12IT025,0.047
set12IT026,-0.601
set12IT027,0.06
set12IT028,-0.501
set12IT029,-0.102
set12IT031,0.628
set12IT032,0.068
set12IT034,0.62
set12IT037,0.195
set12IT038,0.179
set12IT039,-0.094
set12IT044,0.275
set12IT046,0.469
set12IT053,-0.263
set12IT054,-0.06
set12IT055,-0.059
set12IT056,-0.258
set12IT057,0.109
set12IT058,0.179
set12IT059,0.08
set15IT054,0.354
set15IT057,0.236
set15IT058,0.186
set15IT059,0.163
set15IT060,0.397
set15IT061,0.404
set15IT062,0.317
set15IT063,0.092
set15IT064,0.196
set15IT065,-0.129
set15IT066,0.393
set15IT067,0.619
set15IT068,0.407
set15IT071,-0.7
set15IT072,-0.176
set15IT073,0.303
set15IT074,0.097
set15IT075,0.036
set15IT076,0.402
set15IT077,-0.037
set15IT078,0.192
set15IT079,0.069
set15IT080,-0.07
set15IT081,-0.149
set16IT004,-0.01
set16IT005,-0.02
set16IT006,-0.052
set16IT007,0.049
set16IT008,0.03
set16IT009,-0.192
set16IT010,-0.681
set16IT011,0.157
set16IT012,0.159
set16IT013,0.089
set16IT014,-0.531
set16IT015,-0.219
set27IT004,-0.278
set27IT005,-0.096
set27IT006,-0.331
set27IT007,0.055
set27IT008,-0.258
set27IT009,-0.341
set27IT010,-0.311
set27IT011,0.247
set27IT012,-0.616
set27IT013,-0.094
set27IT014,-0.223
set27IT015,-0.537
set27IT016,-0.127
set27IT017,-0.226
set27IT018,0.2
set27IT019,-0.063
set27IT020,-0.321
set27IT021,-0.067
set27IT024,-0.064
set27IT025,-0.938
set27IT028,-0.028
set27IT029,0.362
set27IT030,0.1
set27IT031,-0.149
set27IT032,-0.233
set27IT033,0.065
set27IT034,-0.183
set27IT035,-0.1
set27IT036,0.213
set27IT037,-0.147
set27IT038,-0.251
set27IT039,-0.093
set27IT040,-0.277
set27IT041,-0.313
set27IT042,0.147
set27IT043,0.124
set27IT044,-0.26
set27IT045,0.047
set27IT046,-0.171
set27IT047,0.022
set27IT048,-0.527
set27IT049,-0.257
set27IT050,-0.163
set27IT051,0.087
set27IT052,-0.042
set27IT053,-0.168
set27IT054,-0.1
set27IT055,-0.139
set27IT056,0.174
set27IT057,-0.445
set27IT058,-0.007
set27IT059,-0.032
set27IT060,0.005
set27IT061,-0.231
set27IT062,-0.388
set27IT063,0.206
set27IT064,-0.302
set27IT065,-0.221
set27IT066,-0.143
set27IT067,-0.193
set27IT068,-0.179
set27IT069,-0.262
set27IT070,-0.064
set27IT071,-0.351
set27IT072,-0.08
set27IT073,-0.072
set28IT003,0.303
set28IT004,0.104
set28IT005,0.308
set28IT006,0.172
set28IT007,0.268
set28IT008,-0.02
set28IT009,0.123
set28IT010,0.222
set28IT013,-0.059
set28IT014,0.151
set28IT017,0.07
set28IT018,0.224
set28IT021,0.145
set28IT022,-0.31
set28IT023,-0.127
set28IT024,-0.138
set28IT027,-0.097
set28IT028,0.199
set28IT029,-0.538
set28IT030,-0.221
set28IT031,0.29
set28IT032,-0.039
set28IT035,-0.161
set28IT036,0.322
set28IT037,-0.203
set28IT038,0.143
set28IT039,0.14
set28IT040,0.172
