,A,PP_5350
set27IT013,0.497194500023346,-0.563
set27IT014,0.3019402935117374,-2.133
set27IT015,0.0139141569836977,-1.228
set27IT016,0.1552697844481911,-1.815
set27IT017,0.0987917877119638,-1.39
set27IT018,0.0328103113163386,-1.102
set27IT019,-0.0571488022683671,-1.72
set27IT020,-0.0915101826756531,-0.068
set27IT021,-0.0330301378099731,-0.678
set27IT024,-0.1360476700269371,0.44
set27IT025,-1.0534663846900385,-0.084
set27IT028,-0.2598453688575047,-3.754
set27IT029,-0.2583399472615245,-4.341
set27IT030,-0.1997174658818245,-0.393
set27IT031,-0.2630103839085144,0.107
set27IT032,0.4838321814063698,-0.442
set27IT033,0.2312974916967046,-0.612
set27IT034,0.0681696053806289,-0.855
set27IT035,-0.1579438880858101,-0.95
set27IT036,0.73095685841273,-0.972
set27IT037,0.5919355460742098,-2.16
set27IT038,-0.0617336346519756,-1.205
set27IT039,-0.293247252735244,-1.004
set27IT040,0.3168557026460453,-2.777
set27IT041,0.348893330441598,-2.579
set27IT042,-0.1898702540931818,-1.424
set27IT043,-0.030982619127796,-1.737
set27IT044,-0.1564838832675106,-0.787
set27IT045,0.1179501955877488,-0.621
set27IT046,-0.2581711891485746,-0.962
set27IT047,-0.10256855349738,-1.054
set27IT048,0.0117371139403212,0.18
set27IT049,-0.0433826776227992,0.03
set27IT050,-0.0376343888306686,-0.945
set27IT051,0.4016931791983183,-0.907
set27IT052,-0.0878517199569739,-1.129
set27IT053,0.2489069930229687,-1.445
set27IT054,0.0456027355543999,-0.431
set27IT055,-0.0732290716247611,-0.722
set27IT056,0.1531058953856294,-1.131
set27IT057,0.1139757895841645,-1.527
set27IT058,-0.1657440811699306,0.246
set27IT059,-0.1000665308401881,-0.176
set27IT060,0.787145180713353,-1.984
set27IT061,0.7916736275153913,-1.847
set27IT062,-0.0232893893118075,-0.847
set27IT063,0.123825912575363,-0.509
set27IT064,-0.4803327286367829,-0.327
set27IT065,-0.2143255622505334,-0.511
set27IT066,0.1358866109367022,-1.712
set27IT067,0.0085871050543847,-1.471
set27IT068,-0.4730882103784288,-2.387
set27IT069,0.6535780377456256,-3.523
set27IT070,0.3521129311474432,0.459
set27IT071,-0.068050481781114,0.759
set27IT072,-0.0131101993039688,-1.062
set27IT073,0.2825333730960573,-1.27
set28IT003,0.2874121753250723,-0.677
set28IT004,-0.1566241506438647,-0.901
set28IT005,0.2576979009666836,-0.675
set28IT006,-0.2153302618925471,-0.996
set28IT007,-0.0818381861941303,-0.798
set28IT008,0.4737263329981502,-0.871
set28IT009,0.2486102071358012,-0.763
set28IT010,0.0228335030449811,-1.157
set28IT013,0.2107006263329827,-0.406
set28IT014,-0.0941444785361713,-0.663
set28IT017,-0.2148331581417973,0.203
set28IT018,-0.1975951879033797,-0.056
set28IT021,-0.2648199719145014,-0.935
set28IT022,0.0501538608868788,-0.727
set28IT023,0.2733107762146152,-1.206
set28IT024,-0.3541662168274567,-0.95
set28IT027,0.2885782212686384,-1.292
set28IT028,0.0883422629593187,-1.485
set28IT029,0.191807922618602,-0.585
set28IT030,0.2133439695946746,-1.224
set28IT031,8.818368267650766e-05,-0.659
set28IT032,0.1666225316252133,-0.855
set28IT035,0.0719925787994342,-0.046
set28IT036,0.1806754361541356,0.375
set28IT037,0.0876966165060434,-1.25
set28IT038,-0.0113450649472937,-0.902
set28IT039,-0.0191007386352306,-0.243
set28IT040,-0.0422439869159949,-0.44
set28IT041,-0.0183152809446586,-0.428
set28IT042,-0.5219065552090937,-0.319
set28IT045,-0.1490198891642462,-0.865
set28IT046,-0.0945399583359128,-1.091
set29IT004,-0.2018825427261485,-1.6
set29IT005,0.1241257439281363,-1.808
set29IT006,-0.1689336902890162,-1.518
set29IT007,0.5848137125414887,-1.464
set29IT014,0.1134993648834643,-0.951
set29IT015,0.6835695325646116,-1.582
set29IT057,-1.0104776240165187,-0.518
set29IT058,-1.1954730774318592,-1.31
set100IT008,0.2282901791779693,-2.883
set100IT009,0.4127636668727348,-3.162
set100IT010,0.437697763955917,-3.492
set100IT011,-0.1322002718560459,-3.941
set100IT012,-0.3665486816590284,-1.911
set100IT013,-0.22278450601213,-2.78
set100IT014,-0.3024805394937796,-1.483
set100IT015,0.0670531719170077,-2.822
set100IT016,0.3268777574887207,-1.513
set100IT017,-0.4287288662850373,-1.002
set100IT018,-0.3585300736633151,-2.252
set100IT019,-0.195881888962835,-1.773
set100IT020,-0.0462093933842106,-2.245
set100IT021,-0.3912971330350433,-1.364
set100IT022,0.2121618553180045,-1.759
set100IT023,-0.0348857801126468,-1.36
set100IT024,0.0260241718975996,-3.194
set100IT025,0.7146228018136943,-1.531
set100IT026,-0.1027903788736609,-2.673
set100IT027,-0.3369570239236553,-3.845
set100IT028,0.1657540852546109,-5.996
set100IT029,0.2692763812483537,-2.347
set100IT030,0.2157785568500254,-3.683
set100IT031,0.3490550704384185,-3.599
set100IT032,-0.0460401824089779,-3.915
set100IT033,0.3612224152718896,-4.656
set100IT034,0.2023802909951049,-4.957
set100IT035,0.121079815855437,-3.143
set100IT036,0.0945983584189587,-4.076
set100IT037,0.2530270689535639,-3.94
set100IT038,-1.8540947155736711,-3.618
set100IT039,-0.2667904313764904,-4.02
set100IT040,-1.038028467870225,-5.683
set100IT041,-0.3657936957999051,0.001
set100IT042,-0.5232093407564117,0.208
set100IT043,-0.1414806597733165,0.012
set100IT044,-0.3543522600599099,-1.368
set100IT045,-0.4359354631251268,-1.924
set100IT046,-0.3842313404861136,-3.917
set101IT007,0.1662906065244024,-8.074
set101IT008,0.7502126857102517,-2.765
set101IT009,0.496054431384271,-4.312
set101IT013,-0.8192886002095665,-3.807
set101IT014,0.6972060137553453,-3.255
set101IT015,0.2880689630791691,-2.024
set101IT016,-0.3741866524987787,-5.535
set101IT017,0.2238741169247375,-2.121
set101IT018,0.4551325237191971,-2.614
set101IT019,-0.3963070355978678,-2.241
set101IT020,-0.0829369651466036,-2.058
set101IT021,-0.3250405203641916,-4.292
set101IT022,-0.5100518548923018,-2.768
set101IT023,0.5112830056431815,-4.543
set101IT024,0.0389846328881286,-10.805
set101IT025,-0.0259180162991828,-0.443
set101IT026,-0.163173989286547,-4.945
set101IT027,0.3591452426390866,-2.253
set101IT028,-0.1086145041302438,-3.83
set101IT029,0.5980868469422388,-3.545
set101IT030,0.2862660794877462,-5.09
set101IT031,-0.4123868598447806,-3.839
set101IT032,-0.0814444379703442,-1.382
set101IT033,-0.1208099413728269,-1.518
set101IT034,-0.0389074804128417,-4.717
set101IT035,0.1009588185660193,-2.41
set101IT036,0.2847570808617443,-1.959
set101IT037,0.0607612953494252,-1.874
set101IT038,0.1824954990439198,-3.376
set101IT039,0.8134158001357378,-5.868
set101IT040,-0.3198820809523339,-9.731
set101IT041,0.6814552054342656,-4.665
set101IT042,0.4778637923958206,-3.425
set101IT043,-0.1182322135322087,-4.862
set101IT044,0.1450569953524839,-2.53
set101IT045,0.2884175452147626,-3.891
set101IT046,0.7490687156266402,-7.426
set101IT047,0.3750987661577555,-4.045
set101IT048,0.307306286973223,-10.436
