,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.06289876748418197,0.48269587982436984,2.0,0.0,0.4042162973588007,1.0,-0.2784187623904368,,,,
1,set1__Glucose carbon source (20mM),0.24520627176744644,0.11759696015401899,2.0,2.0,0.1620526637956154,3.0,0.3283598797392775,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),1.0594444194153225,0.03505599435655364,2.0,4.0,1.084232750746079,5.0,1.034656088084566,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-8.884683782240476,0.20626123971339033,2.0,6.0,-9.030532503537758,7.0,-8.738835060943194,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-6.206224464078314,0.4889326384180204,2.0,8.0,-5.860496879909501,9.0,-6.551952048247126,,,,
5,set5__D-Glucose carbon source,-0.1106802416133973,0.15134546590823483,2.0,10.0,-0.003662836367847,11.0,-0.2176976468589476,,,,
6,set5__Levulinic Acid carbon source,0.6739633414790349,0.2548188402572669,4.0,12.0,0.4230973044563565,13.0,0.499555708238603,14.0,0.9608204086118924,15.0,0.8123799446092878
7,set5__Vanillin carbon source,-1.240633224859267,0.03814102892184064,2.0,16.0,-1.2136634446672014,17.0,-1.267603005051333,,,,
8,set5__p-Coumaric acid carbon source,-2.094819565952632,0.19897796010995447,2.0,18.0,-1.954120901052217,19.0,-2.2355182308530472,,,,
9,set6__D-Glucose carbon source,0.3916904987438627,,1.0,20.0,0.3916904987438627,,,,,,
10,set6__Ferulic Acid carbon source,0.048817048125003,,1.0,21.0,0.048817048125003,,,,,,
11,set6__benzoic acid carbon source,-0.0422833174925364,,1.0,22.0,-0.0422833174925364,,,,,,
12,set6__Valerolactam carbon source,0.0625829272147828,,1.0,23.0,0.0625829272147828,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.3863271390902177,,1.0,24.0,-0.3863271390902177,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.6729932221420328,,1.0,25.0,-0.6729932221420328,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-2.7061679043163753,0.10487012391355398,2.0,26.0,-2.780322280079523,30.0,-2.632013528553228,,,,
16,set7__Valerolactam 10 mM carbon source,-1.963678318792024,,1.0,27.0,-1.963678318792024,,,,,,
17,set7__L-Lysine 10 mM carbon source,-2.657886558951588,,1.0,28.0,-2.657886558951588,,,,,,
18,set7__D-Lysine 10 mM carbon source,-1.0907859503794954,0.06511718357205129,2.0,29.0,-1.0447411483039286,31.0,-1.136830752455062,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.1301218139856468,,1.0,32.0,0.1301218139856468,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.47206871091612,,1.0,33.0,0.47206871091612,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.3828531619813521,,1.0,34.0,-0.3828531619813521,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.1038139223792936,1.1748656474976864,2.0,35.0,-0.7269415439494444,47.0,0.9345693887080316,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.029768560057263194,0.9406213040021257,2.0,36.0,-0.6353511425311729,49.0,0.6948882626456993,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.2540654909653544,,1.0,37.0,0.2540654909653544,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.0967966723395392,,1.0,38.0,0.0967966723395392,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.4556402466388177,,1.0,39.0,0.4556402466388177,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.421988479824932,,1.0,40.0,0.421988479824932,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.7163511734796076,,1.0,41.0,0.7163511734796076,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.9866652659989356,,1.0,42.0,0.9866652659989356,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.2660327251202977,,1.0,43.0,0.2660327251202977,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.4725270211260022,,1.0,44.0,-0.4725270211260022,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.5261316010158373,,1.0,45.0,0.5261316010158373,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.4806657715903856,,1.0,46.0,0.4806657715903856,,,,,,
