,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.05000000000000002,0.3139554108468271,2.0,0.0,-0.172,1.0,0.272,,,,
1,set1__Glucose carbon source (20mM),0.0545,0.009192388155425116,2.0,2.0,0.048,3.0,0.061,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.022500000000000006,0.20718228688765844,2.0,4.0,0.124,5.0,-0.169,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.0235,0.024748737341529166,2.0,6.0,0.006,7.0,0.041,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.0645,0.014849242404917496,2.0,8.0,0.075,9.0,0.054,,,,
5,set5__D-Glucose carbon source,0.269,0.15839191898578664,2.0,10.0,0.157,11.0,0.381,,,,
6,set5__Levulinic Acid carbon source,0.247,0.23335095171579368,4.0,12.0,0.064,13.0,0.069,14.0,0.556,15.0,0.299
7,set5__Vanillin carbon source,0.296,0.1965756851698602,2.0,16.0,0.435,17.0,0.157,,,,
8,set5__p-Coumaric acid carbon source,0.27449999999999997,0.2071822868876584,2.0,18.0,0.421,19.0,0.128,,,,
9,set6__D-Glucose carbon source,0.047,,1.0,20.0,0.047,,,,,,
10,set6__Ferulic Acid carbon source,-0.134,,1.0,21.0,-0.134,,,,,,
11,set6__benzoic acid carbon source,0.037,,1.0,22.0,0.037,,,,,,
12,set6__Valerolactam carbon source,-0.225,,1.0,23.0,-0.225,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.205,,1.0,24.0,0.205,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.043,,1.0,25.0,-0.043,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.14700000000000002,0.10889444430272832,2.0,26.0,0.224,30.0,0.07,,,,
16,set7__Valerolactam 10 mM carbon source,0.047,,1.0,27.0,0.047,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.084,,1.0,28.0,-0.084,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.017000000000000005,0.07495331880577405,2.0,29.0,-0.036,31.0,0.07,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.092,,1.0,32.0,-0.092,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.254,,1.0,33.0,0.254,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.021,,1.0,34.0,-0.021,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.023999999999999997,0.06646803743153547,2.0,35.0,-0.023,47.0,0.071,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.08700000000000001,0.34931074990615446,2.0,36.0,-0.16,49.0,0.334,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.073,,1.0,37.0,0.073,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.114,,1.0,38.0,0.114,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.16,,1.0,39.0,-0.16,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.155,,1.0,40.0,-0.155,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.0,,1.0,41.0,0.0,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.045,,1.0,42.0,-0.045,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.05,,1.0,43.0,-0.05,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.061,,1.0,44.0,0.061,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.072,,1.0,45.0,0.072,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.248,,1.0,46.0,0.248,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.052,,1.0,48.0,-0.052,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.312,,1.0,50.0,0.312,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.107,,1.0,51.0,-0.107,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.262,,1.0,52.0,-0.262,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.364,,1.0,53.0,-0.364,,,,,,
39,set10__L-Arginine carbon source,-0.069,,1.0,54.0,-0.069,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.24,,1.0,55.0,0.24,,,,,,
41,set10__L-Histidine carbon source,-0.023,,1.0,56.0,-0.023,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.027,,1.0,57.0,-0.027,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,0.19,,1.0,58.0,0.19,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.097,,1.0,59.0,-0.097,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,0.059,,1.0,60.0,0.059,,,,,,
