,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.0975,0.07990306627407986,2.0,0.0,0.041,1.0,0.154,,,,
1,set1__Glucose carbon source (20mM),0.1935,0.22980970388562794,2.0,2.0,0.031,3.0,0.356,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.10999999999999999,0.09192388155425117,2.0,4.0,0.175,5.0,0.045,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.156,0.06222539674441619,2.0,6.0,0.2,7.0,0.112,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.0745,0.016263455967290587,2.0,8.0,0.086,9.0,0.063,,,,
5,set5__D-Glucose carbon source,-0.018999999999999996,0.09475230867899738,2.0,10.0,-0.086,11.0,0.048,,,,
6,set5__Levulinic Acid carbon source,0.0405,0.10212573949140671,4.0,12.0,-0.111,13.0,0.112,14.0,0.077,15.0,0.084
7,set5__Vanillin carbon source,0.011999999999999997,0.15697770542341355,2.0,16.0,-0.099,17.0,0.123,,,,
8,set5__p-Coumaric acid carbon source,-0.011500000000000003,0.07848885271170677,2.0,18.0,-0.067,19.0,0.044,,,,
9,set6__D-Glucose carbon source,-0.116,,1.0,20.0,-0.116,,,,,,
10,set6__Ferulic Acid carbon source,0.187,,1.0,21.0,0.187,,,,,,
11,set6__benzoic acid carbon source,0.13,,1.0,22.0,0.13,,,,,,
12,set6__Valerolactam carbon source,-0.035,,1.0,23.0,-0.035,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.181,,1.0,24.0,-0.181,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.097,,1.0,25.0,0.097,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.06799999999999999,0.23758787847867996,2.0,26.0,0.236,30.0,-0.1,,,,
16,set7__Valerolactam 10 mM carbon source,0.013,,1.0,27.0,0.013,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.004,,1.0,28.0,0.004,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.21200000000000002,0.07071067811865477,2.0,29.0,-0.162,31.0,-0.262,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.081,,1.0,32.0,0.081,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.211,,1.0,33.0,0.211,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.083,,1.0,34.0,0.083,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.166,0.07495331880577404,2.0,35.0,0.113,47.0,0.219,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.006500000000000002,0.08980256121069154,2.0,36.0,0.057,49.0,-0.07,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.377,,1.0,37.0,-0.377,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.173,,1.0,38.0,-0.173,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.058,,1.0,39.0,-0.058,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.048,,1.0,40.0,0.048,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.593,,1.0,41.0,-0.593,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.095,,1.0,42.0,-0.095,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.042,,1.0,43.0,-0.042,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.114,,1.0,44.0,0.114,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.178,,1.0,45.0,-0.178,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.003,,1.0,46.0,-0.003,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.508,,1.0,48.0,-0.508,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.007,,1.0,50.0,0.007,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.165,,1.0,51.0,0.165,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.077,,1.0,52.0,-0.077,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.068,,1.0,53.0,0.068,,,,,,
39,set10__L-Arginine carbon source,0.134,,1.0,54.0,0.134,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.423,,1.0,55.0,-0.423,,,,,,
41,set10__L-Histidine carbon source,-0.129,,1.0,56.0,-0.129,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.14,,1.0,57.0,-0.14,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.073,,1.0,58.0,-0.073,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,0.14,,1.0,59.0,0.14,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,0.06,,1.0,60.0,0.06,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.202,,1.0,61.0,0.202,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,0.016,,1.0,62.0,0.016,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.046,,1.0,63.0,-0.046,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.11,,1.0,64.0,-0.11,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-0.106,,1.0,65.0,-0.106,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.135,,1.0,66.0,-0.135,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.15,,1.0,67.0,0.15,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,-0.143,,1.0,68.0,-0.143,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,0.115,,1.0,69.0,0.115,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,-0.14,,1.0,70.0,-0.14,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.048,,1.0,71.0,-0.048,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,-0.046,,1.0,72.0,-0.046,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,0.285,,1.0,73.0,0.285,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,-0.058,,1.0,74.0,-0.058,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.169,,1.0,75.0,-0.169,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,-0.07,,1.0,76.0,-0.07,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,0.126,,1.0,77.0,0.126,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,0.006,,1.0,78.0,0.006,,,,,,
64,set10__Sodium butyrate carbon source,-0.156,,1.0,79.0,-0.156,,,,,,
65,set12__Vanillin carbon source,-0.1605,0.20435385976291226,2.0,80.0,-0.016,97.0,-0.305,,,,
66,"set12__1,2-Propanediol carbon source",-0.159,0.07071067811865475,2.0,81.0,-0.209,98.0,-0.109,,,,
67,set12__Sodium propionate carbon source,0.183,0.059396969619670004,2.0,82.0,0.141,99.0,0.225,,,,
68,set12__2-methyl-1-butanol carbon source,-0.059500000000000004,0.03464823227814083,2.0,83.0,-0.035,100.0,-0.084,,,,
69,"set12__1,5-Pentanediol carbon source",-0.0895,0.06151828996322964,2.0,84.0,-0.046,101.0,-0.133,,,,
70,"set12__1,4-Butanediol carbon source",-0.294,0.2036467529817257,2.0,85.0,-0.438,102.0,-0.15,,,,
71,set12__Vanillic Acid carbon source,-0.173,0.24607315985291853,2.0,86.0,0.001,103.0,-0.347,,,,
72,set12__Protocatechuic Acid carbon source,-0.166,0.07636753236814714,2.0,87.0,-0.22,89.0,-0.112,,,,
73,set12__4-Hydroxybenzoic Acid carbon source,0.06899999999999999,0.1145512985522207,2.0,88.0,0.15,104.0,-0.012,,,,
74,set12__L-Lysine carbon source,-0.17049999999999998,0.16475588001646554,2.0,90.0,-0.054,105.0,-0.287,,,,
75,set12__p-Coumaric acid carbon source,-0.2335,0.04596194077712559,2.0,91.0,-0.266,106.0,-0.201,,,,
76,set12__benzoic acid carbon source,-0.0145,0.06010407640085655,2.0,92.0,0.028,107.0,-0.057,,,,
77,set12__Ferulic Acid carbon source,-0.008499999999999999,0.0417193000900063,2.0,93.0,-0.038,108.0,0.021,,,,
78,set12__D-Glucose carbon source,-0.13699999999999998,0.2262741699796952,2.0,94.0,0.023,109.0,-0.297,,,,
79,set12__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.0315,0.026162950903902263,2.0,95.0,-0.013,110.0,-0.05,,,,
80,set12__Phenylacetic acid carbon source,-0.33299999999999996,0.01555634918610402,2.0,96.0,-0.322,111.0,-0.344,,,,
81,set15__Butyl stearate carbon source,0.316,0.1173797256769669,2.0,112.0,0.399,124.0,0.233,,,,
82,set15__Hexanoic acid carbon source,0.1845,0.013435028842544414,2.0,113.0,0.194,125.0,0.175,,,,
83,set15__Decanoic acid carbon source,0.1375,0.08273149339882606,2.0,114.0,0.196,126.0,0.079,,,,
84,set15__Lauric acid carbon source,0.2505,0.027577164466275356,2.0,115.0,0.27,127.0,0.231,,,,
85,set15__Valeric acid carbon source,0.222,0.12445079348883235,2.0,116.0,0.134,128.0,0.31,,,,
86,set15__Octanoic acid carbon source,0.319,0.06929646455628163,2.0,117.0,0.368,129.0,0.27,,,,
87,set15__Nonanoic acid carbon source,-0.0225,0.021920310216782972,2.0,118.0,-0.007,130.0,-0.038,,,,
88,set15__Tween 20 carbon source,0.0155,0.13930003589374987,2.0,119.0,-0.083,131.0,0.114,,,,
89,set15__Myristic acid carbon source,0.1285,0.08838834764831845,2.0,120.0,0.066,132.0,0.191,,,,
90,set15__Sodium butyrate carbon source,0.13549999999999998,0.3867874093090415,2.0,121.0,-0.138,133.0,0.409,,,,
91,set15__Oleic acid carbon source,0.2215,0.11808683245815342,2.0,122.0,0.305,134.0,0.138,,,,
92,set15__Heptanoic acid carbon source,0.2815,0.08980256121069152,2.0,123.0,0.345,135.0,0.218,,,,
93,set16__Butanol carbon source,-0.155,0.1145512985522207,2.0,136.0,-0.236,137.0,-0.074,,,,
94,"set16__1,3-Butandiol carbon source",0.0655,0.12940054095713818,2.0,138.0,0.157,139.0,-0.026,,,,
95,set16__3-methyl-3-butenol carbon source,-0.0645,0.08414570696119915,2.0,140.0,-0.124,141.0,-0.005,,,,
96,set16__3-methyl-1-butanol carbon source,0.0010000000000000009,0.03252691193458118,2.0,142.0,-0.022,143.0,0.024,,,,
97,set16__1-Pentanol carbon source,0.020499999999999997,0.0714177848998413,2.0,144.0,0.071,145.0,-0.03,,,,
98,set16__Ethanol carbon source,-0.098,0.04525483399593904,2.0,146.0,-0.066,147.0,-0.13,,,,
99,set27__Ammonium chloride nitrogen source,-0.0075,0.1364716087690037,2.0,148.0,-0.104,149.0,0.089,,,,
100,set27__6-aminocaproic acid nitrogen source,-0.043500000000000004,0.16899852070358484,2.0,150.0,-0.163,151.0,0.076,,,,
101,set27__Urea nitrogen source,-0.049499999999999995,0.07848885271170677,2.0,152.0,-0.105,153.0,0.006,,,,
102,set27__Sodium nitrite nitrogen source,-0.17099999999999999,0.04101219330881977,2.0,154.0,-0.2,155.0,-0.142,,,,
103,set27__Valerolactam nitrogen source,-0.1485,0.126572113832392,2.0,156.0,-0.238,157.0,-0.059,,,,
104,set27__4-aminobutyric acid nitrogen source,-0.1405,0.11808683245815345,2.0,158.0,-0.224,159.0,-0.057,,,,
105,set27__Sodium nitrate nitrogen source,-0.20099999999999998,0.11879393923933997,2.0,160.0,-0.117,161.0,-0.285,,,,
106,set27__5-Aminovaleric acid nitrogen source,-0.167,0.2404163056034262,2.0,162.0,-0.337,163.0,0.003,,,,
107,set27__Caprolactam nitrogen source,0.014,0.012727922061357855,2.0,164.0,0.005,165.0,0.023,,,,
108,set27__Hydantoin nitrogen source,-0.428,0.2489015869776647,2.0,166.0,-0.604,167.0,-0.252,,,,
109,set27__DL-2-Aminobutyric acid nitrogen source,-0.1995,0.06151828996322963,2.0,168.0,-0.243,169.0,-0.156,,,,
110,set27__3-aminobutyric acid nitrogen source,0.016,0.08909545442950499,2.0,170.0,-0.047,171.0,0.079,,,,
111,set27__D-Lysine nitrogen source,-0.02550000000000001,0.2397091988222396,2.0,172.0,0.144,173.0,-0.195,,,,
112,set27__D-Alanine nitrogen source,-0.151,0.09758073580374356,2.0,174.0,-0.082,175.0,-0.22,,,,
113,set27__L-Arginine nitrogen source,-0.060500000000000005,0.057275649276110355,2.0,176.0,-0.101,177.0,-0.02,,,,
114,set27__L-Aspartate nitrogen source,0.02,0.019798989873223333,2.0,178.0,0.006,179.0,0.034,,,,
115,set27__Beta-alanine nitrogen source,0.009999999999999995,0.19091883092036785,2.0,180.0,0.145,181.0,-0.125,,,,
116,set27__L-Ornithine nitrogen source,-0.132,0.028284271247461894,2.0,182.0,-0.112,183.0,-0.152,,,,
117,set27__L-Glutamine nitrogen source,-0.018000000000000002,0.07353910524340095,2.0,184.0,0.034,185.0,-0.07,,,,
118,set27__L-Alanine nitrogen source,-0.0019999999999999996,0.009899494936611665,2.0,186.0,-0.009,187.0,0.005,,,,
119,set27__L-Cysteine nitrogen source,-0.0245,0.02050609665440988,2.0,188.0,-0.039,189.0,-0.01,,,,
120,set27__L-Lysine nitrogen source,-0.2615,0.12798632739476506,2.0,190.0,-0.352,191.0,-0.171,,,,
121,set27__L-Asparagine nitrogen source,-0.001999999999999995,0.10182337649086286,2.0,192.0,0.07,193.0,-0.074,,,,
122,set27__L-Proline nitrogen source,-0.08099999999999999,0.08626702730475878,2.0,194.0,-0.02,195.0,-0.142,,,,
123,set27__Glycine nitrogen source,-0.185,0.2036467529817257,2.0,196.0,-0.329,197.0,-0.041,,,,
124,set27__L-Methionine nitrogen source,-0.11800000000000001,0.15414927829866737,2.0,198.0,-0.009,199.0,-0.227,,,,
125,set27__L-Valine nitrogen source,0.0365,0.01060660171779821,2.0,200.0,0.044,201.0,0.029,,,,
126,set27__L-Histidine nitrogen source,0.039,0.06081118318204309,2.0,202.0,0.082,203.0,-0.004,,,,
127,set27__L-Phenylalanine nitrogen source,-0.24,0.10465180361560904,2.0,204.0,-0.166,205.0,-0.314,,,,
128,set27__L-Isoleucine nitrogen source,-0.009500000000000001,0.11950104602052652,2.0,206.0,-0.094,207.0,0.075,,,,
129,set27__L-Leucine nitrogen source,-0.077,0.04101219330881975,2.0,208.0,-0.106,209.0,-0.048,,,,
130,set27__L-Threonine nitrogen source,-0.275,0.1088944443027283,2.0,210.0,-0.198,211.0,-0.352,,,,
131,set27__L-Serine nitrogen source,0.068,0.2884995667241114,2.0,212.0,-0.136,213.0,0.272,,,,
132,set28__Ethanolamine nitrogen source,-0.17,0.15273506473629428,2.0,214.0,-0.062,215.0,-0.278,,,,
133,set28__Choline chloride nitrogen source,-0.197,0.09899494936611666,2.0,216.0,-0.127,217.0,-0.267,,,,
134,set28__Carnitine Hydrochloride nitrogen source,-0.10550000000000001,0.041719300090006316,2.0,218.0,-0.076,219.0,-0.135,,,,
135,set28__Betaine nitrogen source,-0.1255,0.17889801564019653,2.0,220.0,0.001,221.0,-0.252,,,,
136,set28__Nicotinic Acid nitrogen source,0.008,0.03535533905932738,2.0,222.0,-0.017,223.0,0.033,,,,
137,set28__Butyrolactam nitrogen source,-0.15899999999999997,0.021213203435596427,2.0,224.0,-0.174,225.0,-0.144,,,,
138,set28__Cytosine nitrogen source,-0.136,0.07919595949289332,2.0,226.0,-0.192,227.0,-0.08,,,,
139,set28__4-Guanidinobutyric acid nitrogen source,-0.292,0.16546298679765212,2.0,228.0,-0.409,229.0,-0.175,,,,
140,set28__spermidine nitrogen source,-0.1255,0.16899852070358484,2.0,230.0,-0.006,231.0,-0.245,,,,
141,"set28__1,6-Hexanediamine nitrogen source",-0.054000000000000006,0.37618080759124334,2.0,232.0,-0.32,233.0,0.212,,,,
142,set28__Cadaverine nitrogen source,-0.101,0.2291025971044414,2.0,234.0,-0.263,235.0,0.061,,,,
143,set28__Uracil nitrogen source,-0.012500000000000004,0.07848885271170677,2.0,236.0,-0.068,237.0,0.043,,,,
144,set28__Adenine hydrochloride hydrate nitrogen source,-0.065,0.05091168824543143,2.0,238.0,-0.101,239.0,-0.029,,,,
145,set28__L-Pipecolic Acid nitrogen source,-0.0385,0.11950104602052652,2.0,240.0,-0.123,241.0,0.046,,,,
146,set28__L-pyroglutamic acid nitrogen source,-0.2655,0.06576093065034892,2.0,242.0,-0.312,243.0,-0.219,,,,
147,set28__L-Glutamic acid monopotassium salt monohydrate nitrogen source,-0.095,0.19091883092036785,2.0,244.0,-0.23,245.0,0.04,,,,
148,set29__Propandiamine nitrogen source,0.1945,0.17041273426595796,2.0,246.0,0.315,247.0,0.074,,,,
149,set29__Putrescine Dihydrochloride nitrogen source,0.045,0.14990663761154807,2.0,248.0,0.151,249.0,-0.061,,,,
150,set29__DL-3-Aminoisobutyric acid nitrogen source,0.030499999999999992,0.16334166645409245,2.0,250.0,-0.085,251.0,0.146,,,,
