,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.2635,0.07707463914933368,2.0,0.0,-0.209,1.0,-0.318,,,,
1,set1__Glucose carbon source (20mM),-0.249,0.2573868683519033,2.0,2.0,-0.431,3.0,-0.067,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.33699999999999997,0.21213203435596426,2.0,4.0,-0.187,5.0,-0.487,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.2405,0.00777817459305203,2.0,6.0,-0.246,7.0,-0.235,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.197,0.24607315985291855,2.0,8.0,0.023,9.0,0.371,,,,
5,set5__D-Glucose carbon source,-0.3535,0.07707463914933367,2.0,10.0,-0.408,11.0,-0.299,,,,
6,set5__Levulinic Acid carbon source,-0.121,0.226116489152531,4.0,12.0,0.155,13.0,-0.36,14.0,-0.041,15.0,-0.238
7,set5__Vanillin carbon source,-0.493,0.04666904755831214,2.0,16.0,-0.526,17.0,-0.46,,,,
8,set5__p-Coumaric acid carbon source,-0.3545,0.31183409050326744,2.0,18.0,-0.575,19.0,-0.134,,,,
9,set6__D-Glucose carbon source,-0.261,,1.0,20.0,-0.261,,,,,,
10,set6__Ferulic Acid carbon source,0.334,,1.0,21.0,0.334,,,,,,
11,set6__benzoic acid carbon source,-0.592,,1.0,22.0,-0.592,,,,,,
12,set6__Valerolactam carbon source,-0.629,,1.0,23.0,-0.629,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.005,,1.0,24.0,0.005,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.317,,1.0,25.0,0.317,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.24,0.15556349186104043,2.0,26.0,-0.35,30.0,-0.13,,,,
16,set7__Valerolactam 10 mM carbon source,0.292,,1.0,27.0,0.292,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.157,,1.0,28.0,0.157,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.4695,0.33021886681411766,2.0,29.0,0.703,31.0,0.236,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.789,,1.0,32.0,-0.789,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.237,,1.0,33.0,0.237,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.999,,1.0,34.0,-0.999,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.4455,0.26092240225783603,2.0,35.0,0.63,47.0,0.261,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.045499999999999985,1.2084454890478098,2.0,36.0,-0.809,49.0,0.9,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.471,,1.0,37.0,-0.471,,,,,,
