,PP_5077
set1IT078,0.28
set1IT079,-0.371
set1IT080,0.053
set1IT081,-0.148
set1IT082,0.29
set1IT083,0.12
set1IT084,0.016
set1IT085,-0.08
set1IT086,0.126
set1IT087,-0.153
set5IT075,-0.046
set5IT076,-0.105
set5IT081,-0.239
set5IT082,0.017
set5IT083,-0.277
set5IT084,0.038
set5IT085,-0.432
set5IT086,-0.425
set5IT087,-0.166
set5IT088,-0.293
set6IT057,0.039
set6IT059,0.169
set6IT061,-0.014
set6IT064,0.095
set6IT065,0.09
set7IT042,-0.17
set7IT044,0.109
set7IT045,-0.044
set7IT055,0.283
set7IT056,0.053
set7IT057,-0.298
set7IT062,-0.013
set8IT058,0.045
set8IT059,-0.126
set8IT060,-0.293
set8IT062,0.012
set8IT064,0.186
set8IT070,-0.285
set8IT073,-0.174
set8IT080,-0.136
set8IT081,-0.115
set8IT082,-0.181
set8IT084,0.031
set8IT085,-0.269
set8IT089,-0.14
set8IT090,0.036
set8IT092,0.032
set8IT093,-0.09
set8IT094,-0.162
set8IT095,-0.099
set8IT096,0.042
set9IT020,0.223
set9IT022,0.03
set9IT025,-0.321
set10IT006,-0.057
set10IT008,-0.183
set10IT010,-0.191
set10IT017,-0.23
set10IT018,-0.229
set10IT019,-0.213
set10IT020,-0.105
set10IT021,-0.167
set10IT022,-0.118
set10IT023,-0.099
set10IT024,-0.112
set10IT025,-0.086
set10IT026,-0.14
set10IT027,-0.17
set10IT028,-0.312
set10IT029,-0.196
set10IT031,-0.068
set10IT032,-0.287
set10IT033,-0.356
set10IT034,-0.217
set10IT035,-0.222
set10IT036,-0.22
set10IT037,-0.437
set10IT043,-0.123
set10IT044,0.0
set10IT053,-0.005
set12IT001,0.288
set12IT002,0.104
set12IT004,0.2
set12IT007,0.128
set12IT008,0.091
set12IT009,0.172
set12IT014,-0.258
set12IT015,0.269
set12IT016,0.114
set12IT017,0.327
set12IT023,-0.087
set12IT024,-0.077
set12IT025,0.084
set12IT026,-0.063
set12IT027,-0.12
set12IT028,-0.048
set12IT029,-0.017
set12IT031,-0.043
set12IT032,0.059
set12IT034,-0.287
set12IT037,-0.031
set12IT038,0.102
set12IT039,-0.1
set12IT044,0.077
set12IT046,0.106
set12IT053,0.058
set12IT054,-0.091
set12IT055,-0.014
set12IT056,-0.058
set12IT057,0.026
set12IT058,-0.025
set12IT059,-0.096
set15IT054,-0.04
set15IT057,0.011
set15IT058,-0.119
set15IT059,-0.259
set15IT060,-0.162
set15IT061,0.127
set15IT062,-0.193
set15IT063,-0.238
set15IT064,0.13
set15IT065,0.347
set15IT066,-0.075
set15IT067,-0.112
set15IT068,0.026
set15IT071,-0.172
set15IT072,-0.264
set15IT073,-0.195
set15IT074,-0.141
set15IT075,0.117
set15IT076,0.041
set15IT077,-0.102
set15IT078,-0.002
set15IT079,-0.177
set15IT080,-0.043
set15IT081,0.026
set16IT004,0.131
set16IT005,0.057
set16IT006,0.032
set16IT007,0.104
set16IT008,-0.042
set16IT009,-0.047
set16IT010,-0.155
set16IT011,0.023
set16IT012,-0.08
set16IT013,-0.016
set16IT014,-0.178
set16IT015,-0.069
set27IT004,-0.11
set27IT005,0.044
set27IT006,0.186
set27IT007,-0.081
set27IT008,-0.024
set27IT009,-0.003
set27IT010,0.032
set27IT011,-0.196
set27IT012,-0.019
set27IT013,-0.119
set27IT014,-0.006
set27IT015,0.067
set27IT016,-0.042
set27IT017,-0.125
set27IT018,-0.095
set27IT019,-0.051
set27IT020,0.071
set27IT021,-0.06
set27IT024,0.213
set27IT025,-0.106
set27IT028,0.258
set27IT029,0.272
set27IT030,-0.095
set27IT031,-0.037
set27IT032,0.004
set27IT033,0.132
set27IT034,-0.008
set27IT035,-0.08
set27IT036,-0.154
set27IT037,-0.074
set27IT038,-0.007
set27IT039,0.059
set27IT040,0.034
set27IT041,-0.038
set27IT042,-0.045
set27IT043,-0.09
set27IT044,-0.023
set27IT045,0.145
set27IT046,-0.019
set27IT047,-0.115
set27IT048,0.21
set27IT049,0.069
set27IT050,0.05
set27IT051,-0.069
set27IT052,-0.075
set27IT053,-0.02
set27IT054,-0.114
set27IT055,0.002
set27IT056,-0.191
set27IT057,-0.15
set27IT058,0.116
set27IT059,-0.046
set27IT060,-0.084
set27IT061,-0.027
set27IT062,-0.107
set27IT063,-0.03
set27IT064,0.047
set27IT065,0.08
set27IT066,-0.02
set27IT067,-0.004
set27IT068,0.029
set27IT069,-0.453
set27IT070,0.023
set27IT071,-0.036
set27IT072,-0.005
set27IT073,-0.112
set28IT003,0.058
set28IT004,-0.028
set28IT005,0.05
set28IT006,-0.136
set28IT007,0.081
set28IT008,-0.036
set28IT009,-0.089
set28IT010,0.057
set28IT013,-0.014
set28IT014,0.006
set28IT017,0.033
set28IT018,-0.019
set28IT021,0.003
set28IT022,0.067
set28IT023,-0.048
set28IT024,0.077
set28IT027,-0.02
set28IT028,0.185
set28IT029,0.104
set28IT030,0.356
set28IT031,0.154
set28IT032,0.02
set28IT035,-0.102
set28IT036,0.139
set28IT037,0.073
set28IT038,0.081
set28IT039,0.078
set28IT040,0.016
set28IT041,0.047
set28IT042,0.045
set28IT045,0.057
set28IT046,-0.085
set29IT004,0.408
set29IT005,0.014
set29IT006,-0.191
set29IT007,-0.049
set29IT014,-0.184
set29IT015,0.0
set29IT057,-0.029
set29IT058,-0.142
set100IT008,-0.05
set100IT009,0.05
set100IT010,-0.038
set100IT011,-0.11
set100IT012,0.072
set100IT013,0.108
set100IT014,-0.118
set100IT015,-0.121
set100IT016,0.092
set100IT017,0.161
set100IT018,0.152
set100IT019,0.142
set100IT020,0.005
set100IT021,0.041
set100IT022,0.168
set100IT023,-0.011
set100IT024,0.086
set100IT025,0.17
set100IT026,0.125
set100IT027,0.18
set100IT028,0.142
set100IT029,0.073
set100IT030,0.008
set100IT031,0.207
set100IT032,0.06
set100IT033,0.179
set100IT034,0.243
set100IT035,0.085
set100IT036,0.146
set100IT037,0.265
set100IT038,0.169
set100IT039,0.054
set100IT040,-0.031
set100IT041,0.045
set100IT042,0.1
set100IT043,0.222
set100IT044,0.041
set100IT045,0.117
set100IT046,0.137
set101IT007,-0.119
set101IT008,-0.097
set101IT009,-0.097
set101IT013,-0.162
set101IT014,0.065
set101IT015,-0.029
set101IT016,0.067
set101IT017,0.227
set101IT018,-0.069
set101IT019,0.027
set101IT020,-0.098
set101IT021,-0.105
set101IT022,0.134
set101IT023,0.029
set101IT024,-0.061
set101IT025,0.157
set101IT026,0.058
set101IT027,-0.102
set101IT028,0.085
set101IT029,0.077
set101IT030,-0.03
set101IT031,0.045
set101IT032,-0.036
set101IT033,-0.115
set101IT034,-0.074
set101IT035,0.008
set101IT036,-0.095
set101IT037,0.122
set101IT038,0.083
set101IT039,-0.08
set101IT040,-0.035
set101IT041,0.175
set101IT042,0.014
set101IT043,-0.012
set101IT044,-0.024
set101IT045,0.05
set101IT046,-0.057
set101IT047,-0.015
set101IT048,0.11
