,A,PP_3603
set10IT022,-0.222206660784975,0.082
set10IT023,0.2107742082974283,0.5
set10IT024,0.4079229178545961,0.423
set10IT025,-0.1158172895836074,0.416
set10IT026,-0.2249503331608726,0.797
set10IT027,0.6021966916441464,0.448
set10IT028,0.3078703910341482,0.435
set10IT029,-0.2440544464926902,0.334
set10IT031,-0.3584870108953805,0.382
set10IT032,-0.3280791837921053,0.285
set10IT033,0.1841311267277545,0.282
set10IT034,-0.0382565687922254,0.372
set10IT035,0.4075192874425564,0.58
set10IT036,-0.0851859686288357,0.497
set10IT037,0.1735767017151947,0.303
set10IT043,-0.628880881606961,0.137
set10IT044,-0.3541127210914914,-0.125
set10IT053,0.5204622436748049,1.02
set12IT001,0.7362838891624893,1.737
set12IT002,0.5288294084680163,0.639
set12IT004,-0.0404034453088316,1.031
set12IT007,0.3233501011329714,0.907
set12IT008,-0.2881114238073274,0.222
set12IT009,0.091392339007599,2.4
set12IT014,-0.1442657054756739,1.445
set12IT015,1.1681587592792229,0.792
set12IT016,-0.1506843905942596,0.488
set12IT017,0.4336634149389693,0.436
set12IT023,0.2000788656347144,2.662
set12IT024,0.5353500316684462,0.467
set12IT025,0.3386833682434284,0.624
set12IT026,0.621053247733351,0.786
set12IT027,0.6171397873394094,0.401
set12IT028,0.4232338750599935,0.623
set12IT029,1.4122244249675635,1.054
set12IT031,0.9867707204368966,2.182
set12IT032,0.9589891389856312,0.282
set12IT034,-0.3862470935920391,0.522
set12IT037,0.8228149986445407,0.575
set12IT038,-0.053372331883729,0.019
set12IT039,-0.4847428730605072,1.746
set12IT044,0.8083520402267016,1.333
set12IT046,0.6293598359855386,1.192
set12IT053,0.2487608176382519,2.934
set12IT054,0.7805456922976639,0.761
set12IT055,0.0925556638596379,0.551
set12IT056,0.6590380746634255,1.225
set12IT057,-0.2283531568885181,0.32
set12IT058,-0.1721551187060981,0.765
set12IT059,0.2263981626556747,1.02
set15IT054,0.4051823162836256,0.324
set15IT057,0.6566086831515159,2.354
set15IT058,-0.1307345272615848,0.951
set15IT059,0.146470333179915,0.158
set15IT060,-0.1917500363642978,0.587
set15IT061,-0.5286019798486481,0.352
set15IT062,-0.3311931887041658,0.446
set15IT063,-0.5818917187603873,1.329
set15IT064,-6.01562885273188e-06,0.379
set15IT065,1.2241634462414417,1.045
set15IT066,-0.1672860700634112,0.092
set15IT067,-0.4906413631929318,0.383
set15IT068,0.1210899493968356,0.536
set15IT071,-0.5840317365499519,0.787
set15IT072,-0.3125855377570146,0.37
set15IT073,-0.1354437232137851,0.32
set15IT074,0.3966587984949628,1.23
set15IT075,-0.4236165002277218,1.031
set15IT076,-0.9155036673525184,0.228
set15IT077,-0.2975884573983217,0.198
set15IT078,-0.1696957514808129,0.362
set15IT079,-0.3273673473123524,1.383
set15IT080,-0.2520920307040069,0.303
set15IT081,-0.4331502875711276,0.454
set16IT004,0.0284931659403478,1.019
set16IT005,0.0470026328901198,0.978
set16IT006,-0.6261296687677488,1.933
set16IT007,0.2515135564057708,1.305
set16IT008,-0.1589805393210251,0.682
set16IT009,0.1887029983483386,0.525
set16IT010,0.2717613484411505,0.99
set16IT011,0.0205662565936945,1.812
set16IT012,0.2278231007307851,1.207
set16IT013,0.1634244432767488,0.928
set16IT014,-0.3227910028694289,0.576
set16IT015,-0.4427790582578785,0.383
set27IT004,-0.0064984424971588,0.245
set27IT005,-0.3861335414582771,0.316
set27IT006,0.2545899850863761,0.231
set27IT007,0.4696637094504353,-0.486
set27IT008,0.0912998442158452,0.234
set27IT009,0.4415439566296523,0.557
set27IT010,0.1504745828486966,0.588
set27IT011,0.1903989548557399,0.544
set27IT012,0.4473969021190394,-0.113
set27IT013,0.3589836511416737,-0.052
set27IT014,-0.545553140676296,0.271
set27IT015,-0.7412316012341391,0.108
set27IT016,-0.1005439281286372,0.168
set27IT017,0.5390284944215818,0.463
set27IT018,-0.5951171790800224,0.146
set27IT019,-0.1875387079797002,-0.118
set27IT020,0.5573922199862209,-0.073
set27IT021,0.5300543763998641,-0.065
set27IT024,0.089673751768893,-0.196
set27IT025,0.0037640504794265,0.017
set27IT028,-0.1792555385159832,1.027
set27IT029,-0.3638378486184501,0.898
set27IT030,-0.061415675417282,0.226
set27IT031,0.2583330216570679,-0.119
set27IT032,0.4614943378455444,0.599
set27IT033,0.0099579420916638,0.441
set27IT034,0.0500269220529704,0.249
set27IT035,0.5729035669630345,0.186
set27IT036,0.1738081087801088,0.689
set27IT037,-0.2521656209387262,0.424
set27IT038,-0.0990392307920969,0.248
set27IT039,-0.2217832918894271,0.233
set27IT040,0.0042910664836953,0.444
set27IT041,-0.1490719888760548,0.718
set27IT042,0.1049423425159221,0.396
set27IT043,0.0949651974940028,0.427
set27IT044,0.3043961780572379,0.346
set27IT045,-0.2848016365583654,0.243
set27IT046,-0.299918050638724,0.383
set27IT047,0.0415549879679142,0.28
set27IT048,-0.3757676667986094,0.096
set27IT049,0.1875713773860415,0.307
set27IT050,0.0844044539391562,0.575
set27IT051,-0.2039570670793842,0.659
set27IT052,-0.2025182961853734,0.232
set27IT053,-0.0568241986739656,0.291
set27IT054,-0.3816891347193965,0.063
set27IT055,0.0998742490457435,0.042
set27IT056,0.1080381079834941,0.263
set27IT057,0.1651659324700796,0.426
set27IT058,0.3155794026285761,-0.1
set27IT059,0.4170059536250244,-0.211
set27IT060,0.1494681030472156,0.339
set27IT061,0.2852814558201764,0.246
set27IT062,-0.2504948460737516,0.144
set27IT063,-0.6136925302416366,0.191
set27IT064,0.0029272218487159,0.327
set27IT065,0.2395676524725018,0.363
set27IT066,0.291818413604844,-0.059
set27IT067,0.49584925750989,-0.114
set27IT068,0.0747080502822805,0.077
set27IT069,0.0062274530098592,0.892
set27IT070,-0.1486146183397512,0.473
set27IT071,-0.1452064118531325,0.289
set27IT072,-0.0281044273662726,0.211
set27IT073,-0.148377899447996,0.415
set28IT003,0.2044780328661035,0.202
set28IT004,-0.0702140273041471,0.024
set28IT005,-0.0428087180176093,0.13
set28IT006,0.4988522400674724,-0.054
set28IT007,0.5866108591108776,-0.015
set28IT008,0.2650331159015056,0.079
set28IT009,-0.2764447782009739,0.38
set28IT010,-0.1654218914037105,-0.057
set28IT013,0.1487094485014423,-0.002
set28IT014,0.4093135282694913,-0.108
set28IT017,0.0076284875264394,0.296
set28IT018,0.0063331766985445,0.389
set28IT021,0.3900608616894836,0.149
set28IT022,0.2118674417935091,0.311
set28IT023,-0.077867261822371,0.549
set28IT024,0.0722047609996745,0.487
set28IT027,0.0881578826253094,0.946
set28IT028,-0.5691766653577472,0.716
set28IT029,0.3750821696266792,0.05
set28IT030,0.2578758201862762,0.056
set28IT031,-0.1851705573982437,0.093
set28IT032,-0.2672088295824773,0.439
set28IT035,0.5734792874999496,0.118
set28IT036,-0.4717418152499232,0.151
set28IT037,-0.1142074594446968,0.28
set28IT038,0.2944385471920734,0.273
set28IT039,0.5173465403029888,0.038
set28IT040,0.1048483265511782,0.023
set28IT041,0.4838405184620791,0.164
set28IT042,0.1371586330062081,0.03
set28IT045,-0.150717225015516,0.341
set28IT046,-0.2317546149542955,0.046
set29IT004,1.313925403750155,1.569
set29IT005,0.8025951072450965,1.078
set29IT006,-0.3907895399984442,0.332
set29IT007,-0.3049329206065464,0.118
set29IT014,1.1706557218381892,0.584
set29IT015,1.043857140655642,0.182
set29IT057,23.509650765253173,-0.799
set29IT058,22.15477814428599,-0.839
set100IT008,0.0294702646943577,0.254
set100IT009,-0.0193458100527025,-0.049
set100IT010,-0.0479219853605335,0.21
set100IT011,0.2683274840253891,0.299
set100IT012,0.3618851821222514,0.204
set100IT013,0.2228895880182008,0.246
set100IT014,0.5963477784451966,0.363
set100IT015,0.1160959902435956,0.677
set100IT016,0.2492480142031983,0.526
set100IT017,-0.3424238653531573,0.004
set100IT018,0.2580387098626427,0.107
set100IT019,0.3006268781167677,0.51
set100IT020,0.0315132536186905,0.332
set100IT021,-0.0080024405490519,0.157
set100IT022,-0.1198950069198203,0.338
set100IT023,-0.3571114229553583,0.329
set100IT024,-0.1514493802732104,0.098
set100IT025,0.1766861379056035,0.338
set100IT026,-0.3358040132318999,0.608
set100IT027,-0.2589956617527002,1.018
set100IT028,-0.0072882553365116,0.793
set100IT029,0.3825827351025818,0.008
set100IT030,0.2065211412535708,0.269
set100IT031,0.6308262190573098,0.208
set100IT032,0.1134759264193396,0.491
set100IT033,0.500884664158549,0.613
set100IT034,0.2619204612763804,0.412
set100IT035,0.0863314158875152,0.358
set100IT036,0.2684625295749365,0.469
set100IT037,0.058424071580356,0.585
set100IT038,0.3363997868099143,0.719
set100IT039,0.4797040922746171,0.336
set100IT040,0.9925349348291416,0.34
set100IT041,0.2889574620477598,0.482
set100IT042,-0.1368556270802874,0.642
set100IT043,0.1255874079241435,0.574
set100IT044,0.5804485202276097,0.345
set100IT045,0.1394652564217027,0.3
set100IT046,0.3600658479139427,0.361
set101IT007,-0.274050688998737,0.223
set101IT008,-0.0268351317302843,0.119
set101IT009,-0.4205099353621672,0.28
set101IT013,0.3053981912476754,0.265
set101IT014,0.1198823492342209,0.757
set101IT015,0.1437481343629873,0.387
set101IT016,-0.1754618047979017,0.715
set101IT017,0.124053728096417,0.442
set101IT018,-0.6519059566008848,0.74
set101IT019,-0.4213335388620011,0.708
set101IT020,0.2109058866558617,0.305
set101IT021,0.0797700687609574,0.222
set101IT022,-0.1363207856732208,0.221
set101IT023,-0.3851523431776598,0.447
set101IT024,-0.5014489915931691,0.19
set101IT025,0.4081316214055071,0.86
set101IT026,0.0576688480903416,0.553
set101IT027,-0.4667292591933183,0.481
set101IT028,-0.6470032786445205,0.213
set101IT029,-0.5086353995272899,0.03
set101IT030,-0.3989448140487385,0.223
set101IT031,-0.0805135001891051,0.571
set101IT032,-0.3358063742172612,0.254
set101IT033,0.0719920393168931,-0.038
set101IT034,0.0484115324217831,0.38
set101IT035,0.0528087316605624,0.062
set101IT036,-0.1240939124272529,-0.205
set101IT037,-0.1775567503930709,0.629
set101IT038,-0.4479750679748733,0.375
set101IT039,-0.3271231400341298,0.589
set101IT040,0.1536863338647852,0.38
set101IT041,0.416480529887304,0.424
set101IT042,-0.106640485020255,0.523
set101IT043,-0.5179761025791211,0.545
set101IT044,-0.1279514244539605,0.519
set101IT045,-0.7483015052442226,0.313
set101IT046,-0.0511117539390314,1.008
set101IT047,-0.7846633177639504,0.857
set101IT048,-0.4664574945428014,0.89
