,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.0175,0.200111219075793,2.0,0.0,-0.159,1.0,0.124,,,,
1,set1__Glucose carbon source (20mM),0.0935,0.1308147545195113,2.0,2.0,0.001,3.0,0.186,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.016,0.03394112549695428,2.0,4.0,0.008,5.0,-0.04,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.0775,0.11242997820866106,2.0,6.0,0.157,7.0,-0.002,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.018500000000000003,0.09404520189781083,2.0,8.0,-0.048,9.0,0.085,,,,
5,set5__D-Glucose carbon source,-0.268,0.16122034611053285,2.0,10.0,-0.154,11.0,-0.382,,,,
6,set5__Levulinic Acid carbon source,-0.04225,0.07253217676773989,4.0,12.0,-0.061,13.0,0.037,14.0,-0.012,15.0,-0.133
7,set5__Vanillin carbon source,-0.20850000000000002,0.08838834764831846,2.0,16.0,-0.146,17.0,-0.271,,,,
8,set5__p-Coumaric acid carbon source,-0.040499999999999994,0.11242997820866105,2.0,18.0,0.039,19.0,-0.12,,,,
9,set6__D-Glucose carbon source,0.056,,1.0,20.0,0.056,,,,,,
10,set6__Ferulic Acid carbon source,0.062,,1.0,21.0,0.062,,,,,,
11,set6__benzoic acid carbon source,-0.066,,1.0,22.0,-0.066,,,,,,
12,set6__Valerolactam carbon source,0.127,,1.0,23.0,0.127,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.233,,1.0,24.0,0.233,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.049,,1.0,25.0,0.049,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.0010000000000000009,0.048083261120685235,2.0,26.0,0.035,30.0,-0.033,,,,
16,set7__Valerolactam 10 mM carbon source,-0.009,,1.0,27.0,-0.009,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.18,,1.0,28.0,-0.18,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.0775,0.0021213203435596446,2.0,29.0,-0.076,31.0,-0.079,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.18,,1.0,32.0,-0.18,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.043,,1.0,33.0,0.043,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.108,,1.0,34.0,-0.108,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.015499999999999996,0.10394469683442248,2.0,35.0,0.089,47.0,-0.058,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.093,0.06646803743153548,2.0,36.0,0.046,49.0,0.14,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.147,,1.0,37.0,-0.147,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.226,,1.0,38.0,-0.226,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.073,,1.0,39.0,-0.073,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.104,,1.0,40.0,0.104,,,,,,
