,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.17950000000000002,0.2184959953866432,2.0,0.0,-0.334,1.0,-0.025,,,,
1,set1__Glucose carbon source (20mM),0.008,0.16970562748477142,2.0,2.0,-0.112,3.0,0.128,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.0034999999999999996,0.05303300858899107,2.0,4.0,0.041,5.0,-0.034,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.019500000000000003,0.0700035713374682,2.0,6.0,-0.069,7.0,0.03,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.265,0.10606601717798214,2.0,8.0,0.19,9.0,0.34,,,,
5,set5__D-Glucose carbon source,0.2,0.043840620433565944,2.0,10.0,0.169,11.0,0.231,,,,
6,set5__Levulinic Acid carbon source,0.13175,0.18617442538293671,4.0,12.0,-0.063,13.0,0.251,14.0,0.326,15.0,0.013
7,set5__Vanillin carbon source,0.1345,0.2425376259469858,2.0,16.0,0.306,17.0,-0.037,,,,
8,set5__p-Coumaric acid carbon source,0.375,0.2517300141024109,2.0,18.0,0.197,19.0,0.553,,,,
9,set6__D-Glucose carbon source,0.403,,1.0,20.0,0.403,,,,,,
10,set6__Ferulic Acid carbon source,0.529,,1.0,21.0,0.529,,,,,,
11,set6__benzoic acid carbon source,0.467,,1.0,22.0,0.467,,,,,,
12,set6__Valerolactam carbon source,0.161,,1.0,23.0,0.161,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.16,,1.0,24.0,-0.16,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.229,,1.0,25.0,0.229,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.337,0.31678383797157333,2.0,26.0,0.561,30.0,0.113,,,,
16,set7__Valerolactam 10 mM carbon source,0.338,,1.0,27.0,0.338,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.365,,1.0,28.0,0.365,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.010999999999999996,0.18950461735799476,2.0,29.0,0.123,31.0,-0.145,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.072,,1.0,32.0,-0.072,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.146,,1.0,33.0,-0.146,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.074,,1.0,34.0,0.074,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.020500000000000018,1.3838079707820734,2.0,35.0,-0.958,47.0,0.999,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0335,0.6371032098490793,2.0,36.0,-0.417,49.0,0.484,,,,
