,PP_2575
set1IT078,-0.421
set1IT079,0.031
set1IT080,-0.755
set1IT081,-0.401
set1IT082,0.527
set1IT083,-0.056
set1IT084,-0.25
set1IT085,-0.331
set1IT086,-0.488
set1IT087,-0.349
set5IT075,-0.327
set5IT076,0.257
set5IT081,-0.208
set5IT082,-0.254
set5IT083,-0.797
set5IT084,0.079
set5IT085,0.252
set5IT086,-0.531
set5IT087,-0.96
set5IT088,-0.141
set6IT057,0.079
set6IT059,0.121
set6IT061,-0.261
set6IT064,0.254
set6IT065,-0.745
set7IT042,0.653
set7IT044,-0.751
set7IT045,0.367
set7IT055,-0.3
set7IT056,0.327
set7IT057,0.272
set7IT062,-0.35
set8IT058,-0.26
set8IT059,-0.11
set8IT060,-0.627
set8IT062,0.169
set8IT064,0.251
set8IT070,0.191
set8IT073,-0.529
set8IT080,-0.347
set8IT081,-0.353
set8IT082,0.939
set8IT084,-0.254
set8IT085,-0.331
set8IT089,-0.286
set8IT090,-0.305
set8IT092,-0.142
set8IT093,-0.272
set8IT094,-0.185
set8IT095,0.031
set8IT096,0.122
set9IT020,-0.176
set9IT022,0.303
set9IT025,0.076
set10IT006,0.256
set10IT008,-1.684
set10IT010,-0.876
set10IT017,-0.296
set10IT018,-0.391
set10IT019,-0.327
set10IT020,-0.796
set10IT021,0.308
set10IT022,-0.093
set10IT023,0.187
set10IT024,0.092
set10IT025,0.091
set10IT026,0.191
set10IT027,-0.162
set10IT028,-0.313
set10IT029,-0.419
set10IT031,0.242
set10IT032,-0.086
set10IT033,-0.321
set10IT034,0.322
set10IT035,0.09
set10IT036,-0.19
set10IT037,-0.159
set10IT043,0.021
set10IT044,0.205
set10IT053,0.037
set12IT001,-0.031
set12IT002,-0.217
set12IT004,0.57
set12IT007,0.247
set12IT008,0.953
set12IT009,0.266
set12IT014,-0.2
set12IT015,0.556
set12IT016,-0.036
set12IT017,-0.14
set12IT023,-0.193
set12IT024,-0.134
set12IT025,0.149
set12IT026,-0.337
set12IT027,0.591
set12IT028,-0.039
set12IT029,0.433
set12IT031,0.408
set12IT032,0.317
set12IT034,-0.73
set12IT037,0.384
set12IT038,-0.193
set12IT039,0.431
set12IT044,0.231
set12IT046,0.441
set12IT053,0.093
set12IT054,-0.077
set12IT055,0.485
set12IT056,-0.179
set12IT057,0.069
set12IT058,-0.393
set12IT059,0.091
set15IT054,0.334
set15IT057,-0.133
set15IT058,-0.784
