,PP_4994
set1IT078,0.314
set1IT079,0.239
set1IT080,0.423
set1IT081,0.534
set1IT082,1.331
set1IT083,1.728
set1IT084,1.801
set1IT085,1.767
set1IT086,1.356
set1IT087,1.524
set5IT075,-1.098
set5IT076,-2.029
set5IT081,-0.174
set5IT082,-0.365
set5IT083,0.215
set5IT084,0.244
set5IT085,-1.316
set5IT086,-1.974
set5IT087,-0.245
set5IT088,0.02
set6IT057,0.45
set6IT059,1.38
set6IT061,0.053
set6IT064,0.42
set6IT065,0.567
set7IT042,1.064
set7IT044,0.311
set7IT045,0.852
set7IT055,1.81
set7IT056,1.293
set7IT057,0.824
set7IT062,0.945
set8IT058,-2.219
set8IT059,-3.929
set8IT060,-3.506
set8IT062,-3.803
set8IT064,-3.347
set8IT070,-4.299
set8IT073,-1.716
set8IT080,-3.51
set8IT081,-3.757
set8IT082,-1.836
set8IT084,-2.826
set8IT085,-2.45
set8IT089,-2.099
set8IT090,-3.176
set8IT092,-2.656
set8IT093,-2.543
set8IT094,-2.736
set8IT095,-2.387
set8IT096,-2.879
set9IT020,1.044
set9IT022,0.858
set9IT025,2.16
set10IT006,0.178
set10IT008,1.605
set10IT010,0.295
set10IT017,0.201
set10IT018,0.318
set10IT019,0.312
set10IT020,0.307
set10IT021,0.272
set10IT022,0.117
set10IT023,0.312
set10IT024,0.363
set10IT025,0.139
set10IT026,0.775
set10IT027,0.184
set10IT028,0.483
set10IT029,0.441
set10IT031,0.455
set10IT032,0.482
set10IT033,0.574
set10IT034,0.618
set10IT035,0.042
set10IT036,0.311
set10IT037,0.434
set10IT043,0.645
set10IT044,0.71
set10IT053,0.781
set12IT001,2.403
set12IT002,-2.425
set12IT004,1.83
set12IT007,1.01
set12IT008,1.17
set12IT009,-0.085
set12IT014,1.839
set12IT015,0.82
set12IT016,0.459
set12IT017,0.628
set12IT023,0.335
set12IT024,1.352
set12IT025,-0.265
set12IT026,0.743
set12IT027,0.68
set12IT028,0.531
set12IT029,0.91
set12IT031,1.911
set12IT032,-3.423
set12IT034,1.565
set12IT037,0.47
set12IT038,0.931
set12IT039,-0.561
set12IT044,1.432
set12IT046,0.55
set12IT053,0.628
set12IT054,1.459
set12IT055,-0.438
set12IT056,0.958
