,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.1824285244907987,0.6890268919709257,2.0,0.0,-0.3047870632417336,1.0,0.669644112223331,,,,
1,set1__Glucose carbon source (20mM),0.05929817483733302,0.3696528005611862,2.0,2.0,-0.2020858271240802,3.0,0.3206821767987462,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),6.456147716294728,0.037106949990332906,2.0,4.0,6.482386292262042,5.0,6.429909140327413,,,,
3,set1__Potassium Acetate Carbon Source (20mM),2.0774630732970327,0.2567230796989293,2.0,6.0,2.25899370383924,7.0,1.8959324427548252,,,,
4,set1__Potassium Acetate Carbon Source (5mM),1.3784577576327726,0.05880678611556568,2.0,8.0,1.420040434874876,9.0,1.3368750803906693,,,,
5,set5__D-Glucose carbon source,0.20490944159689994,0.25645382194361277,2.0,10.0,0.386249678154436,11.0,0.0235692050393639,,,,
6,set5__Levulinic Acid carbon source,3.0815680672277495,0.41352057863089675,4.0,12.0,3.3566938192919458,13.0,3.0273062436172653,14.0,3.423888156810298,15.0,2.5183840491914897
7,set5__Vanillin carbon source,2.6171811538356193,0.6413660445910779,2.0,16.0,2.1636668744824745,17.0,3.070695433188764,,,,
8,set5__p-Coumaric acid carbon source,1.6393657654242964,0.4078497763072609,2.0,18.0,1.927759107956577,19.0,1.3509724228920157,,,,
9,set6__D-Glucose carbon source,0.0562887361109029,,1.0,20.0,0.0562887361109029,,,,,,
10,set6__Ferulic Acid carbon source,0.6380930719389647,,1.0,21.0,0.6380930719389647,,,,,,
11,set6__benzoic acid carbon source,1.2104830429552562,,1.0,22.0,1.2104830429552562,,,,,,
12,set6__Valerolactam carbon source,0.4247547980880386,,1.0,23.0,0.4247547980880386,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.3917423314174568,,1.0,24.0,0.3917423314174568,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.8251699006331674,,1.0,25.0,0.8251699006331674,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,1.6372414222527918,0.7546475840354355,2.0,26.0,2.170857846330293,30.0,1.1036249981752904,,,,
16,set7__Valerolactam 10 mM carbon source,1.4824878827759458,,1.0,27.0,1.4824878827759458,,,,,,
17,set7__L-Lysine 10 mM carbon source,1.0564939751261917,,1.0,28.0,1.0564939751261917,,,,,,
18,set7__D-Lysine 10 mM carbon source,2.288952408422484,0.0960684670827525,2.0,29.0,2.221021743890073,31.0,2.356883072954895,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,1.0469806717721224,,1.0,32.0,1.0469806717721224,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.6787446190840564,,1.0,33.0,0.6787446190840564,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,2.132979774729978,,1.0,34.0,2.132979774729978,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,1.564355998355913,0.02334068004532875,2.0,35.0,1.5478516452183555,47.0,1.5808603514934705,,,,
