,0
00,0.19876709725368236
01,0.08024416568736925
02,0.4010324503861808
03,0.1207521378755294
04,0.10104592121006756
05,0.11647845218236955
06,0.0935532216590433
07,0.08686539520873016
08,0.06669037801127564
09,0.08930222119185925
10,0.09626944981761985
11,0.0797992793895792
12,0.07304206943174246
13,0.13005394593607214
14,0.09791970768371736
15,0.0539417494901313
16,0.08397332269508159
17,0.1005251440998016
18,0.2514071376600475
19,0.0918598290417469
20,0.094874274267021
21,0.0843731007909152
22,0.1077708412589483
23,0.2239960268987538
24,0.07138005641284814
25,0.10975624135865006
26,0.18150488537097448
27,0.12361884481689314
28,0.15320406952662974
29,0.104372492616334
30,0.10782219850836194
31,0.17073064732267618
32,0.11193545446814865
33,0.07164874630432636
34,0.0921458757523824
35,0.09310793550498894
36,0.1407016916265731
37,0.35731099999296756
38,0.127870088557728
39,0.17973308138799024
40,0.13195973027514202
41,0.0795611367919478
42,0.10526679519807094
43,0.08134967923955891
44,0.08995036637368055
45,0.1869000895035946
46,0.13134723925338115
47,0.11401740191479501
48,0.15783130831028225
49,0.11811682279834379
50,0.0848552539146674
51,0.10099050069526486
52,0.10111779556591255
53,0.2978073749593345
54,0.09713253666834526
55,0.15653293558873033
56,0.12886143819707305
57,0.1439610297415708
58,0.10964722898096525
59,0.10206244131863446
60,0.1393093388360401
61,0.09932179415912955
62,0.11434871659620749
63,0.4595554350414891
64,0.10863004550233946
65,0.16749196372118869
66,0.101605182044198
67,0.0882909865514393
68,0.12081053713850276
69,0.1257495428491427
70,0.3381597212724642
71,0.141631176009623
72,0.20488132032952555
73,0.09152518209167626
74,0.09992301289586819
75,0.08087696081270095
76,0.23328883945847229
77,0.11022111276984994
78,0.11268557677895291
79,0.2087199451786615
80,0.3171661372247624
81,0.34351122582522864
82,0.16166898821698295
83,0.1640774894208637
