,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.09,0.22485995641732212,2.0,0.0,-0.069,1.0,0.249,,,,
1,set1__Glucose carbon source (20mM),0.0735,0.3330472939388639,2.0,2.0,-0.162,3.0,0.309,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.361,0.33092597359530423,2.0,4.0,-0.127,5.0,-0.595,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.1605,0.15344217151748082,2.0,6.0,-0.052,7.0,-0.269,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.0425,0.2114249275747777,2.0,8.0,0.107,9.0,-0.192,,,,
5,set5__D-Glucose carbon source,-0.0755,0.20293964620053917,2.0,10.0,-0.219,11.0,0.068,,,,
6,set5__Levulinic Acid carbon source,-0.168,0.1254033492375702,4.0,12.0,-0.281,13.0,-0.248,14.0,-0.003,15.0,-0.14
7,set5__Vanillin carbon source,-0.7030000000000001,0.20364675298172563,2.0,16.0,-0.559,17.0,-0.847,,,,
8,set5__p-Coumaric acid carbon source,-0.23199999999999998,0.10182337649086284,2.0,18.0,-0.16,19.0,-0.304,,,,
9,set6__D-Glucose carbon source,0.215,,1.0,20.0,0.215,,,,,,
10,set6__Ferulic Acid carbon source,-0.017,,1.0,21.0,-0.017,,,,,,
11,set6__benzoic acid carbon source,-0.22,,1.0,22.0,-0.22,,,,,,
12,set6__Valerolactam carbon source,0.162,,1.0,23.0,0.162,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.264,,1.0,24.0,0.264,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.044,,1.0,25.0,-0.044,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.061,0.12727922061357855,2.0,26.0,-0.151,30.0,0.029,,,,
16,set7__Valerolactam 10 mM carbon source,-0.613,,1.0,27.0,-0.613,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.089,,1.0,28.0,0.089,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.224,0.31819805153394637,2.0,29.0,0.449,31.0,-0.001,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.037,,1.0,32.0,0.037,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.158,,1.0,33.0,-0.158,,,,,,
