,PP_4616
set1IT078,0.208
set1IT079,0.04
set1IT080,-0.202
set1IT081,-0.19
set1IT082,0.086
set1IT083,0.018
set1IT084,0.192
set1IT085,0.339
set1IT086,0.145
set1IT087,-0.448
set5IT075,0.053
set5IT076,-0.006
set5IT081,0.15
set5IT082,0.308
set5IT083,-0.215
set5IT084,-0.096
set5IT085,0.071
set5IT086,0.055
set5IT087,-0.025
set5IT088,0.322
set6IT057,-0.023
set6IT059,0.204
set6IT061,0.156
set6IT064,0.221
set6IT065,0.08
set7IT042,-0.324
set7IT044,-0.538
set7IT045,-0.126
set7IT055,0.11
set7IT056,0.078
set7IT057,0.175
set7IT062,0.241
set8IT058,0.11
set8IT059,-0.07
set8IT060,-0.042
set8IT062,0.055
set8IT064,0.363
set8IT070,0.216
set8IT073,0.163
set8IT080,0.434
set8IT081,0.297
set8IT082,-0.163
set8IT084,0.241
set8IT085,0.209
set8IT089,-0.165
set8IT090,-0.129
set8IT092,-0.174
set8IT093,0.52
set8IT094,-0.134
set8IT095,0.018
set8IT096,0.382
set9IT020,-0.141
set9IT022,0.779
set9IT025,0.492
set10IT006,0.156
set10IT008,0.326
set10IT010,0.449
set10IT017,-0.162
set10IT018,0.006
set10IT019,0.232
set10IT020,0.278
set10IT021,-0.046
set10IT022,0.317
set10IT023,0.149
set10IT024,-0.228
set10IT025,0.192
set10IT026,-0.081
set10IT027,0.205
set10IT028,0.076
set10IT029,0.016
set10IT031,-0.266
set10IT032,0.153
set10IT033,-0.022
set10IT034,0.366
set10IT035,0.369
set10IT036,0.357
set10IT037,-0.005
set10IT043,-0.024
set10IT044,0.238
set10IT053,-0.047
set12IT001,-0.041
set12IT002,0.183
set12IT004,-0.043
set12IT007,0.279
set12IT008,0.186
set12IT009,-0.394
set12IT014,0.093
set12IT015,0.157
set12IT016,0.192
set12IT017,0.11
set12IT023,-0.117
set12IT024,0.135
set12IT025,-0.344
set12IT026,0.091
set12IT027,-0.024
set12IT028,0.233
set12IT029,0.065
set12IT031,-0.57
set12IT032,0.483
set12IT034,0.291
set12IT037,-0.174
set12IT038,-0.034
set12IT039,-0.298
set12IT044,0.071
set12IT046,0.166
set12IT053,-0.031
set12IT054,-0.017
set12IT055,-0.166
set12IT056,0.063
set12IT057,0.187
set12IT058,-0.194
set12IT059,0.057
set15IT054,-0.021
set15IT057,0.24
set15IT058,0.192
set15IT059,-0.061
set15IT060,0.229
set15IT061,0.195
set15IT062,0.119
set15IT063,-0.374
set15IT064,-0.3
set15IT065,0.24
set15IT066,-0.106
set15IT067,-0.264
set15IT068,0.207
set15IT071,-0.092
set15IT072,-0.08
set15IT073,0.034
set15IT074,0.036
set15IT075,-0.242
set15IT076,-0.183
set15IT077,-0.349
set15IT078,-0.178
set15IT079,-0.017
set15IT080,-0.136
set15IT081,-0.352
set16IT004,0.065
set16IT005,-0.058
set16IT006,0.31
set16IT007,0.058
set16IT008,0.123
set16IT009,-0.031
set16IT010,-0.19
set16IT011,-0.057
set16IT012,0.049
set16IT013,0.085
set16IT014,0.29
set16IT015,0.444
set27IT004,-0.02
set27IT005,0.26
set27IT006,-0.345
