,PP_1097
set1IT078,-0.959
set1IT079,-0.921
set1IT080,-0.567
set1IT081,0.167
set1IT082,-1.662
set1IT083,-1.051
set1IT084,-0.667
set1IT085,-0.146
set1IT086,-0.359
set1IT087,-0.884
set5IT075,0.125
set5IT076,-0.907
set5IT081,-0.014
set5IT082,-0.317
set5IT083,-0.851
set5IT084,-0.365
set5IT085,-0.992
set5IT086,-1.098
set5IT087,-0.853
set5IT088,-0.666
set6IT057,-0.46
set6IT059,0.182
set6IT061,-0.189
set6IT064,0.643
set6IT065,0.272
set7IT042,-0.92
set7IT044,0.38
set7IT045,-0.697
set7IT055,-0.017
set7IT056,-0.243
set7IT057,-0.407
set7IT062,0.811
set8IT058,0.641
set8IT059,0.201
set8IT060,-0.324
set8IT062,0.49
set8IT064,0.11
set8IT070,0.062
set8IT073,0.661
set8IT080,0.274
set8IT081,0.645
set8IT082,-0.485
set8IT084,-1.179
set8IT085,0.489
set8IT089,-0.246
set8IT090,0.179
set8IT092,-1.074
set8IT093,-1.597
set8IT094,-1.231
set8IT095,0.323
set8IT096,0.255
set9IT020,0.27
set9IT022,0.598
set9IT025,1.283
set10IT006,-0.75
set10IT008,-0.433
set10IT010,-0.3
set10IT017,-0.541
set10IT018,-1.164
set10IT019,0.046
set10IT020,-0.432
set10IT021,-1.612
set10IT022,-1.63
set10IT023,-0.35
set10IT024,-0.76
set10IT025,-1.01
set10IT026,-0.393
set10IT027,-1.939
set10IT028,-0.44
set10IT029,-0.571
set10IT031,-0.209
set10IT032,-0.275
set10IT033,0.014
set10IT034,0.159
set10IT035,0.075
set10IT036,-0.143
set10IT037,0.215
set10IT043,0.633
set10IT044,0.418
set10IT053,0.975
set12IT001,-0.629
set12IT002,0.473
set12IT004,-0.559
set12IT007,-0.386
set12IT008,0.224
set12IT009,-0.03
set12IT014,-0.316
set12IT015,-0.91
set12IT016,-0.636
set12IT017,0.6
set12IT023,-0.189
set12IT024,-1.194
set12IT025,-0.366
set12IT026,-0.47
set12IT027,-0.288
set12IT028,0.428
set12IT029,-0.38
set12IT031,-0.277
set12IT032,-0.33
set12IT034,-0.903
set12IT037,0.23
set12IT038,0.232
set12IT039,-0.375
set12IT044,0.278
set12IT046,-0.761
set12IT053,-0.753
set12IT054,-0.445
set12IT055,-1.293
set12IT056,-0.03
set12IT057,0.218
set12IT058,-0.711
set12IT059,-0.869
set15IT054,-0.25
set15IT057,0.053
set15IT058,-0.35
set15IT059,0.19
set15IT060,-1.183
set15IT061,-0.06
set15IT062,-0.129
set15IT063,-1.177
set15IT064,-0.271
set15IT065,0.305
set15IT066,0.104
set15IT067,0.07
set15IT068,-0.602
set15IT071,-0.739
set15IT072,-1.544
set15IT073,0.836
set15IT074,-1.921
