,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.1045,0.14919953083036153,2.0,0.0,-0.001,1.0,0.21,,,,
1,set1__Glucose carbon source (20mM),0.1085,0.15485638507985391,2.0,2.0,-0.001,3.0,0.218,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.122,0.08768124086713189,2.0,4.0,-0.06,5.0,-0.184,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.0725,0.07424621202458749,2.0,6.0,-0.02,7.0,-0.125,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.058,0.15273506473629428,2.0,8.0,0.05,9.0,-0.166,,,,
5,set5__D-Glucose carbon source,-0.22199999999999998,0.11172287142747452,2.0,10.0,-0.143,11.0,-0.301,,,,
6,set5__Levulinic Acid carbon source,-0.006249999999999999,0.09264762993910494,4.0,12.0,0.085,13.0,-0.021,14.0,0.04,15.0,-0.129
7,set5__Vanillin carbon source,-0.02750000000000001,0.34011836175072935,2.0,16.0,-0.268,17.0,0.213,,,,
8,set5__p-Coumaric acid carbon source,-0.151,0.13717871555019023,2.0,18.0,-0.248,19.0,-0.054,,,,
9,set6__D-Glucose carbon source,-0.044,,1.0,20.0,-0.044,,,,,,
10,set6__Ferulic Acid carbon source,0.36,,1.0,21.0,0.36,,,,,,
11,set6__benzoic acid carbon source,0.136,,1.0,22.0,0.136,,,,,,
12,set6__Valerolactam carbon source,0.383,,1.0,23.0,0.383,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.343,,1.0,24.0,0.343,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.338,,1.0,25.0,0.338,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.1625,0.03747665940288701,2.0,26.0,0.136,30.0,0.189,,,,
16,set7__Valerolactam 10 mM carbon source,0.086,,1.0,27.0,0.086,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.22,,1.0,28.0,0.22,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.2695,0.08414570696119918,2.0,29.0,0.21,31.0,0.329,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.145,,1.0,32.0,0.145,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.155,,1.0,33.0,-0.155,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.339,,1.0,34.0,-0.339,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.3195,0.2991061684419096,2.0,35.0,-0.108,47.0,-0.531,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.2635,0.021920310216782993,2.0,36.0,-0.248,49.0,-0.279,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.202,,1.0,37.0,0.202,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.157,,1.0,38.0,0.157,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.248,,1.0,39.0,-0.248,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.16,,1.0,40.0,0.16,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.116,,1.0,41.0,-0.116,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.04,,1.0,42.0,0.04,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.262,,1.0,43.0,-0.262,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.058,,1.0,44.0,-0.058,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.022,,1.0,45.0,-0.022,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.276,,1.0,46.0,-0.276,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.152,,1.0,48.0,-0.152,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.167,,1.0,50.0,-0.167,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.552,,1.0,51.0,-0.552,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.317,,1.0,52.0,-0.317,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.467,,1.0,53.0,-0.467,,,,,,
39,set10__L-Arginine carbon source,0.007,,1.0,54.0,0.007,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.37,,1.0,55.0,0.37,,,,,,
41,set10__L-Histidine carbon source,-0.155,,1.0,56.0,-0.155,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.013,,1.0,57.0,-0.013,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.076,,1.0,58.0,-0.076,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.043,,1.0,59.0,-0.043,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.187,,1.0,60.0,-0.187,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.593,,1.0,61.0,0.593,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.093,,1.0,62.0,-0.093,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,0.074,,1.0,63.0,0.074,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.156,,1.0,64.0,-0.156,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.147,,1.0,65.0,0.147,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,0.108,,1.0,66.0,0.108,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.153,,1.0,67.0,0.153,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,0.029,,1.0,68.0,0.029,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,0.27,,1.0,69.0,0.27,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,-0.29,,1.0,70.0,-0.29,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,0.258,,1.0,71.0,0.258,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,0.081,,1.0,72.0,0.081,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,0.216,,1.0,73.0,0.216,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,-0.129,,1.0,74.0,-0.129,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.203,,1.0,75.0,-0.203,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,-0.052,,1.0,76.0,-0.052,,,,,,
