,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.02850000000000001,0.33021886681411766,2.0,0.0,-0.262,1.0,0.205,,,,
1,set1__Glucose carbon source (20mM),0.216,0.24890158697766473,2.0,2.0,0.392,3.0,0.04,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.2915,0.13505739520663057,2.0,4.0,-0.387,5.0,-0.196,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.42,0.4228498551495554,2.0,6.0,-0.719,7.0,-0.121,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.2615,0.16899852070358487,2.0,8.0,-0.381,9.0,-0.142,,,,
5,set5__D-Glucose carbon source,0.3135,0.0431335136523794,2.0,10.0,0.283,11.0,0.344,,,,
6,set5__Levulinic Acid carbon source,-0.07550000000000001,0.18982360232594891,4.0,12.0,-0.101,13.0,-0.327,14.0,0.117,15.0,0.009
7,set5__Vanillin carbon source,0.239,0.018384776310850233,2.0,16.0,0.226,17.0,0.252,,,,
8,set5__p-Coumaric acid carbon source,0.3205,0.17465537495307723,2.0,18.0,0.197,19.0,0.444,,,,
9,set6__D-Glucose carbon source,-0.409,,1.0,20.0,-0.409,,,,,,
10,set6__Ferulic Acid carbon source,0.066,,1.0,21.0,0.066,,,,,,
11,set6__benzoic acid carbon source,-0.211,,1.0,22.0,-0.211,,,,,,
12,set6__Valerolactam carbon source,-0.453,,1.0,23.0,-0.453,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.124,,1.0,24.0,-0.124,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.241,,1.0,25.0,-0.241,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.035,0.40446507883870525,2.0,26.0,0.321,30.0,-0.251,,,,
16,set7__Valerolactam 10 mM carbon source,-0.338,,1.0,27.0,-0.338,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.189,,1.0,28.0,-0.189,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.1945,1.033083007313546,2.0,29.0,-0.925,31.0,0.536,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.046,,1.0,32.0,0.046,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.129,,1.0,33.0,-0.129,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.169,,1.0,34.0,-0.169,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.14750000000000002,0.5777062402294094,2.0,35.0,0.261,47.0,-0.556,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.2555,0.2722361107568208,2.0,36.0,0.063,49.0,0.448,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.538,,1.0,37.0,0.538,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.255,,1.0,38.0,-0.255,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.187,,1.0,39.0,-0.187,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.48,,1.0,40.0,-0.48,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.306,,1.0,41.0,-0.306,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.144,,1.0,42.0,-0.144,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.256,,1.0,43.0,-0.256,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.22,,1.0,44.0,0.22,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.13,,1.0,45.0,-0.13,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.126,,1.0,46.0,0.126,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.37,,1.0,48.0,-0.37,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.056,,1.0,50.0,-0.056,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.114,,1.0,51.0,0.114,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.562,,1.0,52.0,0.562,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.11,,1.0,53.0,0.11,,,,,,
39,set10__L-Arginine carbon source,0.157,,1.0,54.0,0.157,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.384,,1.0,55.0,0.384,,,,,,
41,set10__L-Histidine carbon source,0.03,,1.0,56.0,0.03,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.2,,1.0,57.0,0.2,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.027,,1.0,58.0,-0.027,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,0.124,,1.0,59.0,0.124,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.004,,1.0,60.0,-0.004,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.356,,1.0,61.0,0.356,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,0.513,,1.0,62.0,0.513,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,0.186,,1.0,63.0,0.186,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,0.281,,1.0,64.0,0.281,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.303,,1.0,65.0,0.303,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,0.23,,1.0,66.0,0.23,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.29,,1.0,67.0,0.29,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,-0.091,,1.0,68.0,-0.091,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.077,,1.0,69.0,-0.077,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,0.026,,1.0,70.0,0.026,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,0.138,,1.0,71.0,0.138,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,0.488,,1.0,72.0,0.488,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,0.171,,1.0,73.0,0.171,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,0.047,,1.0,74.0,0.047,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,0.235,,1.0,75.0,0.235,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,0.089,,1.0,76.0,0.089,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,0.192,,1.0,77.0,0.192,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,-0.081,,1.0,78.0,-0.081,,,,,,
