,PP_3757
set1IT078,0.393
set1IT079,0.345
set1IT080,-0.426
set1IT081,0.57
set1IT082,0.43
set1IT083,0.397
set1IT084,0.528
set1IT085,-0.095
set1IT086,0.216
set1IT087,0.645
set5IT075,-0.242
set5IT076,0.14
set5IT081,0.5
set5IT082,-0.083
set5IT083,0.464
set5IT084,0.29
set5IT085,0.423
set5IT086,0.135
set5IT087,0.51
set5IT088,0.012
set6IT057,-0.068
set6IT059,-0.052
set6IT061,0.103
set6IT064,0.385
set6IT065,0.007
set7IT042,-0.594
set7IT044,0.358
set7IT045,-0.305
set7IT055,-0.043
set7IT056,0.246
set7IT057,0.327
set7IT062,0.221
set8IT058,0.189
set8IT059,-0.186
set8IT060,0.256
set8IT062,0.231
set8IT064,0.143
set8IT070,0.032
set8IT073,-1.199
set8IT080,-0.448
set8IT081,-0.086
set8IT082,-0.095
set8IT084,-0.043
set8IT085,-0.322
set8IT089,0.01
set8IT090,0.336
set8IT092,0.593
set8IT093,0.227
set8IT094,0.213
set8IT095,0.299
set8IT096,0.499
set9IT020,-0.332
set9IT022,-0.418
set9IT025,0.055
set10IT006,0.052
set10IT008,0.024
set10IT010,-0.193
set10IT017,0.272
set10IT018,-0.028
set10IT019,-0.125
set10IT020,0.082
set10IT021,-0.085
set10IT022,-0.261
set10IT023,0.433
set10IT024,-0.183
set10IT025,0.011
set10IT026,0.213
set10IT027,-0.178
set10IT028,0.057
set10IT029,-0.157
set10IT031,0.18
set10IT032,0.269
set10IT033,0.441
set10IT034,-0.225
set10IT035,0.09
set10IT036,0.466
set10IT037,0.163
set10IT043,0.225
set10IT044,0.683
set10IT053,-0.66
set12IT001,0.098
set12IT002,-0.104
set12IT004,0.42
set12IT007,0.003
set12IT008,0.269
set12IT009,0.563
set12IT014,0.52
set12IT015,0.369
set12IT016,-0.05
set12IT017,-0.042
set12IT023,-0.064
set12IT024,0.609
set12IT025,0.636
set12IT026,0.068
set12IT027,0.177
set12IT028,0.007
set12IT029,0.33
set12IT031,0.125
set12IT032,0.455
set12IT034,-0.288
set12IT037,0.152
set12IT038,-0.031
set12IT039,0.708
set12IT044,0.785
set12IT046,0.058
set12IT053,0.266
set12IT054,0.302
set12IT055,-0.382
set12IT056,0.024
set12IT057,-0.181
set12IT058,-0.189
set12IT059,0.542
set15IT054,0.009
set15IT057,0.45
set15IT058,0.527
set15IT059,0.246
set15IT060,0.381
set15IT061,0.19
set15IT062,0.487
set15IT063,0.388
set15IT064,0.004
set15IT065,0.472
set15IT066,0.092
set15IT067,0.08
set15IT068,0.001
set15IT071,0.317
set15IT072,-0.243
set15IT073,0.494
set15IT074,-0.197
set15IT075,0.154
set15IT076,-0.045
set15IT077,-0.392
set15IT078,-0.17
set15IT079,0.481
set15IT080,0.591
set15IT081,0.172
set16IT004,0.247
set16IT005,-0.318
set16IT006,-0.24
set16IT007,0.089
set16IT008,-0.177
set16IT009,0.014
set16IT010,-0.225
set16IT011,-0.049
set16IT012,0.111
set16IT013,-0.173
set16IT014,0.38
set16IT015,-0.268
set27IT004,0.107
set27IT005,0.025
set27IT006,0.127
set27IT007,-0.028
set27IT008,-0.196
set27IT009,-0.194
set27IT010,0.152
set27IT011,0.127
set27IT012,0.102
set27IT013,-0.281
set27IT014,-0.032
set27IT015,-0.132
set27IT016,0.025
set27IT017,0.086
set27IT018,0.128
set27IT019,0.008
set27IT020,0.098
set27IT021,0.005
set27IT024,-0.268
set27IT025,-0.111
set27IT028,-0.522
set27IT029,-0.672
set27IT030,-0.552
set27IT031,0.161
set27IT032,0.19
set27IT033,-0.195
set27IT034,0.153
