,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.012499999999999997,0.24395183950935886,2.0,0.0,0.185,1.0,-0.16,,,,
1,set1__Glucose carbon source (20mM),-0.075,0.033941125496954286,2.0,2.0,-0.051,3.0,-0.099,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.094,0.03535533905932737,2.0,4.0,-0.069,5.0,-0.119,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.012000000000000004,0.17536248173426378,2.0,6.0,0.136,7.0,-0.112,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.28300000000000003,0.029698484809834984,2.0,8.0,-0.262,9.0,-0.304,,,,
5,set5__D-Glucose carbon source,-0.1805,0.03181980515339465,2.0,10.0,-0.203,11.0,-0.158,,,,
6,set5__Levulinic Acid carbon source,-0.069,0.14355718953318453,4.0,12.0,0.106,13.0,-0.048,14.0,-0.243,15.0,-0.091
7,set5__Vanillin carbon source,-0.209,0.1060660171779821,2.0,16.0,-0.284,17.0,-0.134,,,,
8,set5__p-Coumaric acid carbon source,-0.10400000000000001,0.1725340546095176,2.0,18.0,-0.226,19.0,0.018,,,,
9,set6__D-Glucose carbon source,-0.083,,1.0,20.0,-0.083,,,,,,
10,set6__Ferulic Acid carbon source,0.057,,1.0,21.0,0.057,,,,,,
11,set6__benzoic acid carbon source,-0.088,,1.0,22.0,-0.088,,,,,,
12,set6__Valerolactam carbon source,-0.199,,1.0,23.0,-0.199,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.196,,1.0,24.0,-0.196,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.314,,1.0,25.0,-0.314,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.033,0.2220315292925759,2.0,26.0,-0.19,30.0,0.124,,,,
16,set7__Valerolactam 10 mM carbon source,-0.191,,1.0,27.0,-0.191,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.345,,1.0,28.0,-0.345,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.16949999999999998,0.11808683245815345,2.0,29.0,-0.253,31.0,-0.086,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.084,,1.0,32.0,-0.084,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.102,,1.0,33.0,-0.102,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.123,,1.0,34.0,0.123,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.0295,0.39527269068328,2.0,35.0,0.25,47.0,-0.309,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.2495,0.11808683245815345,2.0,36.0,0.333,49.0,0.166,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.018,,1.0,37.0,0.018,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.291,,1.0,38.0,-0.291,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.164,,1.0,39.0,0.164,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.249,,1.0,40.0,0.249,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.134,,1.0,41.0,-0.134,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.132,,1.0,42.0,-0.132,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.026,,1.0,43.0,0.026,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.001,,1.0,44.0,0.001,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.167,,1.0,45.0,0.167,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.111,,1.0,46.0,-0.111,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.274,,1.0,48.0,0.274,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.014,,1.0,50.0,0.014,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.204,,1.0,51.0,-0.204,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.263,,1.0,52.0,-0.263,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.288,,1.0,53.0,-0.288,,,,,,
39,set10__L-Arginine carbon source,-0.003,,1.0,54.0,-0.003,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.085,,1.0,55.0,-0.085,,,,,,
41,set10__L-Histidine carbon source,0.082,,1.0,56.0,0.082,,,,,,
