,PP_4629
set1IT078,0.034
set1IT079,0.067
set1IT080,0.149
set1IT081,0.068
set1IT082,1.709
set1IT083,1.985
set1IT084,0.297
set1IT085,0.09
set1IT086,0.414
set1IT087,0.433
set5IT075,-0.002
set5IT076,0.101
set5IT081,0.109
set5IT082,0.09
set5IT083,0.034
set5IT084,-0.009
set5IT085,-0.047
set5IT086,-0.336
set5IT087,0.094
set5IT088,-0.043
set6IT057,0.151
set6IT059,0.036
set6IT061,0.283
set6IT064,0.046
set6IT065,-0.094
set7IT042,0.335
set7IT044,0.714
set7IT045,0.152
set7IT055,0.224
set7IT056,-0.003
set7IT057,-0.285
set7IT062,-0.008
set8IT058,0.394
set8IT059,0.498
set8IT060,1.25
set8IT062,1.28
set8IT064,1.433
set8IT070,0.296
set8IT073,1.68
set8IT080,0.52
set8IT081,0.293
set8IT082,1.678
set8IT084,0.956
set8IT085,1.108
set8IT089,-0.273
set8IT090,-0.063
set8IT092,0.612
set8IT093,1.207
set8IT094,0.83
set8IT095,1.171
set8IT096,0.76
set9IT020,1.258
set9IT022,1.383
set9IT025,2.794
set10IT006,0.499
set10IT008,0.462
set10IT010,0.225
set10IT017,-0.204
set10IT018,0.3
set10IT019,-0.088
set10IT020,-0.028
set10IT021,-0.46
set10IT022,-0.153
set10IT023,-0.204
set10IT024,0.341
set10IT025,0.121
set10IT026,0.251
set10IT027,0.267
set10IT028,0.099
set10IT029,0.175
set10IT031,0.132
set10IT032,0.082
set10IT033,0.447
set10IT034,-0.121
set10IT035,0.028
set10IT036,0.199
set10IT037,-0.172
set10IT043,-0.033
set10IT044,0.283
set10IT053,0.842
set12IT001,0.208
set12IT002,0.173
set12IT004,0.589
set12IT007,-0.105
set12IT008,0.147
set12IT009,0.897
set12IT014,0.303
set12IT015,-0.022
set12IT016,0.345
set12IT017,0.153
set12IT023,-0.028
set12IT024,0.068
set12IT025,-0.234
set12IT026,-0.101
set12IT027,0.144
set12IT028,0.113
set12IT029,0.017
set12IT031,0.136
set12IT032,0.294
set12IT034,0.248
set12IT037,0.226
set12IT038,0.648
set12IT039,0.6
set12IT044,-0.208
set12IT046,0.147
set12IT053,0.515
set12IT054,0.025
set12IT055,0.198
set12IT056,0.075
set12IT057,-0.128
set12IT058,0.084
set12IT059,-0.197
set15IT054,-0.147
set15IT057,0.175
set15IT058,0.526
set15IT059,0.261
set15IT060,0.192
set15IT061,0.138
set15IT062,-0.059
set15IT063,0.645
set15IT064,0.576
set15IT065,1.074
set15IT066,-0.23
set15IT067,0.272
set15IT068,-1.253
set15IT071,0.269
set15IT072,-0.032
set15IT073,0.207
set15IT074,0.153
set15IT075,0.166
set15IT076,-0.144
set15IT077,0.064
set15IT078,0.161
set15IT079,0.543
set15IT080,-0.097
set15IT081,0.239
set16IT004,0.408
set16IT005,0.097
set16IT006,0.373
set16IT007,0.328
set16IT008,0.317
set16IT009,0.289
set16IT010,0.495
set16IT011,0.415
set16IT012,0.734
set16IT013,0.546
set16IT014,0.059
set16IT015,0.135
set27IT004,0.359
set27IT005,0.001
set27IT006,1.517
set27IT007,1.403
set27IT008,0.13
set27IT009,0.005
set27IT010,0.308
set27IT011,0.297
set27IT012,0.281
set27IT013,0.158
set27IT014,0.384
set27IT015,0.293
set27IT016,0.323
set27IT017,0.271
set27IT018,0.246
set27IT019,0.134
set27IT020,0.658
set27IT021,0.78
set27IT024,1.265
set27IT025,0.969
set27IT028,0.585
set27IT029,1.114
set27IT030,0.735
set27IT031,0.646
set27IT032,0.019
set27IT033,0.076
set27IT034,0.305
set27IT035,0.172
set27IT036,-0.023
set27IT037,-0.017
set27IT038,0.483
set27IT039,0.505
set27IT040,0.034
set27IT041,-0.103
set27IT042,0.029
set27IT043,0.149
set27IT044,0.122
set27IT045,0.205
set27IT046,0.283
set27IT047,0.314
set27IT048,1.427
set27IT049,1.694
set27IT050,0.067
set27IT051,0.064
set27IT052,0.514
set27IT053,0.067
set27IT054,0.091
set27IT055,0.148
set27IT056,0.233
set27IT057,0.207
set27IT058,1.917
set27IT059,2.204
set27IT060,0.29
set27IT061,0.154
set27IT062,0.19
set27IT063,0.1
set27IT064,0.99
set27IT065,1.093
set27IT066,0.478
set27IT067,0.461
set27IT068,0.913
set27IT069,1.37
set27IT070,0.439
set27IT071,0.754
set27IT072,0.077
set27IT073,0.057
set28IT003,-0.016
set28IT004,-0.025
set28IT005,-0.118
set28IT006,0.179
set28IT007,0.196
set28IT008,-0.03
set28IT009,0.129
set28IT010,0.304
set28IT013,-0.185
set28IT014,-0.136
set28IT017,-0.175
set28IT018,-0.074
set28IT021,0.031
set28IT022,-0.177
set28IT023,0.042
set28IT024,-0.086
set28IT027,0.108
set28IT028,0.004
set28IT029,0.28
set28IT030,0.173
set28IT031,0.036
set28IT032,0.175
set28IT035,0.133
set28IT036,0.218
set28IT037,-0.112
set28IT038,0.337
set28IT039,0.388
set28IT040,0.105
set28IT041,0.236
set28IT042,-0.048
set28IT045,0.119
set28IT046,0.188
set29IT004,0.2
set29IT005,-0.313
set29IT006,0.2
set29IT007,0.153
set29IT014,0.432
set29IT015,0.04
set29IT057,0.063
set29IT058,0.111
set100IT008,0.348
set100IT009,0.215
set100IT010,0.194
set100IT011,0.351
set100IT012,0.36
set100IT013,0.443
set100IT014,0.052
set100IT015,0.494
set100IT016,0.36
set100IT017,0.853
set100IT018,0.716
set100IT019,0.485
set100IT020,-0.004
set100IT021,0.27
set100IT022,0.522
set100IT023,0.377
set100IT024,0.779
set100IT025,0.333
set100IT026,0.703
set100IT027,0.194
set100IT028,0.347
set100IT029,0.295
set100IT030,0.338
set100IT031,0.377
set100IT032,0.068
set100IT033,0.398
set100IT034,0.216
set100IT035,0.559
set100IT036,0.632
set100IT037,0.419
set100IT038,0.648
set100IT039,-0.021
set100IT040,0.21
set100IT041,0.201
set100IT042,0.217
set100IT043,0.209
set100IT044,0.255
set100IT045,0.407
set100IT046,0.594
set101IT007,0.278
set101IT008,0.359
set101IT009,0.227
set101IT013,0.679
set101IT014,-0.276
set101IT015,0.57
set101IT016,0.338
set101IT017,0.501
set101IT018,0.648
set101IT019,0.508
set101IT020,-0.021
set101IT021,0.28
set101IT022,0.337
set101IT023,-0.103
set101IT024,0.393
set101IT025,0.125
set101IT026,-0.015
set101IT027,0.174
set101IT028,0.225
set101IT029,0.348
set101IT030,0.773
set101IT031,-0.004
set101IT032,0.128
set101IT033,0.48
set101IT034,0.281
set101IT035,0.14
set101IT036,0.373
set101IT037,0.271
set101IT038,0.431
set101IT039,0.604
set101IT040,0.378
set101IT041,0.266
set101IT042,0.224
set101IT043,0.847
set101IT044,0.317
set101IT045,0.291
set101IT046,0.572
set101IT047,-0.032
set101IT048,0.642
