,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-5.395580221994216,1.0869042582401582,2.0,0.0,-6.164137593496366,1.0,-4.627022850492065,,,,
1,set1__Glucose carbon source (20mM),-5.846301801533644,0.023308130228859796,2.0,2.0,-5.86278313847525,3.0,-5.829820464592038,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-6.48359421020578,1.470624201834474,2.0,4.0,-5.4437058645115695,5.0,-7.5234825558999905,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-7.584475166307293,0.2906948368169208,2.0,6.0,-7.378922875938131,7.0,-7.790027456676454,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-5.022327259440728,0.006766920549237167,2.0,8.0,-5.027112194848844,9.0,-5.017542324032612,,,,
5,set5__D-Glucose carbon source,-5.841719032797467,0.04962766820745415,2.0,10.0,-5.876811093521434,11.0,-5.8066269720735,,,,
6,set5__Levulinic Acid carbon source,-6.751080552750967,1.094120371913869,4.0,12.0,-8.221603861451282,13.0,-6.381521087245274,14.0,-6.786356461969481,15.0,-5.6148408003378325
7,set5__Vanillin carbon source,-7.979508963697669,0.8697593303228344,2.0,16.0,-8.594521684169216,17.0,-7.364496243226123,,,,
8,set5__p-Coumaric acid carbon source,-8.587149690706669,0.14050332233018556,2.0,18.0,-8.487798838707755,19.0,-8.686500542705582,,,,
9,set6__D-Glucose carbon source,-4.853994732709046,,1.0,20.0,-4.853994732709046,,,,,,
10,set6__Ferulic Acid carbon source,-6.565257559321089,,1.0,21.0,-6.565257559321089,,,,,,
11,set6__benzoic acid carbon source,-7.222831403722905,,1.0,22.0,-7.222831403722905,,,,,,
12,set6__Valerolactam carbon source,-5.973518443654737,,1.0,23.0,-5.973518443654737,,,,,,
13,set6__D-Glucuronic Acid carbon source,-7.076368502004624,,1.0,24.0,-7.076368502004624,,,,,,
