,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.0135,0.0007071067811865482,2.0,0.0,-0.014,1.0,-0.013,,,,
1,set1__Glucose carbon source (20mM),0.015,0.07071067811865477,2.0,2.0,-0.035,3.0,0.065,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.020499999999999997,0.07848885271170677,2.0,4.0,0.035,5.0,-0.076,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-1.5,0.029698484809834867,2.0,6.0,-1.521,7.0,-1.479,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.15999999999999998,0.019798989873223326,2.0,8.0,-0.146,9.0,-0.174,,,,
5,set5__D-Glucose carbon source,0.058499999999999996,0.040305086527633205,2.0,10.0,0.087,11.0,0.03,,,,
6,set5__Levulinic Acid carbon source,0.22725,0.2503096415775203,4.0,12.0,0.535,13.0,0.326,14.0,0.003,15.0,0.045
7,set5__Vanillin carbon source,0.178,0.08061017305526641,2.0,16.0,0.235,17.0,0.121,,,,
8,set5__p-Coumaric acid carbon source,0.16149999999999998,0.021920310216782975,2.0,18.0,0.146,19.0,0.177,,,,
9,set6__D-Glucose carbon source,-0.001,,1.0,20.0,-0.001,,,,,,
10,set6__Ferulic Acid carbon source,0.16,,1.0,21.0,0.16,,,,,,
11,set6__benzoic acid carbon source,0.154,,1.0,22.0,0.154,,,,,,
12,set6__Valerolactam carbon source,0.164,,1.0,23.0,0.164,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.01,,1.0,24.0,0.01,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.008,,1.0,25.0,0.008,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.028999999999999998,0.10323759005323593,2.0,26.0,-0.102,30.0,0.044,,,,
16,set7__Valerolactam 10 mM carbon source,-0.038,,1.0,27.0,-0.038,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.103,,1.0,28.0,-0.103,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.10450000000000001,0.050204581464244884,2.0,29.0,-0.069,31.0,-0.14,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.043,,1.0,32.0,0.043,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.123,,1.0,33.0,0.123,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.055,,1.0,34.0,-0.055,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.1185,0.14071424945612296,2.0,35.0,-0.218,47.0,-0.019,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.0485,0.09545941546018392,2.0,36.0,-0.116,49.0,0.019,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.102,,1.0,37.0,0.102,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.195,,1.0,38.0,-0.195,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.063,,1.0,39.0,0.063,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.008,,1.0,40.0,-0.008,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.01,,1.0,41.0,0.01,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.006,,1.0,42.0,-0.006,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.014,,1.0,43.0,0.014,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.189,,1.0,44.0,-0.189,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.139,,1.0,45.0,-0.139,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.159,,1.0,46.0,-0.159,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.12,,1.0,48.0,-0.12,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.071,,1.0,50.0,-0.071,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.067,,1.0,51.0,0.067,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.006,,1.0,52.0,-0.006,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.048,,1.0,53.0,0.048,,,,,,
39,set10__L-Arginine carbon source,0.025,,1.0,54.0,0.025,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.025,,1.0,55.0,-0.025,,,,,,
41,set10__L-Histidine carbon source,-0.121,,1.0,56.0,-0.121,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.038,,1.0,57.0,-0.038,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.099,,1.0,58.0,-0.099,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.018,,1.0,59.0,-0.018,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.051,,1.0,60.0,-0.051,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,-0.2,,1.0,61.0,-0.2,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.083,,1.0,62.0,-0.083,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.003,,1.0,63.0,-0.003,,,,,,
