,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.013499999999999998,0.14919953083036153,2.0,0.0,0.092,1.0,-0.119,,,,
1,set1__Glucose carbon source (20mM),-0.10049999999999999,0.11242997820866105,2.0,2.0,-0.021,3.0,-0.18,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.0485,0.06434671708797582,2.0,4.0,-0.003,5.0,-0.094,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.257,0.036769552621700445,2.0,6.0,-0.283,7.0,-0.231,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.5235,0.1633416664540925,2.0,8.0,-0.408,9.0,-0.639,,,,
5,set5__D-Glucose carbon source,-0.26249999999999996,0.03747665940288701,2.0,10.0,-0.289,11.0,-0.236,,,,
6,set5__Levulinic Acid carbon source,-0.07425000000000001,0.07014924565999742,4.0,12.0,0.025,13.0,-0.078,14.0,-0.109,15.0,-0.135
7,set5__Vanillin carbon source,-0.097,0.14142135623730953,2.0,16.0,0.003,17.0,-0.197,,,,
8,set5__p-Coumaric acid carbon source,-0.158,0.1923330444827409,2.0,18.0,-0.294,19.0,-0.022,,,,
9,set6__D-Glucose carbon source,0.08,,1.0,20.0,0.08,,,,,,
10,set6__Ferulic Acid carbon source,-0.001,,1.0,21.0,-0.001,,,,,,
11,set6__benzoic acid carbon source,0.166,,1.0,22.0,0.166,,,,,,
12,set6__Valerolactam carbon source,0.049,,1.0,23.0,0.049,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.261,,1.0,24.0,0.261,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.356,,1.0,25.0,-0.356,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.191,0.27011479041326114,2.0,26.0,-0.382,30.0,0.0,,,,
16,set7__Valerolactam 10 mM carbon source,-0.028,,1.0,27.0,-0.028,,,,,,
