,PP_4060
set1IT078,-0.119
set1IT079,-0.143
set1IT080,-0.141
set1IT081,-0.15
set1IT082,-0.89
set1IT083,-1.229
set1IT084,0.039
set1IT085,0.204
set1IT086,0.073
set1IT087,-0.052
set5IT075,-0.096
set5IT076,-0.123
set5IT081,-0.377
set5IT082,-0.277
set5IT083,-0.154
set5IT084,-0.207
set5IT085,-0.062
set5IT086,-0.038
set5IT087,0.035
set5IT088,0.058
set6IT057,-0.12
set6IT059,-0.231
set6IT061,0.105
set6IT064,-0.023
set6IT065,-0.195
set7IT042,0.155
set7IT044,-0.015
set7IT045,-0.009
set7IT055,0.079
set7IT056,0.098
set7IT057,-0.077
set7IT062,-0.092
set8IT058,-0.736
set8IT059,-1.675
set8IT060,-2.572
set8IT062,-2.132
set8IT064,-2.397
set8IT070,-1.401
set8IT073,-1.438
set8IT080,-0.515
set8IT081,-0.734
set8IT082,-1.08
set8IT084,-1.606
set8IT085,-1.698
set8IT089,-1.251
set8IT090,-1.471
set8IT092,-1.172
set8IT093,-1.265
set8IT094,-1.455
set8IT095,-1.006
set8IT096,-1.31
set9IT020,0.556
set9IT022,0.472
set9IT025,0.61
set10IT006,-0.043
set10IT008,0.15
set10IT010,-0.253
set10IT017,-0.046
set10IT018,-0.067
set10IT019,-0.013
set10IT020,-0.041
set10IT021,-0.067
set10IT022,-0.124
set10IT023,-0.124
set10IT024,-0.095
set10IT025,-0.229
set10IT026,-0.006
set10IT027,-0.1
set10IT028,-0.02
set10IT029,0.014
set10IT031,-0.02
set10IT032,-0.072
set10IT033,0.001
set10IT034,0.017
set10IT035,0.041
set10IT036,-0.041
set10IT037,-0.038
set10IT043,0.117
set10IT044,0.239
set10IT053,-0.694
set12IT001,-0.221
set12IT002,0.128
set12IT004,-0.079
set12IT007,0.068
set12IT008,-0.346
set12IT009,2.393
set12IT014,-0.356
set12IT015,-0.019
set12IT016,-0.146
set12IT017,-0.019
set12IT023,-0.041
set12IT024,-0.1
set12IT025,0.027
set12IT026,-0.271
set12IT027,-0.06
set12IT028,0.02
set12IT029,-0.438
set12IT031,-0.393
set12IT032,-0.047
set12IT034,-0.068
set12IT037,0.069
set12IT038,-0.452
set12IT039,2.355
set12IT044,-0.253
set12IT046,-0.034
set12IT053,0.0
set12IT054,-0.126
set12IT055,0.01
set12IT056,-0.066
set12IT057,0.078
set12IT058,0.022
set12IT059,-0.421
set15IT054,-0.399
set15IT057,-0.176
set15IT058,-0.113
set15IT059,0.049
set15IT060,-0.408
set15IT061,-0.134
set15IT062,-0.033
set15IT063,0.278
set15IT064,-0.092
set15IT065,-0.463
set15IT066,-0.011
set15IT067,0.053
set15IT068,0.44
set15IT071,-0.189
set15IT072,0.058
set15IT073,0.016
set15IT074,-0.246
set15IT075,0.075
set15IT076,-0.048
set15IT077,0.081
set15IT078,-0.028
set15IT079,-0.433
set15IT080,-0.088
set15IT081,-0.015
set16IT004,0.079
set16IT005,0.099
set16IT006,0.58
set16IT007,1.714
set16IT008,0.182
set16IT009,0.234
set16IT010,0.274
set16IT011,0.254
set16IT012,-0.062
set16IT013,-0.071
set16IT014,0.097
set16IT015,0.096
set27IT004,-0.108
set27IT005,-0.023
set27IT006,-1.718
set27IT007,-1.832
set27IT008,-0.043
set27IT009,-0.054
set27IT010,-1.13
set27IT011,-1.023
set27IT012,-0.881
set27IT013,-0.862
set27IT014,-0.243
set27IT015,-0.256
set27IT016,-0.582
set27IT017,-0.603
set27IT018,-0.191
set27IT019,-0.203
set27IT020,-1.628
set27IT021,-1.618
set27IT024,-1.504
set27IT025,-1.633
set27IT028,-0.942
set27IT029,-0.966
set27IT030,-1.898
set27IT031,-2.02
set27IT032,-0.303
set27IT033,-0.317
set27IT034,-0.494
set27IT035,-0.44
set27IT036,-0.015
set27IT037,-0.143
set27IT038,-0.058
set27IT039,-0.196
set27IT040,-0.191
set27IT041,-0.193
set27IT042,-0.408
set27IT043,-0.411
set27IT044,-0.228
set27IT045,-0.184
set27IT046,-0.013
set27IT047,-0.108
set27IT048,-1.16
set27IT049,-1.025
set27IT050,-1.166
set27IT051,-1.123
set27IT052,-0.165
set27IT053,-0.32
set27IT054,-0.206
set27IT055,-0.048
set27IT056,-0.41
set27IT057,-0.295
set27IT058,-1.315
set27IT059,-1.521
set27IT060,-0.275
set27IT061,-0.246
set27IT062,-0.094
set27IT063,-0.039
set27IT064,-0.808
set27IT065,-1.023
set27IT066,-1.679
set27IT067,-1.694
set27IT068,-2.544
set27IT069,-4.28
set27IT070,-1.356
set27IT071,-1.447
set27IT072,-0.258
set27IT073,-0.415
set28IT003,-0.545
set28IT004,-0.44
set28IT005,-0.307
set28IT006,-0.087
set28IT007,-2.354
set28IT008,-2.277
set28IT009,-0.156
set28IT010,-0.196
set28IT013,-0.047
set28IT014,-0.201
set28IT017,-0.018
set28IT018,-0.006
set28IT021,-0.34
set28IT022,-0.393
set28IT023,-0.012
set28IT024,0.001
set28IT027,0.066
set28IT028,-0.033
set28IT029,-2.446
set28IT030,-2.282
set28IT031,-0.036
set28IT032,-0.097
set28IT035,-1.574
set28IT036,-1.448
set28IT037,0.067
set28IT038,0.093
set28IT039,-0.341
set28IT040,-0.285
set28IT041,-0.047
set28IT042,-0.107
set28IT045,-0.071
set28IT046,-0.02
set29IT004,-0.18
set29IT005,0.098
set29IT006,-0.047
set29IT007,-0.082
set29IT014,-0.25
set29IT015,-0.16
set29IT057,0.117
set29IT058,-0.039
set100IT008,0.013
set100IT009,-0.032
set100IT010,0.046
set100IT011,-0.245
set100IT012,-0.283
set100IT013,-0.242
set100IT014,-0.202
set100IT015,-0.281
set100IT016,-0.378
set100IT017,0.075
set100IT018,-0.008
set100IT019,0.188
set100IT020,-0.216
set100IT021,-0.185
set100IT022,0.002
set100IT023,-0.124
set100IT024,-0.046
set100IT025,-0.076
set100IT026,-0.523
set100IT027,-0.694
set100IT028,-0.525
set100IT029,-0.178
set100IT030,-0.242
set100IT031,-0.131
set100IT032,-0.279
set100IT033,-0.195
set100IT034,-0.238
set100IT035,-0.326
set100IT036,-0.391
set100IT037,-0.294
set100IT038,-0.596
set100IT039,-0.615
set100IT040,-0.381
set100IT041,-0.29
set100IT042,-0.307
set100IT043,-0.249
set100IT044,-0.097
set100IT045,-0.055
set100IT046,-0.013
set101IT007,-0.068
set101IT008,0.1
set101IT009,-0.05
set101IT013,-0.472
set101IT014,-0.587
set101IT015,-0.252
set101IT016,-0.383
set101IT017,-0.363
set101IT018,-0.337
set101IT019,-0.145
set101IT020,-0.254
set101IT021,-0.288
set101IT022,-0.352
set101IT023,-0.335
set101IT024,-0.263
set101IT025,-0.541
set101IT026,-0.561
set101IT027,-0.705
set101IT028,-0.004
set101IT029,-0.011
set101IT030,0.018
set101IT031,-0.168
set101IT032,-0.113
set101IT033,-0.086
set101IT034,0.008
set101IT035,0.082
set101IT036,-0.127
set101IT037,-0.087
set101IT038,-0.035
set101IT039,-0.258
set101IT040,-0.301
set101IT041,-0.215
set101IT042,-0.33
set101IT043,-0.691
set101IT044,-0.622
set101IT045,-0.875
set101IT046,-0.825
set101IT047,-0.763
set101IT048,-0.819
