,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.255,0.14424978336205568,2.0,0.0,0.357,1.0,0.153,,,,
1,set1__Glucose carbon source (20mM),0.1955,0.05303300858899107,2.0,2.0,0.158,3.0,0.233,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.32799999999999996,0.06505382386916239,2.0,4.0,0.374,5.0,0.282,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.145,0.20930360723121805,2.0,6.0,0.293,7.0,-0.003,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.246,0.12727922061357858,2.0,8.0,0.336,9.0,0.156,,,,
5,set5__D-Glucose carbon source,0.181,0.1428355697996826,2.0,10.0,0.282,11.0,0.08,,,,
6,set5__Levulinic Acid carbon source,0.1265,0.144149228232412,4.0,12.0,-0.027,13.0,0.317,14.0,0.078,15.0,0.138
7,set5__Vanillin carbon source,0.241,0.005656854249492385,2.0,16.0,0.237,17.0,0.245,,,,
8,set5__p-Coumaric acid carbon source,0.17650000000000002,0.1350573952066306,2.0,18.0,0.081,19.0,0.272,,,,
9,set6__D-Glucose carbon source,0.084,,1.0,20.0,0.084,,,,,,
10,set6__Ferulic Acid carbon source,-0.122,,1.0,21.0,-0.122,,,,,,
11,set6__benzoic acid carbon source,0.279,,1.0,22.0,0.279,,,,,,
12,set6__Valerolactam carbon source,-0.119,,1.0,23.0,-0.119,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.364,,1.0,24.0,0.364,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.093,,1.0,25.0,0.093,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.2305,0.41931432124362267,2.0,26.0,0.527,30.0,-0.066,,,,
16,set7__Valerolactam 10 mM carbon source,0.405,,1.0,27.0,0.405,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.125,,1.0,28.0,-0.125,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.053,0.0834386001800126,2.0,29.0,0.112,31.0,-0.006,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.055,,1.0,32.0,-0.055,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.101,,1.0,33.0,0.101,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.097,,1.0,34.0,0.097,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.096,0.1400071426749364,2.0,35.0,-0.003,47.0,0.195,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.036500000000000005,0.04596194077712559,2.0,36.0,0.004,49.0,0.069,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.104,,1.0,37.0,-0.104,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.347,,1.0,38.0,0.347,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.141,,1.0,39.0,-0.141,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.023,,1.0,40.0,-0.023,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.108,,1.0,41.0,0.108,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.331,,1.0,42.0,0.331,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.012,,1.0,43.0,-0.012,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.072,,1.0,44.0,0.072,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.047,,1.0,45.0,0.047,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.283,,1.0,46.0,0.283,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.003,,1.0,48.0,0.003,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.177,,1.0,50.0,0.177,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.193,,1.0,51.0,0.193,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.085,,1.0,52.0,-0.085,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.216,,1.0,53.0,-0.216,,,,,,
39,set10__L-Arginine carbon source,0.095,,1.0,54.0,0.095,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.13,,1.0,55.0,-0.13,,,,,,
