k,name,in_iM,gene_weight,regulator,function,category
74,fModule_75,False,0.0312449227523565,,,
13,fModule_14,False,0.023242690671142,PP_3359,,
3,fModule_4,False,-0.0221302280785241,,,
77,fModule_78,False,-0.0217036876097802,,,
37,fModule_38,False,-0.0205161653572387,,,
36,fModule_37,False,0.0196699887872009,,,
50,fModule_51,False,-0.0168370835885394,,,
55,fModule_56,False,-0.01679179825904,PydR,,
16,fModule_17,False,-0.0162424577082459,PedR1,,
18,fModule_19,False,0.0157216758965435,,,
70,fModule_71,False,0.0155076109578589,,,
56,fModule_57,False,-0.0153165953207231,,,
26,fModule_27,False,0.0150936115017623,,,
19,fModule_20,False,0.0143912702511695,,,
9,fModule_10,False,-0.0141644766370614,,,
57,fModule_58,False,-0.0140551946145368,PrpR,,
5,fModule_6,False,0.0136845862728211,GcsR,,
35,fModule_36,False,-0.0131427108730473,,,
29,fModule_30,False,-0.0126657544504347,HutC,,
0,fModule_1,False,0.0123575630329226,,,
60,fModule_61,False,-0.0122859606142269,,,
76,fModule_77,False,0.0121539540257449,PsrA,,
24,fModule_25,False,0.0119071349238518,PrpR,,
53,fModule_54,False,-0.0118614172974694,,,
38,fModule_39,False,0.0115377928409916,,,
61,fModule_62,False,-0.0114060164856317,PP_3603,,
51,fModule_52,False,-0.0113414488097855,FleQ,,
68,fModule_69,False,0.0112025238234892,,,
12,fModule_13,False,0.0106923466276844,ModR,,
25,fModule_26,False,0.0106131013156484,,,
41,fModule_42,False,-0.01022425801608,,,
78,fModule_79,False,0.0095548745282076,,,
54,fModule_55,False,0.0093494506363111,,,
34,fModule_35,False,0.0088340821266648,,,
40,fModule_41,False,0.0085446884718769,,,
21,fModule_22,False,0.0079747010277081,,,
28,fModule_29,False,0.007862613164033,,,
43,fModule_44,False,0.0078087781147414,,,
4,fModule_5,False,0.0077242602716479,BenR,,
7,fModule_8,False,0.0073481305317276,GltR-II,,
48,fModule_49,False,-0.0071663776500177,,,
39,fModule_40,False,-0.0067176412654749,,,
65,fModule_66,False,-0.0066571373660591,,,
14,fModule_15,False,-0.0064344039458665,,,
67,fModule_68,False,-0.0063128605140381,,,
1,fModule_2,False,-0.0062845491155858,,,
73,fModule_74,False,0.0061774521525547,,,
44,fModule_45,False,0.0059455418687445,,,
20,fModule_21,False,-0.0058723698094718,,,
47,fModule_48,False,0.0056938596733267,,,
75,fModule_76,False,0.005528152421087,,,
82,fModule_83,False,0.0053603905627022,,,
66,fModule_67,False,0.0053275634822303,,,
10,fModule_11,False,-0.0051553425259079,PrpR,,
81,fModule_82,False,-0.0050579430868996,,,
62,fModule_63,False,-0.0049097780618309,,,
52,fModule_53,False,-0.0048984196974078,PP_5350,,
69,fModule_70,False,0.0047497611680191,,,
2,fModule_3,False,0.004721713907787,,,
42,fModule_43,False,0.0045810849951615,PhhR,,
11,fModule_12,False,-0.0041831585141864,BirA,,
30,fModule_31,False,-0.0040541168719442,,,
6,fModule_7,False,-0.0040065990550167,GbdR,,
23,fModule_24,False,-0.00384505901332,,,
79,fModule_80,False,-0.0034780226239863,,,
63,fModule_64,False,-0.003368945911187,,,
45,fModule_46,False,-0.0033672214641648,,,
64,fModule_65,False,0.0033329105979723,DctD-II,,
49,fModule_50,False,0.0029873947239438,PP_2046,,
32,fModule_33,False,-0.0029259209864445,BirA,,
27,fModule_28,False,0.0028001149032543,VanR,,
59,fModule_60,False,-0.0026389757853239,,,
80,fModule_81,False,0.0026204378270886,,,
72,fModule_73,False,-0.0024288277763822,RpoD,,
17,fModule_18,False,0.0022816497272035,,,
46,fModule_47,False,0.001949564556111,,,
22,fModule_23,False,-0.0018646840258896,,,
83,fModule_84,False,0.0018139488405072,,,
31,fModule_32,False,-0.001579529474448,,,
58,fModule_59,False,0.0014138533369094,,,
71,fModule_72,False,-0.0012055600674645,,,
15,fModule_16,False,-0.0009096895675485,PcaR,,
8,fModule_9,False,0.0007159032937874,,,
33,fModule_34,False,-0.0005384584215459,,,
