,PP_5187
set1IT078,0.248
set1IT079,-0.149
set1IT080,0.086
set1IT081,0.178
set1IT082,-0.359
set1IT083,-0.256
set1IT084,-0.165
set1IT085,-0.01
set1IT086,-0.258
set1IT087,-0.117
set5IT075,0.065
set5IT076,-0.049
set5IT081,0.385
set5IT082,0.332
set5IT083,-0.169
set5IT084,0.172
set5IT085,-0.067
set5IT086,0.033
set5IT087,-0.039
set5IT088,0.08
set6IT057,0.084
set6IT059,0.355
set6IT061,-0.242
set6IT064,-0.061
set6IT065,-0.033
set7IT042,-0.055
set7IT044,-0.292
set7IT045,-0.047
set7IT055,0.096
set7IT056,-0.431
set7IT057,0.071
set7IT062,0.21
set8IT058,0.092
set8IT059,0.205
set8IT060,0.095
set8IT062,-0.252
set8IT064,0.006
set8IT070,-0.309
set8IT073,-0.263
set8IT080,0.129
set8IT081,0.366
set8IT082,0.216
set8IT084,-0.205
set8IT085,0.111
set8IT089,0.029
set8IT090,0.028
set8IT092,-0.041
set8IT093,0.32
set8IT094,0.21
set8IT095,-0.18
set8IT096,-0.282
set9IT020,0.139
set9IT022,-0.121
set9IT025,-0.022
set10IT006,0.224
set10IT008,0.112
set10IT010,0.242
set10IT017,-0.104
set10IT018,-0.074
set10IT019,-0.072
set10IT020,0.164
set10IT021,-0.245
set10IT022,-0.023
set10IT023,0.055
set10IT024,-0.095
set10IT025,-0.003
set10IT026,-0.039
set10IT027,-0.161
set10IT028,0.004
set10IT029,-0.11
set10IT031,0.027
set10IT032,0.295
set10IT033,0.077
set10IT034,-0.099
set10IT035,-0.182
set10IT036,0.137
set10IT037,0.116
set10IT043,0.22
set10IT044,0.341
set10IT053,-0.124
set12IT001,-0.135
set12IT002,-0.448
set12IT004,-0.193
set12IT007,-0.234
set12IT008,-0.062
set12IT009,0.074
set12IT014,0.145
set12IT015,-0.107
set12IT016,-0.295
set12IT017,-0.175
set12IT023,-0.116
set12IT024,-0.069
set12IT025,-0.039
set12IT026,-0.132
set12IT027,0.182
set12IT028,-0.202
set12IT029,0.014
set12IT031,-0.07
set12IT032,0.05
set12IT034,0.198
set12IT037,-0.182
set12IT038,-0.026
set12IT039,0.026
set12IT044,-0.101
set12IT046,-0.21
set12IT053,-0.132
set12IT054,-0.202
set12IT055,0.017
set12IT056,-0.096
set12IT057,-0.058
set12IT058,-0.018
set12IT059,-0.152
set15IT054,-0.025
set15IT057,-0.212
set15IT058,-0.093
set15IT059,0.358
set15IT060,0.008
set15IT061,-0.067
set15IT062,0.065
set15IT063,0.005
set15IT064,0.161
set15IT065,0.113
set15IT066,-0.341
set15IT067,0.133
set15IT068,-0.091
set15IT071,-0.075
set15IT072,0.093
set15IT073,0.047
set15IT074,-0.21
set15IT075,-0.102
set15IT076,0.086
set15IT077,-0.474
set15IT078,0.182
set15IT079,-0.68
set15IT080,-0.079
set15IT081,0.028
set16IT004,-0.095
set16IT005,-0.179
set16IT006,-0.129
set16IT007,-0.309
set16IT008,-0.143
set16IT009,-0.051
set16IT010,-0.04
set16IT011,-0.028
set16IT012,-0.107
set16IT013,0.008
set16IT014,-0.116
set16IT015,0.002
set27IT004,-0.09
set27IT005,0.066
set27IT006,0.15
set27IT007,-0.061
set27IT008,0.097
set27IT009,0.186
set27IT010,-0.031
set27IT011,-0.027
set27IT012,0.013
set27IT013,-0.121
set27IT014,-0.115
set27IT015,-0.018
set27IT016,0.173
set27IT017,0.039
set27IT018,0.066
set27IT019,-0.009
set27IT020,0.299
set27IT021,0.005
set27IT024,-0.114
set27IT025,-0.007
set27IT028,0.439
set27IT029,0.223
set27IT030,-0.145
set27IT031,0.066
set27IT032,0.002
set27IT033,0.075
set27IT034,-0.1
set27IT035,-0.015
set27IT036,-0.056
set27IT037,-0.091
set27IT038,0.064
set27IT039,0.107
set27IT040,0.068
set27IT041,0.165
set27IT042,-0.028
set27IT043,0.211
set27IT044,0.001
set27IT045,-0.004
set27IT046,0.1
set27IT047,0.171
set27IT048,-0.08
set27IT049,0.061
set27IT050,0.053
set27IT051,-0.216
set27IT052,0.245
set27IT053,-0.026
set27IT054,0.196
set27IT055,-0.235
set27IT056,-0.064
set27IT057,-0.004
set27IT058,-0.215
set27IT059,-0.23
set27IT060,0.048
set27IT061,0.038
set27IT062,0.105
set27IT063,-0.113
set27IT064,0.132
set27IT065,0.032
set27IT066,-0.134
set27IT067,0.105
set27IT068,0.096
set27IT069,-0.058
set27IT070,0.224
set27IT071,-0.07
set27IT072,-0.1
set27IT073,-0.01
set28IT003,-0.174
set28IT004,0.199
set28IT005,0.045
set28IT006,-0.026
set28IT007,0.11
set28IT008,0.065
set28IT009,-0.135
set28IT010,0.056
set28IT013,-0.079
set28IT014,0.07
set28IT017,-0.125
set28IT018,-0.201
set28IT021,0.122
set28IT022,-0.168
set28IT023,-0.118
set28IT024,0.048
set28IT027,-0.207
set28IT028,-0.068
set28IT029,-0.114
set28IT030,-0.118
set28IT031,-0.017
set28IT032,0.014
set28IT035,-0.175
set28IT036,0.211
set28IT037,0.139
set28IT038,-0.2
set28IT039,0.021
set28IT040,0.018
set28IT041,-0.032
set28IT042,0.086
set28IT045,0.109
set28IT046,0.116
set29IT004,0.023
set29IT005,0.2
set29IT006,0.073
set29IT007,0.193
set29IT014,-0.001
set29IT015,0.23
set29IT057,0.402
set29IT058,0.131
set100IT008,0.217
set100IT009,0.218
set100IT010,0.083
set100IT011,0.384
set100IT012,0.04
set100IT013,0.271
set100IT014,0.288
set100IT015,0.266
set100IT016,0.158
set100IT017,0.379
set100IT018,0.102
set100IT019,0.162
set100IT020,0.253
set100IT021,0.048
set100IT022,0.344
set100IT023,0.329
set100IT024,-0.052
set100IT025,0.213
set100IT026,0.316
set100IT027,0.097
set100IT028,0.408
set100IT029,0.221
set100IT030,-0.004
set100IT031,0.171
set100IT032,0.177
set100IT033,-0.001
set100IT034,0.291
set100IT035,0.365
set100IT036,0.239
set100IT037,0.315
set100IT038,0.306
set100IT039,0.095
set100IT040,-0.014
set100IT041,0.166
set100IT042,0.098
set100IT043,-0.007
set100IT044,0.356
set100IT045,0.13
set100IT046,0.192
set101IT007,0.116
set101IT008,0.264
set101IT009,-0.111
set101IT013,-0.125
set101IT014,0.385
set101IT015,-0.047
set101IT016,-0.192
set101IT017,-0.143
set101IT018,-0.012
set101IT019,-0.337
set101IT020,0.0
set101IT021,0.155
set101IT022,0.155
set101IT023,0.049
set101IT024,0.01
set101IT025,-0.102
set101IT026,0.386
set101IT027,0.368
set101IT028,0.076
set101IT029,0.293
set101IT030,-0.425
set101IT031,0.085
set101IT032,-0.048
set101IT033,0.071
set101IT034,-0.1
set101IT035,0.17
set101IT036,-0.035
set101IT037,-0.059
set101IT038,0.347
set101IT039,-0.123
set101IT040,0.132
set101IT041,0.196
set101IT042,-0.212
set101IT043,-0.028
set101IT044,0.2
set101IT045,0.025
set101IT046,0.183
set101IT047,0.289
set101IT048,0.034
