,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-2.405221469461516,0.5846223995172435,2.0,0.0,-2.81861193259371,1.0,-1.9918310063293223,,,,
1,set1__Glucose carbon source (20mM),-2.6017875565520225,1.5462107055502683,2.0,2.0,-1.5084514815141918,3.0,-3.6951236315898535,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-2.349056368488884,1.465582053984518,2.0,4.0,-3.3853793772466454,5.0,-1.3127333597311228,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-1.8123836204514783,0.9890267689741931,2.0,6.0,-2.511731155568151,7.0,-1.1130360853348054,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-1.5161495995795942,1.367347533807374,2.0,8.0,-2.4830103129734904,9.0,-0.5492888861856979,,,,
5,set5__D-Glucose carbon source,-1.8409663416705633,0.15301912509175633,2.0,10.0,-1.73276548066695,11.0,-1.9491672026741769,,,,
6,set5__Levulinic Acid carbon source,-1.4810534390198131,0.5267313267343079,4.0,12.0,-1.6419830026834583,13.0,-1.265070691137525,14.0,-2.1243216056958487,15.0,-0.8928384565624214
7,set5__Vanillin carbon source,-3.2988320502936928,1.625205375524009,2.0,16.0,-2.1496383084398363,17.0,-4.448025792147549,,,,
8,set5__p-Coumaric acid carbon source,-0.7161615200170841,0.536901491373371,2.0,18.0,-0.3365148346378029,19.0,-1.0958082053963654,,,,
9,set6__D-Glucose carbon source,-1.8502873228315788,,1.0,20.0,-1.8502873228315788,,,,,,
10,set6__Ferulic Acid carbon source,-0.5699566807688216,,1.0,21.0,-0.5699566807688216,,,,,,
11,set6__benzoic acid carbon source,-0.8767989675893909,,1.0,22.0,-0.8767989675893909,,,,,,
12,set6__Valerolactam carbon source,-1.8832511777980248,,1.0,23.0,-1.8832511777980248,,,,,,
13,set6__D-Glucuronic Acid carbon source,-2.177645626808939,,1.0,24.0,-2.177645626808939,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-1.6786526815953473,,1.0,25.0,-1.6786526815953473,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-2.2591831654462626,0.41957448488118443,2.0,26.0,-1.9624992019739247,30.0,-2.555867128918601,,,,
16,set7__Valerolactam 10 mM carbon source,2.363127280347145,,1.0,27.0,2.363127280347145,,,,,,
17,set7__L-Lysine 10 mM carbon source,-2.951790043128631,,1.0,28.0,-2.951790043128631,,,,,,
18,set7__D-Lysine 10 mM carbon source,-3.98128318760868,2.1979599664778973,2.0,29.0,-2.4270907905356025,31.0,-5.535475584681758,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.4345766109363969,,1.0,32.0,-0.4345766109363969,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-2.469415751905711,,1.0,33.0,-2.469415751905711,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-2.7281707244387774,,1.0,34.0,-2.7281707244387774,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.378943113657117,1.121975051927172,2.0,35.0,-1.1722992811969493,47.0,0.4144130538827152,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-2.331896942786554,0.23649982732093006,2.0,36.0,-2.4991275744346315,49.0,-2.164666311138477,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-1.1144720494351985,,1.0,37.0,-1.1144720494351985,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,1.3518512496605404,,1.0,38.0,1.3518512496605404,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-2.69645900769296,,1.0,39.0,-2.69645900769296,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-3.507736707810939,,1.0,40.0,-3.507736707810939,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-2.202162946178827,,1.0,41.0,-2.202162946178827,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-2.7623493585994923,,1.0,42.0,-2.7623493585994923,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.942954835226424,,1.0,43.0,-0.942954835226424,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-2.111339670542652,,1.0,44.0,-2.111339670542652,,,,,,
