,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.02800000000000001,0.328097546470558,2.0,0.0,-0.26,1.0,0.204,,,,
1,set1__Glucose carbon source (20mM),0.03749999999999998,0.44052752467921913,2.0,2.0,-0.274,3.0,0.349,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.261,0.1711198410471445,2.0,4.0,0.14,5.0,0.382,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.06699999999999999,0.328097546470558,2.0,6.0,0.299,7.0,-0.165,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.0555,0.009192388155425116,2.0,8.0,0.049,9.0,0.062,,,,
5,set5__D-Glucose carbon source,0.264,0.09192388155425119,2.0,10.0,0.199,11.0,0.329,,,,
6,set5__Levulinic Acid carbon source,0.36375,0.08565191182921722,4.0,12.0,0.364,13.0,0.286,14.0,0.322,15.0,0.483
7,set5__Vanillin carbon source,0.357,0.004242640687119289,2.0,16.0,0.354,17.0,0.36,,,,
8,set5__p-Coumaric acid carbon source,0.2895,0.2679934700697015,2.0,18.0,0.1,19.0,0.479,,,,
9,set6__D-Glucose carbon source,0.303,,1.0,20.0,0.303,,,,,,
10,set6__Ferulic Acid carbon source,-0.496,,1.0,21.0,-0.496,,,,,,
11,set6__benzoic acid carbon source,-0.163,,1.0,22.0,-0.163,,,,,,
12,set6__Valerolactam carbon source,0.178,,1.0,23.0,0.178,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.119,,1.0,24.0,0.119,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.4,,1.0,25.0,0.4,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.03749999999999999,0.2835498192558056,2.0,26.0,-0.238,30.0,0.163,,,,
16,set7__Valerolactam 10 mM carbon source,-0.025,,1.0,27.0,-0.025,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.364,,1.0,28.0,0.364,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.06149999999999999,0.25243712088359743,2.0,29.0,-0.24,31.0,0.117,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.046,,1.0,32.0,0.046,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.338,,1.0,33.0,0.338,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.14,,1.0,34.0,0.14,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0455,0.2694076836320746,2.0,35.0,-0.145,47.0,0.236,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0885,0.026162950903902252,2.0,36.0,0.107,49.0,0.07,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.344,,1.0,37.0,-0.344,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.307,,1.0,38.0,0.307,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.225,,1.0,39.0,0.225,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.237,,1.0,40.0,-0.237,,,,,,
