k,name,in_iM,gene_weight,regulator,function,category
42,fModule_43,False,0.0565260405463303,PhhR,,
46,fModule_47,False,-0.0437194624505493,,,
69,fModule_70,False,0.0424255521994711,,,
20,fModule_21,False,-0.0364946524716273,,,
22,fModule_23,False,-0.0334580939182385,,,
37,fModule_38,False,-0.0333043729050221,,,
47,fModule_48,False,-0.0282298493449455,,,
32,fModule_33,False,0.0276328535974065,BirA,,
26,fModule_27,False,0.0265239373461979,,,
9,fModule_10,False,0.0258112350139446,,,
31,fModule_32,False,0.0231938545924394,,,
3,fModule_4,False,0.0217247862111605,,,
65,fModule_66,False,0.0205665141838135,,,
29,fModule_30,False,-0.0204097235735602,HutC,,
40,fModule_41,False,0.0204042323210401,,,
11,fModule_12,False,-0.0194953820852511,BirA,,
30,fModule_31,False,0.0181283148769723,,,
61,fModule_62,False,-0.0179802893305356,PP_3603,,
0,fModule_1,False,-0.017116693839702,,,
4,fModule_5,False,-0.0160581872107131,BenR,,
39,fModule_40,False,-0.0151576645224731,,,
73,fModule_74,False,-0.0150988538950255,,,
80,fModule_81,False,0.0142808681087233,,,
23,fModule_24,False,0.0132060412140774,,,
53,fModule_54,False,-0.0124654416781166,,,
49,fModule_50,False,0.012354012416546,PP_2046,,
48,fModule_49,False,0.0120190769773603,,,
51,fModule_52,False,-0.0118162141451543,FleQ,,
36,fModule_37,False,0.0115351055780294,,,
63,fModule_64,False,0.0108098446406605,,,
43,fModule_44,False,0.0107307695273428,,,
79,fModule_80,False,-0.0106937105556554,,,
83,fModule_84,False,0.0106720175588428,,,
64,fModule_65,False,0.0104104657935044,DctD-II,,
76,fModule_77,False,0.0102735382851238,PsrA,,
55,fModule_56,False,-0.0102364057636108,PydR,,
45,fModule_46,False,-0.0098422530728346,,,
27,fModule_28,False,-0.0095839061701409,VanR,,
52,fModule_53,False,-0.0095324425000473,PP_5350,,
70,fModule_71,False,0.0093941492194735,,,
5,fModule_6,False,0.0093276690222954,GcsR,,
24,fModule_25,False,0.0092732809421977,PrpR,,
75,fModule_76,False,0.0088751778162645,,,
10,fModule_11,False,-0.0086490591847663,PrpR,,
21,fModule_22,False,-0.0081599004615258,,,
56,fModule_57,False,0.0073491256968849,,,
60,fModule_61,False,-0.0070050657533868,,,
66,fModule_67,False,-0.0068921856894938,,,
59,fModule_60,False,-0.0068164005812632,,,
28,fModule_29,False,0.0064841086591582,,,
50,fModule_51,False,0.0064470883134071,,,
38,fModule_39,False,0.0062237660478832,,,
41,fModule_42,False,0.0060612300983847,,,
68,fModule_69,False,0.0060465858000993,,,
71,fModule_72,False,0.006002247696746,,,
78,fModule_79,False,-0.0058282604917886,,,
54,fModule_55,False,0.005803170603557,,,
8,fModule_9,False,0.0053839326921197,,,
15,fModule_16,False,-0.0051762528650552,PcaR,,
18,fModule_19,False,-0.0051277331246714,,,
19,fModule_20,False,-0.0050763478635644,,,
7,fModule_8,False,-0.0050594022475037,GltR-II,,
33,fModule_34,False,0.0050371495201243,,,
67,fModule_68,False,-0.0048718581111285,,,
2,fModule_3,False,-0.0044070242739379,,,
44,fModule_45,False,-0.0042986060532377,,,
81,fModule_82,False,-0.0039691903792879,,,
34,fModule_35,False,-0.0038947413387675,,,
12,fModule_13,False,0.0038174451003564,ModR,,
77,fModule_78,False,-0.0038042037910781,,,
17,fModule_18,False,-0.0037947351471439,,,
82,fModule_83,False,0.0037440385133724,,,
58,fModule_59,False,0.0037233616150233,,,
62,fModule_63,False,-0.0037164343677394,,,
72,fModule_73,False,-0.0035183680307216,RpoD,,
1,fModule_2,False,0.0026831998691245,,,
25,fModule_26,False,0.0026294979513666,,,
35,fModule_36,False,-0.0025548501475835,,,
14,fModule_15,False,-0.0024159412910632,,,
13,fModule_14,False,0.0020946714242705,PP_3359,,
6,fModule_7,False,0.0020418220415035,GbdR,,
74,fModule_75,False,-0.0015522753869722,,,
57,fModule_58,False,-0.0011673336870342,PrpR,,
16,fModule_17,False,0.0003367993965679,PedR1,,
