,PP_4196
set1IT078,0.036
set1IT079,0.393
set1IT080,0.12
set1IT081,-0.047
set1IT082,-0.219
set1IT083,0.499
set1IT084,0.233
set1IT085,-0.146
set1IT086,-0.64
set1IT087,-0.218
set5IT075,-0.377
set5IT076,-0.682
set5IT081,-0.461
set5IT082,-0.073
set5IT083,-0.24
set5IT084,-0.212
set5IT085,-0.167
set5IT086,0.044
set5IT087,-0.228
set5IT088,-0.217
set6IT057,0.113
set6IT059,-0.194
set6IT061,-0.152
set6IT064,-0.637
set6IT065,-0.034
set7IT042,-3.415
set7IT044,0.095
set7IT045,0.462
set7IT055,-0.278
set7IT056,0.184
set7IT057,0.401
set7IT062,0.73
set8IT058,0.335
set8IT059,0.186
set8IT060,0.357
set8IT062,-0.002
set8IT064,-0.21
set8IT070,0.013
set8IT073,-0.668
set8IT080,0.787
set8IT081,0.463
set8IT082,-0.09
set8IT084,-0.604
set8IT085,0.551
set8IT089,0.332
set8IT090,0.095
set8IT092,0.33
set8IT093,0.093
set8IT094,-0.082
set8IT095,0.412
set8IT096,0.672
set9IT020,-1.095
set9IT022,-0.122
set9IT025,-0.469
set10IT006,-0.216
set10IT008,-0.453
set10IT010,-0.549
set10IT017,-1.163
set10IT018,-0.21
set10IT019,-0.378
set10IT020,0.167
set10IT021,-1.882
set10IT022,-0.715
set10IT023,-0.299
set10IT024,0.146
set10IT025,-0.571
set10IT026,0.056
set10IT027,-0.393
set10IT028,-0.438
set10IT029,-0.852
set10IT031,-0.395
set10IT032,-0.15
set10IT033,-0.422
set10IT034,-0.292
set10IT035,-0.658
set10IT036,-0.365
set10IT037,-0.356
set10IT043,-0.185
set10IT044,-0.291
set10IT053,0.043
set12IT001,0.135
set12IT002,0.335
set12IT004,0.162
set12IT007,0.59
set12IT008,0.069
set12IT009,0.147
set12IT014,-1.014
set12IT015,-0.372
set12IT016,0.126
set12IT017,0.033
set12IT023,0.034
set12IT024,-0.838
set12IT025,0.161
set12IT026,0.418
set12IT027,0.3
set12IT028,0.109
set12IT029,-0.732
set12IT031,-0.089
set12IT032,0.249
set12IT034,0.062
set12IT037,0.05
set12IT038,-0.094
