,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-0.03259577214032189,0.7552795089576404,2.0,0.0,-0.5666590346155153,1.0,0.5014674903348715,,,,
1,set1__Glucose carbon source (20mM),-0.11230996236002819,0.3981678955159162,2.0,2.0,0.1692372566100529,3.0,-0.3938571813301093,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.7050478123406033,0.33664322038962025,2.0,4.0,0.4670051083626254,5.0,0.9430905163185812,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.503591751145902,0.017337776614168326,2.0,6.0,-0.4913320917313261,7.0,-0.515851410560478,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.027527590459291797,0.02624925927384066,2.0,8.0,0.0089665612256352,9.0,0.0460886196929484,,,,
5,set5__D-Glucose carbon source,-1.0654509662421705,0.4697918093600584,2.0,10.0,-1.3976439403865657,11.0,-0.7332579920977755,,,,
6,set5__Levulinic Acid carbon source,-0.6116789157597049,0.4887629153760769,4.0,12.0,-0.35865822438591,13.0,-0.4673712272090638,14.0,-1.3361227469957058,15.0,-0.2845634644481397
7,set5__Vanillin carbon source,-0.08660358773589891,0.4480558232594899,2.0,16.0,0.2302197232410076,17.0,-0.4034268987128054,,,,
8,set5__p-Coumaric acid carbon source,-0.16844416171818866,0.43761536439121324,2.0,18.0,0.1409966299942602,19.0,-0.4778849534306375,,,,
9,set6__D-Glucose carbon source,0.388532328457293,,1.0,20.0,0.388532328457293,,,,,,
10,set6__Ferulic Acid carbon source,-0.2609507821946049,,1.0,21.0,-0.2609507821946049,,,,,,
11,set6__benzoic acid carbon source,-0.0004161423859606,,1.0,22.0,-0.0004161423859606,,,,,,
12,set6__Valerolactam carbon source,0.0639012144248971,,1.0,23.0,0.0639012144248971,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.0486980947172996,,1.0,24.0,0.0486980947172996,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.54678193358969,,1.0,25.0,0.54678193358969,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.6322509416013056,0.46187614558810375,2.0,26.0,0.3056551869876523,30.0,0.9588466962149588,,,,
16,set7__Valerolactam 10 mM carbon source,0.5484956564864926,,1.0,27.0,0.5484956564864926,,,,,,
17,set7__L-Lysine 10 mM carbon source,3.717341055649801,,1.0,28.0,3.717341055649801,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.09181350830395704,0.5797607967429631,2.0,29.0,0.3181392825391079,31.0,-0.501766299147022,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.0066384272984169,,1.0,32.0,0.0066384272984169,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.515075904841659,,1.0,33.0,-0.515075904841659,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.0487349440265169,,1.0,34.0,-0.0487349440265169,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.8354717155222102,1.7639156794972013,2.0,35.0,-0.5881949771084624,47.0,-3.082748453935958,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.3655100165812422,1.8456404337125398,2.0,36.0,-0.0604451502710245,49.0,-2.6705748828914597,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.3727253679852867,,1.0,37.0,-0.3727253679852867,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-1.2098792007177772,,1.0,38.0,-1.2098792007177772,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-1.182852654558036,,1.0,39.0,-1.182852654558036,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-1.6154302706053243,,1.0,40.0,-1.6154302706053243,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-1.399158565572112,,1.0,41.0,-1.399158565572112,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-2.8235533375767927,,1.0,42.0,-2.8235533375767927,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-2.0341054508584167,,1.0,43.0,-2.0341054508584167,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.6498530818921796,,1.0,44.0,-0.6498530818921796,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.1511471756467975,,1.0,45.0,-0.1511471756467975,,,,,,
