,28
set1IT078,-0.5666590346155153
set1IT079,0.5014674903348715
set1IT080,0.1692372566100529
set1IT081,-0.3938571813301093
set1IT082,0.4670051083626254
set1IT083,0.9430905163185812
set1IT084,-0.4913320917313261
set1IT085,-0.515851410560478
set1IT086,0.0089665612256352
set1IT087,0.0460886196929484
set5IT075,-1.3976439403865657
set5IT076,-0.7332579920977755
set5IT081,-0.35865822438591
set5IT082,-0.4673712272090638
set5IT083,-1.3361227469957058
set5IT084,-0.2845634644481397
set5IT085,0.2302197232410076
set5IT086,-0.4034268987128054
set5IT087,0.1409966299942602
set5IT088,-0.4778849534306375
set6IT057,0.388532328457293
set6IT059,-0.2609507821946049
set6IT061,-0.0004161423859606
set6IT064,0.0639012144248971
set6IT065,0.0486980947172996
set7IT042,0.54678193358969
set7IT044,0.3056551869876523
set7IT045,0.5484956564864926
set7IT055,3.717341055649801
set7IT056,0.3181392825391079
set7IT057,0.9588466962149588
set7IT062,-0.501766299147022
set8IT058,0.0066384272984169
set8IT059,-0.515075904841659
set8IT060,-0.0487349440265169
set8IT062,-0.5881949771084624
set8IT064,-0.0604451502710245
set8IT070,-0.3727253679852867
set8IT073,-1.2098792007177772
set8IT080,-1.182852654558036
set8IT081,-1.6154302706053243
set8IT082,-1.399158565572112
set8IT084,-2.8235533375767927
set8IT085,-2.0341054508584167
set8IT089,-0.6498530818921796
set8IT090,-0.1511471756467975
set8IT092,-1.2791225765916705
set8IT093,-3.082748453935958
set8IT094,-0.1376430895603693
set8IT095,-2.6705748828914597
set8IT096,-2.03453367021728
set9IT020,-1.3236895504590125
set9IT022,0.7483971076095578
set9IT025,0.3146190038831298
set10IT006,0.7460763092098415
set10IT008,-1.179135950268919
set10IT010,0.1739031551653548
set10IT017,0.2371247663697663
set10IT018,0.403317946686922
set10IT019,0.6028746470539263
set10IT020,0.1192257478866547
set10IT021,0.1296143675043877
set10IT022,0.4202622921678685
set10IT023,0.1323319464123528
set10IT024,0.6793328972625453
set10IT025,0.7268624861896721
set10IT026,0.1631628622477736
set10IT027,-0.6372415021911347
set10IT028,0.0600842489485335
set10IT029,0.3771347224105071
set10IT031,0.081433607175254
set10IT032,0.3440783806062455
set10IT033,-0.4940835007277884
set10IT034,0.2822377554891173
set10IT035,-0.2669714278555377
set10IT036,0.446527834836448
set10IT037,0.4815710710212295
set10IT043,-0.0792120398409833
set10IT044,-1.2735951823161615
set10IT053,-0.744644513919806
set12IT001,0.4757119925937089
set12IT002,0.593452529164606
set12IT004,0.1337152995288259
set12IT007,0.4050162824599739
set12IT008,-0.5076568868880673
set12IT009,-1.439468382326209
set12IT014,-1.0627520966092423
set12IT015,-1.4072079518232403
set12IT016,0.2891001036041778
set12IT017,0.1650496773386165
set12IT023,0.3006389013002387
set12IT024,-0.5619621831033309
set12IT025,-0.3173692397274594
set12IT026,-0.2127015556773771
set12IT027,0.2171286413544804
set12IT028,-1.5439690433196327
set12IT029,-0.1080934140930403
set12IT031,0.6490780320888142
set12IT032,1.0721611210895412
set12IT034,-0.5888037881664089
set12IT037,0.1387833818732213
set12IT038,-1.7461410350559547
set12IT039,-1.3829548984908806
set12IT044,-0.2870285777212604
set12IT046,-0.9874126589429564
set12IT053,-0.8328757955209117
set12IT054,-0.012901490420773
set12IT055,-0.1859470070754095
set12IT056,-0.3514488217411103
set12IT057,-0.2609639853171879
set12IT058,-1.1994081492819806
set12IT059,0.2985337073204605
set15IT054,-0.8552308106965489
set15IT057,-0.082694078740735
set15IT058,-0.0102524210950896
set15IT059,-0.5788943428716952
set15IT060,-0.662310094516963
set15IT061,-0.5775112276531749
set15IT062,0.3071398809667713
set15IT063,-0.3346102282415913
set15IT064,0.0970716952232808
set15IT065,-0.4885683008149959
set15IT066,0.2034059300452231
set15IT067,-0.3539126986447808
set15IT068,-0.1313499488806504
set15IT071,-0.2561759628441318
set15IT072,-0.6022122542890898
set15IT073,-0.1476466031864889
set15IT074,-0.8970122922541266
set15IT075,-0.0669999454845949
set15IT076,0.7756606798264941
set15IT077,0.6221517656694586
set15IT078,0.2027552019306598
set15IT079,-0.4642584809638475
set15IT080,-0.929188992518085
set15IT081,0.494267152908187
set16IT004,0.2621774007707731
set16IT005,0.401883961355792
set16IT006,-0.8500017167236781
set16IT007,-1.4261651508267652
set16IT008,-1.5749443205545932
set16IT009,-0.6217183032956675
set16IT010,0.2370145727557843
set16IT011,1.823726418122108
set16IT012,-0.6572226442860323
set16IT013,-0.6328232277824366
set16IT014,-0.1021693958433698
set16IT015,-0.1014541965051674
set27IT004,-0.291955994298619
set27IT005,-0.7458073424853318
set27IT006,5.3961201009437785
set27IT007,5.002503414794918
set27IT008,-0.6193695250595939
set27IT009,-0.5438535206651863
set27IT010,-1.0266399936266837
set27IT011,-0.0943753604946518
set27IT012,0.2399582323832964
set27IT013,-0.163694398866638
set27IT014,-0.6611589178121153
set27IT015,-0.5353239207502057
set27IT016,-0.6916122963195191
set27IT017,-0.6376087398365897
set27IT018,-0.0954973357536558
set27IT019,-0.4188676837827446
set27IT020,4.46637576283791
set27IT021,4.113897577777492
set27IT024,0.2552837017144489
set27IT025,1.220266315251508
set27IT028,1.9623702628417607
set27IT029,0.5225397670873202
set27IT030,-0.3482067322317527
set27IT031,-0.6750581193875855
set27IT032,0.0029989306561098
set27IT033,-0.8977434700280785
set27IT034,-0.7887987987162532
set27IT035,0.0670315250529589
set27IT036,-0.5930103232951907
set27IT037,-0.6235742181290808
set27IT038,0.0381492988872435
set27IT039,-0.5656680624042109
set27IT040,2.581191664287455
set27IT041,1.4530313370095742
set27IT042,-1.26017783421161
set27IT043,-1.0005565018226927
set27IT044,-0.4239096335491659
set27IT045,0.0528645531782432
set27IT046,-0.2180265849519439
set27IT047,0.2296881279521472
set27IT048,0.1918849917901796
set27IT049,0.1977862740162671
set27IT050,2.019369087420997
set27IT051,1.5284080956596298
set27IT052,-0.0157102867070349
set27IT053,-0.567608400221784
set27IT054,-0.2391575535033107
set27IT055,-0.5537307753029529
set27IT056,-0.4938718622272943
set27IT057,-0.1505791622540387
set27IT058,0.1941966244194446
set27IT059,0.6467859663495004
set27IT060,0.0911045228583293
set27IT061,0.1223119544447954
set27IT062,0.3298952396930273
set27IT063,-0.2882500085662338
set27IT064,0.0861752197519539
set27IT065,-0.0375364697295225
set27IT066,-0.2175305997795764
set27IT067,-0.377060847759593
set27IT068,0.3775355448802098
set27IT069,1.0257560840475994
set27IT070,0.0357830928799414
set27IT071,-0.1125162325444548
set27IT072,-0.1859385966447121
set27IT073,-0.3176430598731714
set28IT003,1.003617629464059
set28IT004,0.5563285798621793
set28IT005,1.2096370628876796
set28IT006,1.199996886285781
set28IT007,2.2648612460030564
set28IT008,1.9537077552937336
set28IT009,1.0482427055610186
set28IT010,1.0970155128714931
set28IT013,1.0674607038800596
set28IT014,0.8639947997572173
