,PP_3907
set1IT078,-0.255
set1IT079,-0.217
set1IT080,0.111
set1IT081,-0.029
set1IT082,-0.205
set1IT083,-0.009
set1IT084,-0.205
set1IT085,-0.018
set1IT086,0.178
set1IT087,0.102
set5IT075,0.071
set5IT076,-0.363
set5IT081,-0.017
set5IT082,-0.065
set5IT083,0.007
set5IT084,-0.01
set5IT085,-0.337
set5IT086,-0.143
set5IT087,-0.224
set5IT088,-0.142
set6IT057,-0.125
set6IT059,-0.02
set6IT061,0.174
set6IT064,0.036
set6IT065,-0.328
set7IT042,0.361
set7IT044,0.265
set7IT045,0.168
set7IT055,0.128
set7IT056,-0.085
set7IT057,-0.064
set7IT062,0.053
set8IT058,-0.065
set8IT059,-0.012
set8IT060,-0.087
set8IT062,0.254
set8IT064,-0.214
set8IT070,-0.043
set8IT073,-0.133
set8IT080,0.11
set8IT081,0.096
set8IT082,0.044
set8IT084,-0.263
set8IT085,0.017
set8IT089,-0.088
set8IT090,-0.228
set8IT092,-0.137
set8IT093,-0.031
set8IT094,-0.097
set8IT095,-0.12
set8IT096,-0.071
set9IT020,-0.101
set9IT022,0.104
set9IT025,-0.163
set10IT006,-0.05
set10IT008,-0.329
set10IT010,-0.087
set10IT017,-0.252
set10IT018,-0.044
set10IT019,-0.185
set10IT020,-0.202
set10IT021,-0.224
set10IT022,-0.262
set10IT023,-0.157
set10IT024,-0.333
set10IT025,0.05
set10IT026,0.141
set10IT027,-0.224
set10IT028,-0.052
set10IT029,-0.182
set10IT031,-0.169
set10IT032,0.014
set10IT033,-0.059
set10IT034,-0.005
set10IT035,-0.406
set10IT036,-0.079
set10IT037,-0.182
set10IT043,-0.005
set10IT044,0.304
set10IT053,0.281
set12IT001,0.058
set12IT002,0.21
set12IT004,-0.114
set12IT007,0.233
set12IT008,0.08
set12IT009,0.09
set12IT014,0.062
set12IT015,-0.268
set12IT016,0.045
set12IT017,0.029
set12IT023,-0.005
set12IT024,0.082
set12IT025,0.157
set12IT026,-0.05
set12IT027,0.017
set12IT028,-0.135
set12IT029,0.061
set12IT031,0.242
set12IT032,0.303
set12IT034,-0.374
set12IT037,0.011
set12IT038,0.05
set12IT039,0.219
set12IT044,0.353
set12IT046,0.05
set12IT053,-0.085
set12IT054,-0.156
set12IT055,0.114
set12IT056,-0.036
set12IT057,0.164
set12IT058,-0.153
set12IT059,0.046
set15IT054,-0.194
set15IT057,-0.117
set15IT058,-0.197
set15IT059,-0.15
set15IT060,0.111
set15IT061,-0.18
set15IT062,-0.195
set15IT063,0.247
set15IT064,-0.332
set15IT065,-0.039
set15IT066,-0.364
set15IT067,-0.214
set15IT068,-0.13
set15IT071,-0.227
set15IT072,-0.318
set15IT073,-0.024
set15IT074,-0.294
set15IT075,-0.175
set15IT076,-0.187
set15IT077,-1.105
set15IT078,-0.15
set15IT079,0.109
set15IT080,0.314
set15IT081,-0.349
set16IT004,-0.234
set16IT005,-0.002
set16IT006,0.145
set16IT007,0.012
set16IT008,-0.093
set16IT009,0.0
set16IT010,-0.243
set16IT011,-0.429
set16IT012,-0.093
set16IT013,0.069
set16IT014,-0.081
set16IT015,-0.067
set27IT004,-0.002
set27IT005,-0.036
set27IT006,-0.167
set27IT007,0.223
set27IT008,0.051
set27IT009,-0.027
set27IT010,-0.227
set27IT011,-0.104
set27IT012,-0.035
set27IT013,-0.077
set27IT014,-0.027
set27IT015,-0.096
set27IT016,-0.073
set27IT017,-0.233
set27IT018,0.001
set27IT019,-0.02
set27IT020,0.061
set27IT021,-0.003
set27IT024,0.071
set27IT025,-0.104
set27IT028,-0.19
set27IT029,-0.137
set27IT030,-0.191
set27IT031,-0.087
set27IT032,-0.037
set27IT033,-0.086
set27IT034,0.174
set27IT035,-0.036
set27IT036,0.148
set27IT037,-0.179
set27IT038,-0.021
set27IT039,-0.245
set27IT040,-0.265
set27IT041,-0.214
set27IT042,-0.064
set27IT043,-0.134
set27IT044,-0.071
set27IT045,-0.223
set27IT046,0.019
set27IT047,-0.18
set27IT048,0.284
set27IT049,0.011
set27IT050,-0.023
set27IT051,-0.132
set27IT052,-0.089
set27IT053,0.09
set27IT054,0.025
set27IT055,-0.015
set27IT056,-0.022
set27IT057,-0.137
set27IT058,0.002
set27IT059,0.004
set27IT060,0.137
set27IT061,-0.145
set27IT062,-0.04
set27IT063,-0.387
set27IT064,-0.003
set27IT065,-0.066
set27IT066,-0.207
set27IT067,0.022
set27IT068,0.108
set27IT069,-0.083
set27IT070,-0.143
set27IT071,-0.003
set27IT072,-0.349
set27IT073,-0.072
set28IT003,0.077
set28IT004,-0.138
set28IT005,0.112
set28IT006,-0.175
set28IT007,-0.098
set28IT008,-0.08
set28IT009,-0.101
set28IT010,-0.111
set28IT013,-0.207
set28IT014,-0.042
set28IT017,0.086
set28IT018,-0.218
set28IT021,0.067
set28IT022,0.183
set28IT023,0.076
set28IT024,-0.282
set28IT027,-0.198
