,A,PP_3603
set16IT010,-0.1848007223759662,-0.99
set16IT011,0.1994307738329656,-1.812
set16IT012,-0.2020702364681458,-1.207
set16IT013,-0.0599514688347645,-0.928
set16IT014,0.4537920764757965,-0.576
set16IT015,0.5950295606953679,-0.383
set27IT004,0.1133281377031146,-0.245
set27IT005,0.4805807087561415,-0.316
set27IT006,-0.0162187256385933,-0.231
set27IT007,-0.1632418931470018,0.486
set27IT008,-0.080579449102669,-0.234
set27IT009,-0.3835206604143827,-0.557
set27IT010,-0.2607049078347136,-0.588
set27IT011,-0.3115873511285462,-0.544
set27IT012,-0.3530676955641729,0.113
set27IT013,-0.3483243310332823,0.052
set27IT014,0.510516938417791,-0.271
set27IT015,0.7353523580668718,-0.108
set27IT016,0.0951721929908795,-0.168
set27IT017,-0.5393514240502877,-0.463
set27IT018,0.5354891595880276,-0.146
set27IT019,0.0842400495689901,0.118
set27IT020,-0.5008028926727169,0.073
set27IT021,-0.4444714341661664,0.065
set27IT024,-0.1333955877712245,0.196
set27IT025,-0.1409943563822694,-0.017
set27IT028,0.2953819012775865,-1.027
set27IT029,0.4105263649168341,-0.898
set27IT030,0.1485757836213347,-0.226
set27IT031,-0.133401676473095,0.119
set27IT032,-0.5995194817137963,-0.599
set27IT033,-0.1034292719069505,-0.441
set27IT034,-0.2239035032061512,-0.249
set27IT035,-0.7045362671549162,-0.186
set27IT036,-0.2985089066872382,-0.689
set27IT037,0.1187546623284614,-0.424
set27IT038,0.184333844452472,-0.248
set27IT039,0.2875740794319285,-0.233
set27IT040,-0.1838352619969348,-0.444
set27IT041,0.0365469805757882,-0.718
set27IT042,-0.2825971114411555,-0.396
set27IT043,-0.3106191143536883,-0.427
set27IT044,-0.2970316965558988,-0.346
set27IT045,0.3620560821459942,-0.243
set27IT046,0.2385122361766186,-0.383
set27IT047,-0.1318715580519374,-0.28
set27IT048,0.4869706536759771,-0.096
set27IT049,0.0427708878340839,-0.307
set27IT050,-0.2117790875942699,-0.575
set27IT051,-0.0318926286780929,-0.659
set27IT052,0.1647125055120289,-0.232
set27IT053,0.0045919904385554,-0.291
set27IT054,0.2915729515119173,-0.063
set27IT055,-0.0271638055741731,-0.042
set27IT056,-0.1970038809329771,-0.263
set27IT057,-0.2464632644309031,-0.426
set27IT058,-0.1983942492313243,0.1
set27IT059,-0.3820050549928154,0.211
set27IT060,-0.1651456192689407,-0.339
set27IT061,-0.2594108904178319,-0.246
set27IT062,0.0687751367026112,-0.144
set27IT063,0.5871181317118223,-0.191
set27IT064,0.0724683615302856,-0.327
set27IT065,-0.1693791739351795,-0.363
set27IT066,-0.3554853235929234,0.059
set27IT067,-0.5602131204845698,0.114
set27IT068,-0.110852626859655,-0.077
set27IT069,0.1442876434321495,-0.892
set27IT070,0.2810125371219675,-0.473
set27IT071,0.2558903983444278,-0.289
set27IT072,0.0105516457576256,-0.211
set27IT073,0.0808410471269335,-0.415
set28IT003,-0.1320100862776021,-0.202
set28IT004,0.0684409370396568,-0.024
set28IT005,0.1331099006612909,-0.13
set28IT006,-0.3926794873303816,0.054
set28IT007,-0.4890283966007092,0.015
set28IT008,-0.2376062971397542,-0.079
set28IT009,0.233543072623158,-0.38
set28IT010,0.2648164464968193,0.057
set28IT013,0.1058388138215054,0.002
set28IT014,-0.2466119726425719,0.108
set28IT017,-0.0408612848767249,-0.296
set28IT018,-0.0441074872086556,-0.389
set28IT021,-0.2629361439086634,-0.149
set28IT022,-0.1622069052309072,-0.311
set28IT023,0.1260985690013755,-0.549
set28IT024,-0.0508114820144218,-0.487
set28IT027,-0.0465900697923691,-0.946
set28IT028,0.4787176510798094,-0.716
set28IT029,-0.4899731528758411,-0.05
set28IT030,-0.3415320543833176,-0.056
set28IT031,0.1627640708728614,-0.093
set28IT032,0.224528957836608,-0.439
set28IT035,-0.5728757191182415,-0.118
set28IT036,0.3881983891025501,-0.151
set28IT037,0.2549202477300408,-0.28
set28IT038,-0.0473151919057469,-0.273
set28IT039,-0.4239374643233782,-0.038
set28IT040,-0.0185712023715278,-0.023
set28IT041,-0.2867015594199616,-0.164
set28IT042,0.0914488028280696,-0.03
set28IT045,0.1042000648041138,-0.341
set28IT046,0.2995402160304728,-0.046
set29IT004,-1.4040977607475598,-1.569
set29IT005,-0.9495481002279944,-1.078
set29IT006,0.4273008493634475,-0.332
set29IT007,0.2886317725009868,-0.118
set29IT014,-0.8615075011022465,-0.584
set29IT015,-0.8281261940429276,-0.182
set29IT057,-23.09841959366736,0.799
set29IT058,-22.33507727733489,0.839
set100IT008,-0.0626328316921301,-0.254
set100IT009,0.0317286028163745,0.049
set100IT010,0.0303032268681834,-0.21
set100IT011,-0.2842853447232707,-0.299
set100IT012,-0.302261757611493,-0.204
set100IT013,-0.2852000272816231,-0.246
set100IT014,-0.5878445681482874,-0.363
set100IT015,-0.1694380988205499,-0.677
set100IT016,-0.3599393658046174,-0.526
set100IT017,0.3493512533674581,-0.004
set100IT018,-0.157656896316036,-0.107
set100IT019,-0.3285833465463513,-0.51
set100IT020,-0.0420166045422213,-0.332
set100IT021,-0.0163594671769955,-0.157
set100IT022,0.0287403455595551,-0.338
set100IT023,0.2156259924365535,-0.329
set100IT024,-0.0460735616718013,-0.098
set100IT025,-0.3807440339429145,-0.338
set100IT026,0.2680579772398161,-0.608
set100IT027,0.1785855417190232,-1.018
set100IT028,-0.1320320866860552,-0.793
set100IT029,-0.413524791953258,-0.008
set100IT030,-0.2335060965249786,-0.269
set100IT031,-0.7007952709946721,-0.208
set100IT032,-0.0894719045639236,-0.491
set100IT033,-0.32286855395284,-0.613
set100IT034,-0.2224366773786807,-0.412
set100IT035,0.0269762227127302,-0.358
set100IT036,-0.1812408946008624,-0.469
set100IT037,-0.0756570819437713,-0.585
set100IT038,-0.3373250516317922,-0.719
set100IT039,-0.7084480127557152,-0.336
set100IT040,-1.0643290433358092,-0.34
set100IT041,-0.357197383846714,-0.482
set100IT042,0.1082039482795978,-0.642
set100IT043,-0.1308066677661756,-0.574
set100IT044,-0.595997608259437,-0.345
set100IT045,-0.1023367960605033,-0.3
set100IT046,-0.4261869243401808,-0.361
set101IT007,0.0090503181012436,-0.223
set101IT008,-0.0514890975712919,-0.119
set101IT009,0.4073201398501528,-0.28
set101IT013,-0.1419366449799682,-0.265
set101IT014,-0.4794209088987584,-0.757
set101IT015,-0.2690119314643347,-0.387
set101IT016,0.0778571524298259,-0.715
set101IT017,-0.145488243714359,-0.442
set101IT018,0.6244218791993523,-0.74
set101IT019,0.2902954486806492,-0.708
set101IT020,-0.261057954225796,-0.305
set101IT021,-0.1098181605434261,-0.222
set101IT022,-0.1451715651418484,-0.221
set101IT023,0.0525362224542241,-0.447
set101IT024,0.3492827073729866,-0.19
set101IT025,-0.5242326407543341,-0.86
set101IT026,-0.0670554503541476,-0.553
set101IT027,0.4393129225267314,-0.481
set101IT028,0.5064930942012448,-0.213
set101IT029,0.5201003483281452,-0.03
set101IT030,0.3837574482418971,-0.223
set101IT031,-0.0907363661739263,-0.571
set101IT032,0.3495180948649931,-0.254
set101IT033,-0.1860802561068752,0.038
set101IT034,-0.2220812321738766,-0.38
set101IT035,-0.0962605751240289,-0.062
set101IT036,0.1089106873497159,0.205
set101IT037,-0.0675289002776325,-0.629
set101IT038,0.2744307499904151,-0.375
set101IT039,0.223566073967567,-0.589
set101IT040,-0.3004142051511085,-0.38
set101IT041,-0.4905450488381488,-0.424
set101IT042,0.050930076631551,-0.523
set101IT043,0.4470534286696778,-0.545
set101IT044,0.1456840992750182,-0.519
set101IT045,0.6621772378975213,-0.313
set101IT046,-0.2242082357204884,-1.008
set101IT047,0.7076373761478719,-0.857
set101IT048,0.4895499192448201,-0.89
