,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.045,0.04101219330881975,2.0,0.0,-0.074,1.0,-0.016,,,,
1,set1__Glucose carbon source (20mM),-0.23450000000000001,0.22273863607376249,2.0,2.0,-0.077,3.0,-0.392,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.16599999999999998,0.032526911934581196,2.0,4.0,0.189,5.0,0.143,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.201,0.04101219330881977,2.0,6.0,0.172,7.0,0.23,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.03,0.06222539674441618,2.0,8.0,0.074,9.0,-0.014,,,,
5,set5__D-Glucose carbon source,-0.1885,0.08980256121069154,2.0,10.0,-0.252,11.0,-0.125,,,,
6,set5__Levulinic Acid carbon source,0.317,0.16675530976053907,4.0,12.0,0.153,13.0,0.328,14.0,0.543,15.0,0.244
7,set5__Vanillin carbon source,-0.21200000000000002,0.08343860018001263,2.0,16.0,-0.153,17.0,-0.271,,,,
8,set5__p-Coumaric acid carbon source,0.199,0.08768124086713189,2.0,18.0,0.261,19.0,0.137,,,,
9,set6__D-Glucose carbon source,0.177,,1.0,20.0,0.177,,,,,,
10,set6__Ferulic Acid carbon source,0.365,,1.0,21.0,0.365,,,,,,
11,set6__benzoic acid carbon source,-0.02,,1.0,22.0,-0.02,,,,,,
12,set6__Valerolactam carbon source,0.074,,1.0,23.0,0.074,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.118,,1.0,24.0,0.118,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.307,,1.0,25.0,0.307,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.021,0.06505382386916236,2.0,26.0,0.067,30.0,-0.025,,,,
16,set7__Valerolactam 10 mM carbon source,-0.375,,1.0,27.0,-0.375,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.055,,1.0,28.0,0.055,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.351,0.35638181771801997,2.0,29.0,0.603,31.0,0.099,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.204,,1.0,32.0,0.204,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.056,,1.0,33.0,-0.056,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.392,,1.0,34.0,0.392,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.04400000000000001,0.5572001435749995,2.0,35.0,0.35,47.0,-0.438,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.3325,0.0035355339059327407,2.0,36.0,0.33,49.0,0.335,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.059,,1.0,37.0,0.059,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.144,,1.0,38.0,0.144,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.103,,1.0,39.0,0.103,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.119,,1.0,40.0,0.119,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.472,,1.0,41.0,0.472,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.054,,1.0,42.0,0.054,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.068,,1.0,43.0,0.068,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.135,,1.0,44.0,-0.135,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.147,,1.0,45.0,-0.147,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.419,,1.0,46.0,0.419,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.111,,1.0,48.0,0.111,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.365,,1.0,50.0,-0.365,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.136,,1.0,51.0,0.136,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.111,,1.0,52.0,-0.111,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.209,,1.0,53.0,-0.209,,,,,,
39,set10__L-Arginine carbon source,-0.046,,1.0,54.0,-0.046,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.066,,1.0,55.0,-0.066,,,,,,
41,set10__L-Histidine carbon source,-0.466,,1.0,56.0,-0.466,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.44,,1.0,57.0,0.44,,,,,,
