,PP_0083
set1IT078,-4.712
set1IT079,-4.927
set1IT080,-4.552
set1IT081,-4.112
set1IT082,-4.013
set1IT083,-3.919
set1IT084,-4.214
set1IT085,-4.79
set1IT086,-2.779
set1IT087,-3.32
set5IT075,-5.8
set5IT076,-5.245
set5IT081,-5.216
set5IT082,-4.287
set5IT083,-4.332
set5IT084,-4.678
set5IT085,-5.896
set5IT086,-4.771
set5IT087,-5.742
set5IT088,-6.105
set6IT057,-2.363
set6IT059,-2.25
set6IT061,-0.541
set6IT064,-0.832
set6IT065,-1.289
set7IT042,-2.205
set7IT044,-4.144
set7IT045,-4.165
set7IT055,-4.999
set7IT056,-4.77
set7IT057,-4.21
set7IT062,-4.45
set8IT058,-1.833
set8IT059,-2.632
set8IT060,-1.09
set8IT062,-1.425
set8IT064,-1.133
set8IT070,-3.308
set8IT073,-0.576
set8IT080,-0.856
set8IT081,-2.515
set8IT082,-0.773
set8IT084,-1.783
set8IT085,-1.443
set8IT089,-2.036
set8IT090,-3.174
set8IT092,-1.269
set8IT093,-0.944
set8IT094,-1.603
set8IT095,-1.044
set8IT096,-1.724
set9IT020,1.497
set9IT022,1.261
set9IT025,2.731
set10IT006,-5.121
set10IT008,-2.966
set10IT010,-5.706
set10IT017,-0.039
set10IT018,-0.207
set10IT019,0.102
set10IT020,-0.3
set10IT021,-0.065
set10IT022,-0.126
set10IT023,-0.181
set10IT024,-0.161
set10IT025,-0.002
set10IT026,0.083
set10IT027,-0.174
set10IT028,-0.047
set10IT029,-0.161
set10IT031,0.107
set10IT032,-0.01
set10IT033,0.09
set10IT034,-4.318
set10IT035,0.147
set10IT036,-0.339
set10IT037,-0.259
set10IT043,-3.776
set10IT044,-3.934
set10IT053,-2.755
set12IT001,-4.22
set12IT002,-5.432
set12IT004,-4.999
set12IT007,-4.015
set12IT008,-5.073
set12IT009,-4.311
set12IT014,-4.597
set12IT015,-5.234
set12IT016,-4.629
set12IT017,-5.191
set12IT023,-5.195
set12IT024,-5.125
set12IT025,-4.475
set12IT026,-4.987
set12IT027,-5.408
set12IT028,-4.748
set12IT029,-4.894
set12IT031,-4.798
set12IT032,-5.351
set12IT034,-3.855
set12IT037,-4.298
set12IT038,-4.26
set12IT039,-4.289
set12IT044,-5.397
set12IT046,-4.839
set12IT053,-5.307
set12IT054,-5.363
set12IT055,-5.349
set12IT056,-4.932
set12IT057,-4.951
set12IT058,-4.934
set12IT059,-4.808
set15IT054,-3.077
set15IT057,-4.077
set15IT058,-4.36
set15IT059,-5.077
set15IT060,-2.846
set15IT061,-4.641
set15IT062,-4.422
set15IT063,-5.421
set15IT064,-4.645
set15IT065,-3.469
set15IT066,-5.61
set15IT067,-4.862
set15IT068,-3.814
set15IT071,-4.036
set15IT072,-4.16
set15IT073,-5.608
set15IT074,-3.644
set15IT075,-4.741
set15IT076,-5.459
set15IT077,-5.477
set15IT078,-5.624
set15IT079,-3.574
set15IT080,-3.995
set15IT081,-5.822
set16IT004,-5.549
set16IT005,-5.036
set16IT006,-5.118
set16IT007,-3.398
set16IT008,-5.09
set16IT009,-4.975
set16IT010,-3.691
set16IT011,-5.271
set16IT012,-4.937
set16IT013,-4.81
set16IT014,-4.632
set16IT015,-4.771
set27IT004,-6.441
set27IT005,-5.774
set27IT006,-2.612
set27IT007,-2.403
set27IT008,-5.827
set27IT009,-6.244
set27IT010,-5.767
set27IT011,-6.281
set27IT012,-5.392
set27IT013,-6.141
set27IT014,-5.67
set27IT015,-6.2
set27IT016,-6.021
set27IT017,-6.119
set27IT018,-5.336
set27IT019,-6.185
set27IT020,-3.91
set27IT021,-4.156
set27IT024,-3.802
set27IT025,-1.62
set27IT028,-4.528
set27IT029,-4.651
set27IT030,-5.234
set27IT031,-5.282
set27IT032,-6.119
set27IT033,-5.963
set27IT034,-5.018
set27IT035,-5.491
set27IT036,-5.711
set27IT037,-5.827
set27IT038,-5.685
set27IT039,-5.449
set27IT040,-5.93
set27IT041,-5.063
set27IT042,-5.644
set27IT043,-5.86
set27IT044,-5.22
set27IT045,-5.809
set27IT046,-6.395
set27IT047,-5.207
set27IT048,-2.718
set27IT049,-1.857
set27IT050,-6.412
set27IT051,-5.549
set27IT052,-5.782
set27IT053,-5.238
set27IT054,-5.361
set27IT055,-5.485
set27IT056,-5.823
set27IT057,-5.836
set27IT058,-2.796
set27IT059,-2.543
set27IT060,-5.952
set27IT061,-5.645
set27IT062,-5.607
set27IT063,-5.486
set27IT064,-6.002
set27IT065,-5.577
set27IT066,-5.997
set27IT067,-5.698
set27IT068,-3.875
set27IT069,-4.514
set27IT070,-4.926
set27IT071,-5.644
set27IT072,-5.916
set27IT073,-5.669
set28IT003,-4.729
set28IT004,-4.451
set28IT005,-3.335
set28IT006,-4.443
set28IT007,-3.832
set28IT008,-3.547
set28IT009,-3.743
set28IT010,-4.714
set28IT013,-3.683
set28IT014,-3.396
set28IT017,-4.873
set28IT018,-4.343
set28IT021,-4.243
set28IT022,-4.366
set28IT023,-4.42
set28IT024,-3.798
set28IT027,-3.587
set28IT028,-4.179
set28IT029,-3.657
set28IT030,-3.533
set28IT031,-4.037
set28IT032,-4.31
set28IT035,-3.636
set28IT036,-3.735
set28IT037,-4.107
set28IT038,-4.162
set28IT039,-4.105
set28IT040,-3.926
set28IT041,-4.215
set28IT042,-4.462
set28IT045,-3.552
set28IT046,-4.087
set29IT004,-3.72
set29IT005,-3.799
set29IT006,-3.963
set29IT007,-3.899
set29IT014,-3.929
set29IT015,-3.924
set29IT057,-3.932
set29IT058,-3.881
set100IT008,-4.881
set100IT009,-6.43
set100IT010,-5.253
set100IT011,-4.824
set100IT012,-4.434
set100IT013,-4.747
set100IT014,-5.214
set100IT015,-5.097
set100IT016,-5.397
set100IT017,-6.278
set100IT018,-5.053
set100IT019,-6.068
set100IT020,-6.214
set100IT021,-5.696
set100IT022,-5.563
set100IT023,-4.819
set100IT024,-5.158
set100IT025,-5.094
set100IT026,-4.337
set100IT027,-3.69
set100IT028,-4.887
set100IT029,-5.863
set100IT030,-4.213
set100IT031,-5.291
set100IT032,-4.759
set100IT033,-4.59
set100IT034,-5.323
set100IT035,-4.425
set100IT036,-5.002
set100IT037,-5.41
set100IT038,-6.251
set100IT039,-4.61
set100IT040,-4.972
set100IT041,-4.721
set100IT042,-6.743
set100IT043,-6.188
set100IT044,-6.087
set100IT045,-5.399
set100IT046,-5.62
set101IT007,-4.072
set101IT008,-8.155
set101IT009,-5.134
set101IT013,-13.347
set101IT014,-6.456
set101IT015,-11.055
set101IT016,-5.406
set101IT017,-4.88
set101IT018,-4.891
set101IT019,-7.723
set101IT020,-6.997
set101IT021,-5.173
set101IT022,-6.657
set101IT023,-5.589
set101IT024,-7.532
set101IT025,-6.918
set101IT026,-5.546
set101IT027,-4.333
set101IT028,-4.748
set101IT029,-4.283
set101IT030,-3.495
set101IT031,-7.504
set101IT032,-7.018
set101IT033,-4.474
set101IT034,-5.653
set101IT035,-4.804
set101IT036,-4.725
set101IT037,-4.826
set101IT038,-4.941
set101IT039,-3.748
set101IT040,-5.92
set101IT041,-5.39
set101IT042,-5.21
set101IT043,-5.51
set101IT044,-5.405
set101IT045,-5.163
set101IT046,-4.216
set101IT047,-5.082
set101IT048,-5.557
