,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.017,0.0565685424949238,2.0,0.0,0.023,1.0,-0.057,,,,
1,set1__Glucose carbon source (20mM),0.172,0.02828427124746191,2.0,2.0,0.192,3.0,0.152,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.0010000000000000009,0.2262741699796952,2.0,4.0,0.161,5.0,-0.159,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.057999999999999996,0.11879393923933998,2.0,6.0,0.142,7.0,-0.026,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.36250000000000004,0.44618437892871154,2.0,8.0,-0.047,9.0,-0.678,,,,
5,set5__D-Glucose carbon source,0.2635,0.10677312395916869,2.0,10.0,0.188,11.0,0.339,,,,
6,set5__Levulinic Acid carbon source,0.28275,0.06949520367142854,4.0,12.0,0.341,13.0,0.185,14.0,0.322,15.0,0.283
7,set5__Vanillin carbon source,-0.08199999999999999,0.312541197284454,2.0,16.0,0.139,17.0,-0.303,,,,
8,set5__p-Coumaric acid carbon source,-0.054000000000000006,0.1159655121145938,2.0,18.0,0.028,19.0,-0.136,,,,
9,set6__D-Glucose carbon source,-0.105,,1.0,20.0,-0.105,,,,,,
10,set6__Ferulic Acid carbon source,0.045,,1.0,21.0,0.045,,,,,,
11,set6__benzoic acid carbon source,0.022,,1.0,22.0,0.022,,,,,,
12,set6__Valerolactam carbon source,0.03,,1.0,23.0,0.03,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.008,,1.0,24.0,-0.008,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.477,,1.0,25.0,-0.477,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.317,0.06081118318204306,2.0,26.0,-0.36,30.0,-0.274,,,,
16,set7__Valerolactam 10 mM carbon source,-0.71,,1.0,27.0,-0.71,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.02,,1.0,28.0,-0.02,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.061,0.2729432175380074,2.0,29.0,-0.132,31.0,0.254,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.178,,1.0,32.0,0.178,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.14,,1.0,33.0,0.14,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.413,,1.0,34.0,0.413,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.184,0.2644579361637688,2.0,35.0,0.003,47.0,-0.371,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.178,0.0014142135623730963,2.0,36.0,-0.179,49.0,-0.177,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.291,,1.0,37.0,0.291,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.312,,1.0,38.0,0.312,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.304,,1.0,39.0,0.304,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.203,,1.0,40.0,-0.203,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.575,,1.0,41.0,0.575,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.503,,1.0,42.0,-0.503,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.402,,1.0,43.0,-0.402,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.059,,1.0,44.0,-0.059,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.528,,1.0,45.0,0.528,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.083,,1.0,46.0,-0.083,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.101,,1.0,48.0,0.101,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.193,,1.0,50.0,0.193,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.301,,1.0,51.0,0.301,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.391,,1.0,52.0,-0.391,,,,,,
