,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.11649999999999999,0.03747665940288701,2.0,0.0,-0.09,1.0,-0.143,,,,
1,set1__Glucose carbon source (20mM),-0.158,0.1131370849898476,2.0,2.0,-0.078,3.0,-0.238,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.045,0.05939696961966999,2.0,4.0,0.087,5.0,0.003,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.625,0.10465180361560897,2.0,6.0,-0.551,7.0,-0.699,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.1825,0.13222896808188442,2.0,8.0,-0.089,9.0,-0.276,,,,
5,set5__D-Glucose carbon source,-0.07050000000000001,0.2170817818242701,2.0,10.0,-0.224,11.0,0.083,,,,
6,set5__Levulinic Acid carbon source,-0.36550000000000005,0.44963281315609815,4.0,12.0,-0.727,13.0,-0.769,14.0,-0.084,15.0,0.118
7,set5__Vanillin carbon source,-0.2255,0.051618795026617974,2.0,16.0,-0.262,17.0,-0.189,,,,
8,set5__p-Coumaric acid carbon source,0.02,0.10040916292848974,2.0,18.0,-0.051,19.0,0.091,,,,
9,set6__D-Glucose carbon source,0.351,,1.0,20.0,0.351,,,,,,
10,set6__Ferulic Acid carbon source,-0.341,,1.0,21.0,-0.341,,,,,,
11,set6__benzoic acid carbon source,0.553,,1.0,22.0,0.553,,,,,,
12,set6__Valerolactam carbon source,0.062,,1.0,23.0,0.062,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.718,,1.0,24.0,-0.718,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,1.075,,1.0,25.0,1.075,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.257,0.4553767670841366,2.0,26.0,-0.579,30.0,0.065,,,,
16,set7__Valerolactam 10 mM carbon source,0.584,,1.0,27.0,0.584,,,,,,
