,PP_0359
set1IT078,0.268
set1IT079,0.169
set1IT080,0.239
set1IT081,0.049
set1IT082,-0.066
set1IT083,-0.001
set1IT084,0.235
set1IT085,0.489
set1IT086,-0.051
set1IT087,0.144
set5IT075,0.175
set5IT076,0.055
set5IT081,0.091
set5IT082,-0.009
set5IT083,0.216
set5IT084,0.12
set5IT085,0.19
set5IT086,0.132
set5IT087,0.002
set5IT088,0.176
set6IT057,0.034
set6IT059,0.161
set6IT061,-0.022
set6IT064,0.048
set6IT065,0.015
set7IT042,0.054
set7IT044,0.041
set7IT045,-0.136
set7IT055,-0.099
set7IT056,0.028
set7IT057,-0.08
set7IT062,0.308
set8IT058,0.125
set8IT059,0.011
set8IT060,0.34
set8IT062,0.054
set8IT064,0.152
set8IT070,-0.052
set8IT073,-0.041
set8IT080,0.046
set8IT081,-0.001
set8IT082,0.009
set8IT084,-0.077
set8IT085,0.019
set8IT089,0.076
set8IT090,-0.021
set8IT092,0.194
set8IT093,-0.016
set8IT094,0.033
set8IT095,0.096
set8IT096,-0.068
set9IT020,-0.092
set9IT022,-0.135
set9IT025,-0.081
set10IT006,-0.088
set10IT008,-0.06
set10IT010,-0.134
set10IT017,-0.077
set10IT018,0.025
set10IT019,0.009
set10IT020,-0.006
set10IT021,-0.301
set10IT022,-0.077
set10IT023,-0.044
set10IT024,0.037
set10IT025,-0.102
set10IT026,0.067
set10IT027,0.05
set10IT028,0.065
set10IT029,0.079
set10IT031,0.009
set10IT032,0.005
set10IT033,0.059
set10IT034,0.069
set10IT035,-0.054
set10IT036,-0.13
set10IT037,-0.041
set10IT043,-0.008
set10IT044,-0.054
set10IT053,-0.148
set12IT001,0.188
set12IT002,0.039
set12IT004,0.13
set12IT007,0.146
set12IT008,-0.086
set12IT009,-0.207
set12IT014,0.014
set12IT015,0.165
set12IT016,0.049
set12IT017,0.144
set12IT023,0.05
set12IT024,0.098
set12IT025,0.057
set12IT026,-0.024
set12IT027,-0.011
set12IT028,0.089
set12IT029,-0.064
set12IT031,0.054
set12IT032,0.11
set12IT034,0.072
set12IT037,0.079
set12IT038,0.053
set12IT039,-0.003
set12IT044,0.196
set12IT046,-0.011
set12IT053,-0.162
set12IT054,0.156
set12IT055,-0.031
set12IT056,0.042
set12IT057,-0.006
set12IT058,0.06
set12IT059,0.07
set15IT054,-0.035
set15IT057,0.123
set15IT058,0.146
set15IT059,0.008
set15IT060,0.208
set15IT061,-0.067
set15IT062,0.042
set15IT063,0.183
set15IT064,0.118
set15IT065,0.121
set15IT066,0.097
set15IT067,0.097
set15IT068,-0.068
set15IT071,0.065
set15IT072,0.071
set15IT073,-0.024
set15IT074,0.165
set15IT075,0.073
set15IT076,0.064
set15IT077,0.184
set15IT078,0.121
set15IT079,-0.084
set15IT080,0.18
set15IT081,0.063
set16IT004,0.064
set16IT005,0.113
set16IT006,0.073
set16IT007,-0.068
set16IT008,0.026
set16IT009,0.095
set16IT010,-0.066
set16IT011,-0.155
set16IT012,0.179
set16IT013,0.067
set16IT014,0.041
set16IT015,0.026
set27IT004,0.092
set27IT005,0.109
set27IT006,0.087
set27IT007,-0.013
set27IT008,-0.045
set27IT009,-0.015
set27IT010,0.057
set27IT011,0.111
set27IT012,0.058
set27IT013,0.002
set27IT014,0.098
set27IT015,0.037
set27IT016,0.055
set27IT017,-0.237
set27IT018,0.099
set27IT019,0.217
set27IT020,0.007
set27IT021,-0.057
set27IT024,-0.058
set27IT025,0.121
set27IT028,-0.025
set27IT029,0.198
set27IT030,0.103
set27IT031,-0.052
set27IT032,0.136
set27IT033,0.053
set27IT034,0.125
set27IT035,0.024
set27IT036,0.116
set27IT037,0.035
set27IT038,0.13
set27IT039,-0.003
set27IT040,-0.077
set27IT041,-0.042
set27IT042,0.18
set27IT043,0.115
set27IT044,-0.005
set27IT045,0.116
set27IT046,-0.036
set27IT047,0.185
set27IT048,0.059
set27IT049,0.02
set27IT050,0.027
set27IT051,0.048
set27IT052,0.092
set27IT053,-0.021
set27IT054,0.122
set27IT055,0.069
set27IT056,0.065
set27IT057,0.036
set27IT058,-0.042
set27IT059,0.007
set27IT060,0.057
set27IT061,0.104
set27IT062,-0.046
set27IT063,0.104
set27IT064,-0.077
set27IT065,0.061
set27IT066,0.038
set27IT067,0.243
set27IT068,0.066
set27IT069,-0.061
set27IT070,0.048
set27IT071,0.032
set27IT072,0.121
set27IT073,0.062
set28IT003,0.177
set28IT004,0.238
set28IT005,0.032
set28IT006,0.161
set28IT007,0.079
set28IT008,0.18
set28IT009,0.122
set28IT010,-0.008
set28IT013,-0.113
set28IT014,0.121
set28IT017,-0.02
set28IT018,0.178
set28IT021,-0.02
set28IT022,0.067
