,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-1.3275153026209958,0.21083419846346746,2.0,0.0,-1.476597594060544,1.0,-1.1784330111814476,,,,
1,set1__Glucose carbon source (20mM),-0.9250351748134168,0.7065964427382965,2.0,2.0,-1.4246743110359583,3.0,-0.4253960385908753,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-26.8486057387208,0.6798565028966312,2.0,4.0,-27.32933688215278,5.0,-26.36787459528882,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-1.8690560987913358,0.18850791897388045,2.0,6.0,-1.7357608709775407,7.0,-2.002351326605131,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-2.126174765061098,0.13761151034923017,2.0,8.0,-2.223480797198361,9.0,-2.028868732923834,,,,
5,set5__D-Glucose carbon source,0.34848305549729364,0.19650745894804333,2.0,10.0,0.4874348122731922,11.0,0.2095312987213951,,,,
6,set5__Levulinic Acid carbon source,-0.4088750098821573,0.7212211079251657,4.0,12.0,-0.0181585602303997,13.0,0.3954925332326742,14.0,-0.8536094537330605,15.0,-1.1592245587978431
7,set5__Vanillin carbon source,0.2831443908820682,0.30305537777026886,2.0,16.0,0.0688518781856602,17.0,0.4974369035784762,,,,
8,set5__p-Coumaric acid carbon source,-0.7811116974326989,0.9068487133460398,2.0,18.0,-0.1398728227154186,19.0,-1.4223505721499792,,,,
9,set6__D-Glucose carbon source,-0.0614347246725404,,1.0,20.0,-0.0614347246725404,,,,,,
10,set6__Ferulic Acid carbon source,-1.3322665022041509,,1.0,21.0,-1.3322665022041509,,,,,,
11,set6__benzoic acid carbon source,-0.8897280121668656,,1.0,22.0,-0.8897280121668656,,,,,,
12,set6__Valerolactam carbon source,-0.6134071942438336,,1.0,23.0,-0.6134071942438336,,,,,,
13,set6__D-Glucuronic Acid carbon source,-1.5649365450729646,,1.0,24.0,-1.5649365450729646,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-1.49117843912076,,1.0,25.0,-1.49117843912076,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-1.0981945265181479,0.023252464629356283,2.0,26.0,-1.0817525510994297,30.0,-1.114636501936866,,,,
