,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.065,0.13576450198781712,2.0,0.0,0.161,1.0,-0.031,,,,
1,set1__Glucose carbon source (20mM),-0.022,0.007071067811865474,2.0,2.0,-0.027,3.0,-0.017,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.0635,0.09121677477306463,2.0,4.0,0.001,5.0,-0.128,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.065,0.13152186130069785,2.0,6.0,-0.158,7.0,0.028,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.024999999999999998,0.07071067811865477,2.0,8.0,-0.075,9.0,0.025,,,,
5,set5__D-Glucose carbon source,0.06,0.009899494936611668,2.0,10.0,0.067,11.0,0.053,,,,
6,set5__Levulinic Acid carbon source,0.0145,0.08406941576261052,4.0,12.0,-0.058,13.0,-0.036,14.0,0.13,15.0,0.022
7,set5__Vanillin carbon source,-0.041,0.008485281374238568,2.0,16.0,-0.035,17.0,-0.047,,,,
8,set5__p-Coumaric acid carbon source,-0.11399999999999999,0.0579827560572969,2.0,18.0,-0.155,19.0,-0.073,,,,
9,set6__D-Glucose carbon source,0.196,,1.0,20.0,0.196,,,,,,
10,set6__Ferulic Acid carbon source,-0.048,,1.0,21.0,-0.048,,,,,,
11,set6__benzoic acid carbon source,0.116,,1.0,22.0,0.116,,,,,,
12,set6__Valerolactam carbon source,0.094,,1.0,23.0,0.094,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.101,,1.0,24.0,0.101,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.035,,1.0,25.0,-0.035,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.2075,0.10960155108391484,2.0,26.0,-0.13,30.0,-0.285,,,,
16,set7__Valerolactam 10 mM carbon source,-0.12,,1.0,27.0,-0.12,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.204,,1.0,28.0,0.204,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.2195,0.28213560569343243,2.0,29.0,-0.02,31.0,-0.419,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.091,,1.0,32.0,-0.091,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.111,,1.0,33.0,-0.111,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.112,,1.0,34.0,-0.112,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.15350000000000003,0.34011836175072935,2.0,35.0,-0.394,47.0,0.087,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.2755,0.23263813101037414,2.0,36.0,-0.111,49.0,-0.44,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.149,,1.0,37.0,-0.149,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.249,,1.0,38.0,-0.249,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.132,,1.0,39.0,0.132,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.176,,1.0,40.0,-0.176,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.108,,1.0,41.0,-0.108,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.035,,1.0,42.0,0.035,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.43,,1.0,43.0,-0.43,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.032,,1.0,44.0,-0.032,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.099,,1.0,45.0,-0.099,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.367,,1.0,46.0,-0.367,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.223,,1.0,48.0,-0.223,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.3,,1.0,50.0,-0.3,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.035,,1.0,51.0,-0.035,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.189,,1.0,52.0,-0.189,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.022,,1.0,53.0,0.022,,,,,,
39,set10__L-Arginine carbon source,0.271,,1.0,54.0,0.271,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.021,,1.0,55.0,-0.021,,,,,,
41,set10__L-Histidine carbon source,0.011,,1.0,56.0,0.011,,,,,,
