,PP_0965
set1IT078,-4.493
set1IT079,-4.948
set1IT080,-4.519
set1IT081,-4.435
set1IT082,-3.668
set1IT083,-3.459
set1IT084,-4.638
set1IT085,-4.122
set1IT086,-3.149
set1IT087,-2.902
set5IT075,-5.093
set5IT076,-4.312
set5IT081,-5.817
set5IT082,-4.139
set5IT083,-4.826
set5IT084,-4.272
set5IT085,-4.891
set5IT086,-5.352
set5IT087,-4.434
set5IT088,-3.954
set6IT057,-2.43
set6IT059,-2.91
set6IT061,-2.481
set6IT064,-1.895
set6IT065,-2.556
set7IT042,-4.256
set7IT044,-3.892
set7IT045,-2.502
set7IT055,-3.534
set7IT056,-3.129
set7IT057,-3.22
set7IT062,-3.758
set8IT058,-2.229
set8IT059,-3.715
set8IT060,-3.612
set8IT062,-3.928
set8IT064,-3.573
set8IT070,-3.142
set8IT073,-2.902
set8IT080,-1.849
set8IT081,-3.429
set8IT082,-3.139
set8IT084,-4.035
set8IT085,-3.626
set8IT089,-2.855
set8IT090,-4.012
set8IT092,-3.575
set8IT093,-4.104
set8IT094,-3.748
set8IT095,-3.336
set8IT096,-3.815
set9IT020,0.948
set9IT022,0.851
set9IT025,1.988
set10IT006,-1.881
set10IT008,-2.979
set10IT010,0.219
set10IT017,-0.123
set10IT018,-0.796
set10IT019,-0.347
set10IT020,-0.281
set10IT021,0.644
set10IT022,-0.168
set10IT023,-0.48
set10IT024,-0.486
set10IT025,-4.113
set10IT026,-0.533
set10IT027,-0.003
set10IT028,-0.41
set10IT029,0.112
set10IT031,-0.313
set10IT032,-0.431
set10IT033,0.276
set10IT034,-0.553
set10IT035,-0.239
set10IT036,-0.515
set10IT037,-0.151
set10IT043,-3.455
set10IT044,-2.307
set10IT053,-2.524
set12IT001,-5.59
set12IT002,-5.013
set12IT004,-4.622
set12IT007,-3.423
set12IT008,-4.226
set12IT009,-5.214
set12IT014,-6.428
set12IT015,-5.437
set12IT016,-5.616
set12IT017,-5.552
set12IT023,-5.637
set12IT024,-5.4
set12IT025,-5.408
set12IT026,-5.328
set12IT027,-4.618
set12IT028,-4.782
set12IT029,-6.122
set12IT031,-5.327
set12IT032,-4.65
set12IT034,-4.46
set12IT037,-3.928
set12IT038,-5.404
set12IT039,-4.877
set12IT044,-4.794
set12IT046,-5.824
set12IT053,-5.599
set12IT054,-5.428
set12IT055,-5.12
set12IT056,-5.337
set12IT057,-5.053
set12IT058,-5.21
set12IT059,-5.877
set15IT054,-1.942
set15IT057,-3.953
set15IT058,-3.654
set15IT059,-4.631
set15IT060,-3.021
set15IT061,-4.414
set15IT062,-4.055
set15IT063,-2.936
set15IT064,-4.37
set15IT065,-2.742
set15IT066,-5.793
set15IT067,-4.282
set15IT068,-2.96
set15IT071,-2.35
set15IT072,-4.043
set15IT073,-4.789
set15IT074,-2.619
set15IT075,-3.655
set15IT076,-4.45
set15IT077,-3.284
set15IT078,-4.81
set15IT079,-3.085
set15IT080,-3.881
set15IT081,-4.251
set16IT004,-3.71
set16IT005,-3.521
set16IT006,-4.257
set16IT007,-2.759
set16IT008,-3.938
set16IT009,-3.326
set16IT010,-2.88
set16IT011,-4.254
set16IT012,-3.252
set16IT013,-2.812
set16IT014,-3.465
set16IT015,-2.858
set27IT004,-4.081
set27IT005,-4.102
set27IT006,-0.874
set27IT007,-0.836
set27IT008,-4.403
set27IT009,-3.812
set27IT010,-4.01
set27IT011,-3.967
set27IT012,-4.772
set27IT013,-4.872
set27IT014,-4.748
set27IT015,-4.511
set27IT016,-4.331
set27IT017,-3.662
set27IT018,-4.154
set27IT019,-4.47
set27IT020,-2.412
set27IT021,-2.356
set27IT024,-1.035
set27IT025,-0.687
set27IT028,-3.861
set27IT029,-3.671
set27IT030,-2.765
set27IT031,-2.516
set27IT032,-4.263
set27IT033,-4.934
set27IT034,-4.187
set27IT035,-4.076
set27IT036,-5.224
set27IT037,-4.66
set27IT038,-3.967
set27IT039,-3.881
set27IT040,-4.486
set27IT041,-5.097
set27IT042,-5.567
set27IT043,-4.803
set27IT044,-4.39
set27IT045,-4.131
set27IT046,-4.752
set27IT047,-4.676
set27IT048,-0.718
set27IT049,-0.598
set27IT050,-5.573
set27IT051,-5.081
set27IT052,-3.887
set27IT053,-3.936
set27IT054,-4.395
set27IT055,-4.406
set27IT056,-5.178
set27IT057,-4.145
set27IT058,-1.272
set27IT059,-1.245
set27IT060,-4.01
set27IT061,-4.051
set27IT062,0.052
set27IT063,0.106
set27IT064,-2.858
set27IT065,-3.083
set27IT066,-3.72
set27IT067,-3.723
set27IT068,-3.022
set27IT069,-1.364
set27IT070,-2.408
set27IT071,-2.848
set27IT072,-3.84
set27IT073,-4.904
set28IT003,-3.767
set28IT004,-3.594
set28IT005,-3.31
set28IT006,-3.727
set28IT007,-2.876
set28IT008,-3.024
set28IT009,-3.169
set28IT010,-3.425
set28IT013,-3.0
set28IT014,-2.931
set28IT017,-3.778
set28IT018,-2.897
set28IT021,-3.184
set28IT022,-3.483
set28IT023,-3.479
set28IT024,-3.514
set28IT027,-3.951
set28IT028,-4.892
set28IT029,-3.412
set28IT030,-3.739
set28IT031,-3.995
set28IT032,-4.381
set28IT035,-3.904
set28IT036,-3.494
set28IT037,-3.287
set28IT038,-3.391
set28IT039,-3.174
set28IT040,-3.113
set28IT041,-3.67
set28IT042,-3.16
set28IT045,-3.004
set28IT046,-3.408
set29IT004,-5.057
set29IT005,-5.742
set29IT006,-4.558
set29IT007,-4.975
set29IT014,-4.269
set29IT015,-5.066
set29IT057,-4.93
set29IT058,-4.036
set100IT008,-5.025
set100IT009,-5.673
set100IT010,-4.925
set100IT011,-5.373
set100IT012,-5.856
set100IT013,-5.468
set100IT014,-6.394
set100IT015,-7.241
set100IT016,-7.452
set100IT017,-7.932
set100IT018,-11.612
set100IT019,-7.136
set100IT020,-5.135
set100IT021,-6.656
set100IT022,-5.591
set100IT023,-7.475
set100IT024,-8.898
set100IT025,-6.089
set100IT026,-5.907
set100IT027,-6.731
set100IT028,-6.719
set100IT029,-7.372
set100IT030,-8.369
set100IT031,-7.261
set100IT032,-6.475
set100IT033,-7.009
set100IT034,-7.87
set100IT035,-7.763
set100IT036,-9.788
set100IT037,-7.147
set100IT038,-4.249
set100IT039,-5.605
set100IT040,-5.743
set100IT041,-8.443
set100IT042,-9.455
set100IT043,-7.332
set100IT044,-4.873
set100IT045,-6.148
set100IT046,-4.88
set101IT007,-5.13
set101IT008,-7.519
set101IT009,-7.211
set101IT013,-9.458
set101IT014,-7.426
set101IT015,-6.797
set101IT016,-6.534
set101IT017,-5.995
set101IT018,-6.743
set101IT019,-5.542
set101IT020,-5.737
set101IT021,-7.124
set101IT022,-7.868
set101IT023,-5.864
set101IT024,-5.126
set101IT025,-5.434
set101IT026,-5.501
set101IT027,-4.307
set101IT028,-3.498
set101IT029,-3.914
set101IT030,-3.387
set101IT031,-5.312
set101IT032,-6.136
set101IT033,-4.256
set101IT034,-5.801
set101IT035,-4.147
set101IT036,-4.142
set101IT037,-4.608
set101IT038,-5.851
set101IT039,-4.494
set101IT040,-4.831
set101IT041,-6.161
set101IT042,-5.324
set101IT043,-6.94
set101IT044,-6.409
set101IT045,-6.099
set101IT046,-7.394
set101IT047,-7.117
set101IT048,-6.965
