k,name,in_iM,gene_weight,regulator,function,category
30,fModule_31,False,-0.0415284415999369,,,
46,fModule_47,False,-0.039852436976383,,,
50,fModule_51,False,-0.0381535389396551,,,
54,fModule_55,False,-0.037327370975439,,,
42,fModule_43,False,-0.0357530772026536,PhhR,,
12,fModule_13,False,0.0308327272596949,ModR,,
60,fModule_61,False,0.029130166495454,,,
64,fModule_65,False,0.0284356739190682,DctD-II,,
38,fModule_39,False,0.0267107998374648,,,
68,fModule_69,False,-0.0266489530566525,,,
80,fModule_81,False,-0.0231112499747858,,,
0,fModule_1,False,0.0230360363569659,,,
18,fModule_19,False,0.0227553260421007,,,
55,fModule_56,False,0.0225614462810903,PydR,,
59,fModule_60,False,-0.0224047314768912,,,
17,fModule_18,False,0.0213136740250689,,,
29,fModule_30,False,0.0208553518458382,HutC,,
4,fModule_5,False,0.0208169611643636,BenR,,
44,fModule_45,False,-0.019803590416575,,,
48,fModule_49,False,-0.0189527178912664,,,
13,fModule_14,False,-0.018460596068626,PP_3359,,
51,fModule_52,False,-0.0182967060843644,FleQ,,
65,fModule_66,False,-0.0178063671456796,,,
81,fModule_82,False,0.0177563110412579,,,
71,fModule_72,False,-0.016802439558199,,,
69,fModule_70,False,0.0167347756990161,,,
24,fModule_25,False,0.0165836635837337,PrpR,,
7,fModule_8,False,-0.0149312101924411,GltR-II,,
45,fModule_46,False,0.0147960163469986,,,
82,fModule_83,False,-0.0144972241139777,,,
20,fModule_21,False,0.0138162401317467,,,
41,fModule_42,False,0.0135095322546289,,,
83,fModule_84,False,-0.0130612978521543,,,
79,fModule_80,False,-0.0123747774113288,,,
26,fModule_27,False,0.0121446286501203,,,
2,fModule_3,False,-0.0117655084773225,,,
43,fModule_44,False,-0.0114358153585523,,,
58,fModule_59,False,-0.0110440493149794,,,
76,fModule_77,False,0.0107383701278418,PsrA,,
15,fModule_16,False,0.0106601464363719,PcaR,,
75,fModule_76,False,0.0106056022661934,,,
23,fModule_24,False,-0.0105714395431368,,,
40,fModule_41,False,-0.0100146283014614,,,
72,fModule_73,False,0.0099352173550017,RpoD,,
36,fModule_37,False,-0.0092854771071767,,,
6,fModule_7,False,-0.0091679996887646,GbdR,,
70,fModule_71,False,-0.0090434413560417,,,
57,fModule_58,False,0.0086086696666692,PrpR,,
34,fModule_35,False,-0.0082878299770423,,,
37,fModule_38,False,-0.0079561372863617,,,
49,fModule_50,False,0.0074826087779217,PP_2046,,
62,fModule_63,False,-0.0074521443222277,,,
73,fModule_74,False,0.0069771541757757,,,
16,fModule_17,False,0.0067013028200434,PedR1,,
66,fModule_67,False,0.0065338775426229,,,
67,fModule_68,False,0.0064320096252632,,,
61,fModule_62,False,0.006158861327243,PP_3603,,
35,fModule_36,False,0.0060730498635093,,,
22,fModule_23,False,0.0058924228991906,,,
63,fModule_64,False,0.0057343338934544,,,
1,fModule_2,False,0.0057043261517136,,,
31,fModule_32,False,-0.0055256369578022,,,
14,fModule_15,False,0.0049658135119576,,,
33,fModule_34,False,0.0048181787854206,,,
77,fModule_78,False,-0.0043738117074681,,,
78,fModule_79,False,0.0043060820019617,,,
3,fModule_4,False,0.0041796574634006,,,
27,fModule_28,False,0.0037418059848058,VanR,,
53,fModule_54,False,0.0035391619497813,,,
21,fModule_22,False,0.0032772562639697,,,
47,fModule_48,False,-0.0030853223835109,,,
8,fModule_9,False,-0.0030709175660244,,,
39,fModule_40,False,-0.0030620789944066,,,
56,fModule_57,False,0.0030299958297708,,,
9,fModule_10,False,0.0030197072285578,,,
11,fModule_12,False,-0.0023633767628327,BirA,,
32,fModule_33,False,0.0021451934541125,BirA,,
19,fModule_20,False,0.0021087151021506,,,
74,fModule_75,False,-0.0019296935693086,,,
52,fModule_53,False,-0.0017323250734016,PP_5350,,
25,fModule_26,False,-0.0010957084320271,,,
28,fModule_29,False,0.0006183430314095,,,
5,fModule_6,False,-0.0004290543172685,GcsR,,
10,fModule_11,False,0.0003769440828981,PrpR,,
