,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.0605,0.05020458146424488,2.0,0.0,0.025,1.0,0.096,,,,
1,set1__Glucose carbon source (20mM),-0.0855,0.24395183950935886,2.0,2.0,0.087,3.0,-0.258,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.3335,0.11950104602052652,2.0,4.0,0.418,5.0,0.249,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.10549999999999998,0.26092240225783603,2.0,6.0,0.29,7.0,-0.079,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.1175,0.09121677477306463,2.0,8.0,0.182,9.0,0.053,,,,
5,set5__D-Glucose carbon source,0.07400000000000001,0.03818376618407357,2.0,10.0,0.101,11.0,0.047,,,,
6,set5__Levulinic Acid carbon source,-0.020750000000000005,0.12507964129572272,4.0,12.0,-0.05,13.0,-0.147,14.0,0.152,15.0,-0.038
7,set5__Vanillin carbon source,0.186,0.3323401871576773,2.0,16.0,-0.049,17.0,0.421,,,,
8,set5__p-Coumaric acid carbon source,-0.063,0.08061017305526641,2.0,18.0,-0.006,19.0,-0.12,,,,
9,set6__D-Glucose carbon source,0.036,,1.0,20.0,0.036,,,,,,
10,set6__Ferulic Acid carbon source,-0.275,,1.0,21.0,-0.275,,,,,,
11,set6__benzoic acid carbon source,0.197,,1.0,22.0,0.197,,,,,,
12,set6__Valerolactam carbon source,0.197,,1.0,23.0,0.197,,,,,,
13,set6__D-Glucuronic Acid carbon source,-2.499,,1.0,24.0,-2.499,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.177,,1.0,25.0,0.177,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.0915,0.07000357133746819,2.0,26.0,0.042,30.0,0.141,,,,
16,set7__Valerolactam 10 mM carbon source,0.049,,1.0,27.0,0.049,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.042,,1.0,28.0,0.042,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.07449999999999998,0.29910616844190957,2.0,29.0,0.286,31.0,-0.137,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.2,,1.0,32.0,-0.2,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.045,,1.0,33.0,-0.045,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.007,,1.0,34.0,0.007,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.2,0.17819090885900998,2.0,35.0,-0.326,47.0,-0.074,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.1705,0.15061374439273464,2.0,36.0,-0.277,49.0,-0.064,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.272,,1.0,37.0,0.272,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.154,,1.0,38.0,0.154,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.319,,1.0,39.0,0.319,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.096,,1.0,40.0,-0.096,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.017,,1.0,41.0,0.017,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.126,,1.0,42.0,0.126,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.012,,1.0,43.0,0.012,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.096,,1.0,44.0,0.096,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.044,,1.0,45.0,0.044,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.027,,1.0,46.0,0.027,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.437,,1.0,48.0,-0.437,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.178,,1.0,50.0,0.178,,,,,,
