,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.373767452784025,0.1938563494271842,2.0,0.0,0.5108445920400558,1.0,0.2366903135279942,,,,
1,set1__Glucose carbon source (20mM),0.42770216569057384,0.28349941763976366,2.0,2.0,0.6281665263660878,3.0,0.2272378050150598,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.1801797092296514,0.1746071484791006,2.0,4.0,0.056713810496433,5.0,0.3036456079628698,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.7662131298141486,0.09280355908523205,2.0,6.0,0.7005911038667346,7.0,0.8318351557615626,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.4441945515427095,0.14495696618012296,2.0,8.0,0.3416944977765155,9.0,0.5466946053089035,,,,
5,set5__D-Glucose carbon source,0.3092762105616894,0.05057218579006793,2.0,10.0,0.2735162750501064,11.0,0.3450361460732724,,,,
6,set5__Levulinic Acid carbon source,0.02116468059093586,0.28111901335600925,4.0,12.0,0.1556451935980522,13.0,0.3425506014908785,14.0,-0.2835887085110516,15.0,-0.1299483642141357
7,set5__Vanillin carbon source,-15.692346555268637,0.1594160098514948,2.0,16.0,-15.579622413672944,17.0,-15.80507069686433,,,,
8,set5__p-Coumaric acid carbon source,-16.258974574093795,1.1284855221021999,2.0,18.0,-17.056934339243103,19.0,-15.461014808944489,,,,
9,set6__D-Glucose carbon source,0.5909788819359135,,1.0,20.0,0.5909788819359135,,,,,,
10,set6__Ferulic Acid carbon source,-8.945153551598796,,1.0,21.0,-8.945153551598796,,,,,,
11,set6__benzoic acid carbon source,-10.398106732977318,,1.0,22.0,-10.398106732977318,,,,,,
12,set6__Valerolactam carbon source,-0.9953507478079898,,1.0,23.0,-0.9953507478079898,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.0386413599520726,,1.0,24.0,0.0386413599520726,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.0555176944647644,,1.0,25.0,-0.0555176944647644,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.1810349159098362,0.30349632261284043,2.0,26.0,-0.0335693918748834,30.0,0.3956392236945558,,,,
16,set7__Valerolactam 10 mM carbon source,0.1063753946834334,,1.0,27.0,0.1063753946834334,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.7251452712445704,,1.0,28.0,-0.7251452712445704,,,,,,
